id,part,problem,rest,location
101967,INTAKE,LEAKING,ALONG W/ #2,"#3  L/H ENGINE, "
101968,INTAKE,LEAKING,," 2, 3 & 4 "
101969,INTAKE GASKET,LEAKING,,#2  
101970,ROCKER COVER GASKET,LEAKING,, #1 
101971,FWD LOWER ENGINE BAFFLE SEAL,LOOSE,,  
101972,INTAKE,LEAKING,,#2 & 4 R/H ENGINE  
101973,INTAKE GASKET,LEAKING,,CYL #2  
101974,BAFFLE PLUG,MISSING,,R/H   
101975,,,,
101976,BAFFLE PLUG,WORN,,  
101977,ROCKER COVER GASKET,LEAKING,, #2 & 3 
101978,BAFFLE SCREW,MISSING,,L/H ENG   
101979,,,,
101980,ROCKER BOX COVER,LEAKING,,"R/H ENG #2, 3 & 4  "
101981,ROCKER COVER GASKET,LEAKING,,CYL #3  
101982,COOLING BAFFLING RIVET,SHEARED,,R/H AFT   
101983,ROCKER COVER GASKET,LEAKING,,CYL #3  
101984,BAFFLE PLUG,BROKEN,FINGERS,  
101985,ROCKER COVER GASKET,LEAKING,,"CYL #2, 4  "
101986,BAFFLE,CRACKED,IN FRONT OF OIL COOLER,#4  
101987,ROCKER COVER GASKET,LEAKING,,CYL #2 & 3  
101988,INTAKE,LEAKING,,#4  R/H ENGINE
101989,INTAKE,LEAKING,,#2 & 4  L/H ENGINE
101990,ROCKER COVER,LEAKING,,#2  R/H ENGINE
101991,ROCKER COVER,LEAKING,,#3  L/H ENGINE
101992,,,,
101993,,,,
101994,ROCKER COVER GASKET,LEAKING,,CYL #3  
101995,INTAKE GASKET,LEAKING,,CYL #2  
101996,BAFFLE PLUG,MISSING,TEETH,L/H   
101997,INTAKE GASKET,LEAKING,,#2 & 4  
101998,ROCKER COVER GASKET,LEAKING,,#3  
101999,,,,
102000,,,,
102001,ROCKER COVER GASKET,LEAKING,,CYL #1  
102002,,,,
102003,INTAKE GASKET,LEAKING,,CYL #4  
102004,,COMPRESSION,LOW COMPRESSION,CYL #4  
102005,INTAKE GASKET,LEAKS,,#2  
102006,ROCKER COVER,LEAKS,,#2  
102007,INTAKE,LEAKING,,#4  
102008,ROCKER COVER,LOOSE,SCREWS,ALL   
102009,RIVET,SHEARED,@ R/H AFT BAFFLE,  
102010,RIVET,SHEARED,@ R/H AFT BAFFLE,  
102011,ROCKER COVER,LEAKING,," 2, 3 & 4 "
102012,INTAKE GASKET,LEAKING,,#4  
102013,ROCKER COVER,LEAKING,,L/H #3  
102014,ENGINE LEFT REAR BAFFLE,CRACKED,@ INTER-CYLINDER CONNECT,#2  
102015,ROCKER GASKET,LEAKING,,#2  
102016,BAFFLE TIE WIRE,LOOSE,,#1 & 3  
102017,INTAKE GASKET,LEAKING,,#2 & 4  
102018,BOLT,MISSING,CONNECTING UPPER ENDS OF #3 & 4 AFT BAFFLES,  
102019,BAFFLE MOUNTING SCREW,LOOSE,,R/H REAR ENGINE   
102020,,,,
102021,ROCKER GASKET,LEAKING,,#4  
102022,,,,
102023,,,,
102024,,,,
102025,,,,
102026,,,,
102027,,,,
102028,,,,
102029,,,,
102030,ENGINE COWL DZUS FASTENER,NEED,RETAINERS,  
102031,,,,
102032,INTAKE,LEAKING,,#2 R/H ENGINE  
102033,ROCKER COVER,LEAKING,,R/H ENG #3  
102034,ROCKER COVER,LEAKING,,#2 & 4 R/H ENG  
102035,ROCKER COVER,LEAKING,,L/H ENG #3  
102036,,,,
102037,,,,
102038,,,,
102039,,,,
102040,INTAKE GASKET,LEAKING,,R/H ENG #3 CYL   
102041,INTAKE GASKET,LEAKING,,R/H ENG #4 CYL   
102042,SIDE BAFFLE,MISSING,A BOLT,#4 CYL  L/H ENG  
102043,,,,
102044,INTAKE,LEAKS,,L/H ENG #1 CYL   
102045,CYL,COMPRESSION,COMPRESSION IS LOW,L/H ENG #3  
102046,CYL,COMPRESSION,COMPRESSION IS LOW,L/H ENG #3  
102047,CYL,COMPRESSION,COMPRESSION IS LOW,L/H ENG #3  
102048,CYL,COMPRESSION,COMPRESSION IS LOW,L/H ENG #3  
102049,INTAKE GASKET,LEAKING,ALONG W/ #2 & 4,R/H ENG #1 CYL   
102050,ROCKER COVER,LEAKING,,#2 & 4  L/H ENGINE
102051,VALVE COVER,LEAKING,,ALL 4  R/H ENGINE
102052,LEFT BAFFLE PLUG,WORN,,  
102053,,,,
102054,INTAKE,LEAKING,, 1 & 3 
102055,ROCKER COVER GASKET,LEAKING,,CYL #4  
102056,BOTTOM BAFFLE,CRACKED,@ TIE ROD,CYL #1 & 3  
102057,ROCKER BOX COVER SCREW,MISSING,,#3 CYL   
102058,INTAKE,LEAKING,@ OIL SUMP,#4  
102059,INTAKE,LEAKING,@ OIL SUMP,#4  
102060,INTAKE GASKET,LEAKING,,CYL #2  
102061,INTAKE GASKET,LEAKING,, CYL #2 
102062,ROCKER COVER GASKET,LEAKING,, CYL #2 & 4 
102063,AFT ENGINE BAFFLE,WORN,FROM RUBBING,  
102064,,,,
102065,ROCKER COVER,LEAKING,,#2  
102066,INTAKE,LEAKING,,L/H ENG #3  
102067,INTAKE,LEAKING,,R/H ENG #3  
102068,ROCKER COVER,LEAKING,,L/H ENG #3  
102069,SCREW,MISSING,IN #3 SIDE BAFFLE,  
102070,ROCKER COVER GASKET,LEAKING,,#3  
102071,ROCKER COVER,LEAKING,,#2  
102072,,,,
102073,ENGINE COOLING BAFFLE SEAL,LOOSE,TOP L/H SIDE,  
102074,,,,
102075,,,,
102076,ROCKER COVER GASKET,LEAKING,,CYL #4  
102077,INTAKE GASKET,TORN,,#1  
102078,ROCKER GASKET,LEAKING,,#1 & 3  
102079,ROCKER GASKET,LEAKING,,#4  
102080,PUSH ROD SEAL,LEAKING,,#3  
102081,INTAKE,LEAKING,,#2  
102082,ROCKER COVER,LEAKING,,#4  
102083,INTAKE,LEAKING,AT OIL SUMP,#1  
102084,INTAKE GASKET,LEAKING,,#4  
102085,ROCKER COVER GASKET,LEAKING,,#4  
102086,,,,
102087,,,,
102088,INTAKE GASKET,LEAKING,,CYL #2  
102089,,,,
102090,SIDE BAFFLE BOLT,LOOSE,,CYL #1 & 3  
102091,,,,
102092,BOTTOM BAFFLE,CRACKED,,CYL #1 & 3  
102093,SIDE BAFFLE SEAL,TORN,,R/H ENG #2 & 4  
102094,INTAKE GASKET,LEAKING,,R/H ENG #2 & 4  
102095,INTAKE GASKET,LEAKING,,#2 & 4  L/H ENG
102096,ROCKER GASKET,LEAKING,,"#2, 3 & 4  L/H ENG"
102097,ROCKER GASKET,LEAKING,,R/H ENG #2 & 3  
102098,SCREW BEHIND OIL FILLER TUBE,LOOSE,,  
102099,SCREW BEHIND OIL FILLER TUBE,LOOSE,,  
102100,SPARK PLUG CAP,LOOSE,BOTTOM SPARK PLUG,  #3
102101,INTAKE,LEAKING,,L/H ENGINE #3 & 4  
102102,ROCKER COVER,LEAKING,,L/H ENGINE #3 & 4  
102103,INTAKE GASKET,LEAKING,,"R/H ENG CYL #2, 3, 4  "
102104,,,,
102105,BAFFLE,MISSING,SCREW ON BRACKET,#3 CYL   
102106,ROCKER COVER GASKET,DAMAGED,,CYL #2  
102107,INTAKE,LEAKING,,#2  
102108,,,,
102109,SIDE BAFFLE SEAL,TORN,,#2 & 4  R/H ENGINE
102110,INDUCTION TUBE GASKET,LEAKING,,#1  
102111,,,,
102112,,,,
102113,FWD BAFFLE,CRACKED,,#2 CYL   
102114,INTAKE GASKET,LEAKING,,CYL #2  
102115,ROCKER GASKET,LEAKING,,#2 & 3  
102116,INTAKE GASKET,LEAKING,,#3 & 4  
102117,STACK,BROKEN,OFF,R/H ENG #2  
102118,INTAKE GASKET,LEAKING,, #4 
102119,ROCKER COVER GASKET,LEAKING,,#2 & 4  
102120,SCREW,MISSING,"ENGINE COOLING BAFFLE, R/H SIDE NEXT TO OIL",  
102121,,,,
102122,INTAKE GASKET,LEAKING,,#2 & 3  
102123,,,,
102124,INTAKE,LEAKING,,#2  
102125,INDUCTION TUBE GASKET,LEAKING,,#4 & 2  
102126,INTAKE GASKET,LEAKING,,"CYL #2, 3, 4  "
102127,ROCKER COVER GASKET,LEAKING,,"CYL #2, 3, 4  "
102128,INTAKE GASKET,LEAKING,,CYL #4  
102129,WIRING HARNESS SUPPORT BRACKET,BROKEN,,CYL #1  
102130,,,,
102131,,,,
102132,INTAKE GASKET,LEAKING,,#2  
102133,ROCKER COVER,LEAKING,,"#1, 3 & 4  "
102134,INTAKE,LEAKING,,#2  
102135,INDUCTION TUBE GASKET,LEAKING,,#2  
102136,INTAKE,LEAKING,,#2  
102137,BAFFLE PLUG,NEEDS,TO BE REPLACED,2  
102138,SIDE BAFFLE SEAL STAPLE,LOOSE,,#2  
102139,ROCKER GASKET,LEAKING,,#2 & 4  
102140,,,,
102141,INTAKE,LEAKING,,#3  
102142,ROCKER COVER,LEAKING,,#3  
102143,CYL,COMPRESSION,COMPRESSION 15/80,#4  
102144,CYL,COMPRESSION,COMPRESSION 15/80,#4  
102145,CYL,COMPRESSION,COMPRESSION 15/80,#4  
102146,CYL,COMPRESSION,COMPRESSION 15/80,#4  
102147,INTAKE GASKET,LEAKING,,CYL #2  
102148,COWL SHOCK MOUNT,DAMAGED,, #7 
102149,BAFFLE BRACKET SCREW,MISSING,,R/H AFT   
102150,,,,
102151,INTAKE,LEAKING,,#3  L/H ENGINE
102152,INTAKE GASKET,LEAKING,,#3 & 4  R/H ENGINE
102153,INTAKE GASKET TO,LEAKING,, CYL #1 
102154,INTAKE,LEAKING,,#4  
102155,ROCKER COVER,LEAKING,,#4  
102156,ROCKER COVER GASKET,LEAKING,,CYL #4  
102157,INTAKE GASKET,LEAKING,,CYL #2  
102158,INTAKE GASKET,LEAKING,,CYL #4  
102159,,,,
102160,ROCKER COVER GASKET,LEAKING,, CYL #3 
102161,BAFFLE SCREW,MISSING,,R/H AFT   
102162,ROCKER COVER GASKET,LEAKING,,"CYL #2, 3, 4  "
102163,ROCKER GASKET,LEAKING,,#1 & 3  
102164,AIR INLET TUBE,DAMAGED,,  
102165,,,,
102166,TAC GEN,LEAKS,AT SEAL,L/H ENG   
102167,TAC GEN,LEAKS,AT SEAL,L/H ENG   
102168,TAC GEN,LEAKS,AT SEAL,L/H ENG   
102169,,,,
102170,INTAKE,LEAKING,," #1, 2, 3 & 4 R/H ENGINE"
102171,,,,
102172,ROCKER COVER GASKET,LEAKING,,#1 & 2  
102173,INTAKE,LEAKING,,#3  
102174,,,,
102175,INTAKE,LEAKING,, #3 & 4 L/H ENGINE
102176,,,,
102177,,,,
102178,ENGINE BAFFLE SEAL,TORN,BOTTOM R/H CORNER,  
102179,ROCKER COVER GASKET,LEAKING,,"#2, 3 & 4  L/H ENGINE"
102180,ROCKER COVER GASKET,LEAKING,,"#1, 3 & 4  R/H ENGINE"
102181,INTAKE GASKET,LEAKING,,L/H #3  
102182,INTAKE GASKET,LEAKING,,R/H #2 & 3  
102183,ROCKER BOX COVER GASKET,LEAKING,,#3  
102184,ROCKER COVER GASKET,LEAKING,,#2  
102185,,,,
102186,TOP ENGINE COOLING FAN BAFFLE PLUG,WORN,OUT,  
102187,INTAKE GASKET,LEAKING,,CYL #4  
102188,ROCKER COVER GASKET,LEAKING,,#3 CYL   
102189,,,,
102190,,,,
102191,INTAKE GASKET,LEAKING,,#4  
102192,INTAKE GASKET,LEAKING,,"CYL #1, 3, 4  "
102193,,,,
102194,SIDE BAFFLE,MISSING,A BOLT,L/H ENGINE #4  
102195,INTAKE,LEAKING,, #2 & 4 R/H ENGINE
102196,INTAKE,LEAKING,," 1, 2, 3 & 4 L/H ENGINE"
102197,ROCKER COVER,LEAKING,," 2, 3 & 4 R/H ENGINE"
102198,,,,
102199,INTAKE,LEAKING,,R/H #3  
102200,INTAKE GASKET,LEAKING,,L/H #4  
102201,,,,
102202,ROCKER COVER GASKET,LEAKING,,L/H #3 & 4  
102203,INTAKE GASKET,LEAKING,,#2 CYL   
102204,,,,
102205,INTAKE,LEAKING,,2 & 4  
102206,ROCKER GASKET,LEAKING,,#2  
102207,SCREW,LOOSE,ENGINE BAFFLING,  
102208,ROCKER GASKET,LEAKING,,#1  
102209,,,,
102210,INDUCTION TUBE GASKET,LEAKING,,#3  
102211,ROCKER COVER GASKET,LEAKING,,CYL #3 & 4  
102212,ROCKER COVER GASKET,LEAKING,,CYL #1 & 2  
102213,ROCKER COVER GASKET,LEAKING,,CYL #3  
102214,,,,
102215,ROCKER COVER GASKET,LEAKING,,CYL #1  
102216,ROCKER COVER GASKET,LEAKING,,CYL #2  
102217,OIL,LEAK,BACK BONE CASE SEAM,"  R/H ENGINE, "
102218,,,,
102219,ROCKER BOX COVER,LEAKING,,L/H ENG #1  
102220,OIL,LEAK,BACK BONE CASE SEAM,"  R/H ENGINE, "
102221,INTAKE GASKET,LEAKS,,#1  
102222,LEFT SIDE AFT BAFFLE,CRACKED,,R/H ENG   
102223,LEFT SIDE AFT BAFFLE,CRACKED,,R/H ENG   
102224,ROCKER COVER GASKET,LEAKING,,R/H ENG ALL   
102225,INTAKE,LEAKING,,R/H ENG #2  
102226,ROCKER COVER,LEAKING,,L/H ENG #3  
102227,INTAKE,LEAKING,,#4  
102228,BAFFLE PLUG,MISSING,,R/H ENGINE   
102229,INTAKE GASKET,LEAKING,,CYL #1  
102230,INTAKE,LEAKING,,#2  
102231,BAFFLE PLUG,MISSING,,L/H ENGINE   
102232,ROCKER COVER GASKET,LEAKING,,CYL #2  
102233,COWL SHOCK MOUNT,TORN,, #1 
102234,,,,
102235,,,,
102236,BAFFLE SCREW,MISSING,,L/H ENGINE   
102237,INTAKE GASKET,LEAKING,,#2 CYL   
102238,,,,
102239,INTAKE,LEAKING,,#4  L/H ENGINE
102240,INTAKE,LEAKING,,"  R/H ENGINE, #3"
102241,ROCKER COVER,LEAKING,,#3  L/H ENGINE
102242,,,,
102243,,,,
102244,INTAKE GASKET,LEAKING,,R/H ENG #3 CYL   
102245,BOLT,MISSING,"BAFFLE, R/H ENGINE",  #4 CYL 
102246,ROCKER COVER,LEAKING,," 2, 3, 4 L/H ENGINE"
102247,,,,
102248,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
102249,INTAKE,LEAKING,," 2, 3 & 4 R/H ENGINE"
102250,,,,
102251,ROCKER COVER GASKET,LEAKING,,CYL #2  
102252,INTAKE GASKET,LEAKING,,#4 CYL   
102253,ROCKER COVER GASKET,LEAKING,,#3 CYL   
102254,,,,
102255,SCREW,MISSING,FROM R/H AFT BAFFLE,  
102256,ROCKER COVER,LEAKING,,#4  
102257,,,,
102258,ROCKER COVER,LEAKS,,#3  
102259,BAFFLE TIE ROD,LOOSE,SIDE OF R/H ENGINE,  L/H 
102260,,,,
102261,INTAKE GASKET,LEAKING,,#4  R/H ENG
102262,INTAKE GASKET,LEAKING,,#3  R/H ENGINE
102263,INTAKE GASKET,LEAKING,,#3 L/H ENGINE  
102264,,,,
102265,INTAKE GASKET,LEAKING,,#2  
102266,ROCKER COVER GASKET,LEAKING,,#2 & 3  
102267,INTAKE GASKET,LEAKING,,#3  
102268,INTAKE GASKET,LEAKING,,#4  
102269,ROCKER COVER GASKET,LEAKING,," CYL #3, 4 "
102270,INTAKE,LEAKING,,CYL #2  R/H ENGINE
102271,,,,
102272,,,,
102273,ROCKER GASKET,LEAKING,,"#2, 3, 4  "
102274,ROCKER COVER GASKET,LEAKS,,#1  
102275,BAFFLE,CRACKED,BEHIND ALTERNATOR,  
102276,ROCKER COVER GASKET,LEAKING,,CYL #4 & 3  
102277,INTAKE,LEAKING,,"3, 2 & 4  L/H ENGINE"
102278,,,,
102279,ROCKER COVER,LEAKING,,#1 & 3  L/H ENGINE
102280,SIDE BAFFLE,CRACKED,,#1 & 3 CYL   
102281,,,,
102282,,,,
102283,,,,
102284,,,,
102285,ROCKER COVER GASKET,LEAKING,," #2, 4 "
102286,,,,
102287,,,,
102288,ROCKER COVER GASKET,LEAKING,,#4 CYL   
102289,ROCKER COVER,LEAKING,,#3  L/H
102290,ROCKER COVER,LEAKING,,#3  R/H ENGINE
102291,INTAKE,LEAKING,,#2 & 3  L/H ENGINE
102292,BAFFLE ROD,BROKEN,,L/H   L/H ENGINE
102293,ROCKER COVER,LEAKING,,#3  L/H
102294,INTAKE,LEAKING,,#2 & 3  R/H ENGINE
102295,ROCKER COVER,LEAKING,,#3  R/H ENGINE
102296,INTAKE GASKET,LEAKING,,#2 & 3  
102297,INTAKE,LEAKING,,#2 & 4  
102298,ROCKER COVER,LEAKING,,#4  
102299,ROCKER COVER GASKET,LEAK,,#3 & 2  R/H ENGINE
102300,ROCKER COVER GASKET,LEAK,,#3 & 2  L/H ENGINE
102301,,,,
102302,,,,
102303,INTAKE GASKET,LEAKING,,R/H ENG #3 & 4 CYL   
102304,,,,
102305,INTAKE GASKET,LEAKING,,#2 & 4  
102306,,,,
102307,,,,
102308,FWD BAFFLE,MISSING,A SCREW,R/H ENG #2 CYL   
102309,ROCKER COVER GASKET,LEAKING,,R/H ENG #3 CYL   
102310,INTAKE GASKET,LEAKING,,L/H ENG #3 & 4 CYL   
102311,ROCKER COVER GASKET,LEAKING,,"L/H ENG #2, 3 & 4 CYL   "
102312,BAFFLE PLUG,MISSING,,  
102313,INTAKE GASKET,LEAKING,,CYL #2  
102314,,,,
102315,INTAKE GASKET,LEAKING,,CYL #2  
102316,,,,
102317,,,,
102318,SIDE BAFFLE,CRACKED,,#1 CYL   
102319,INTAKE GASKET TUBE,LEAKING,AT SUMP,#4  
102320,INTAKE GASKET TUBE,LEAKING,AT SUMP,#4  
102321,ROCKER COVER,LEAKING,,#1  
102322,BAFFLE PLUG,BAD,,R/H AFT   
102323,LEFT AFT BAFFLE SCREW,LOOSE,BY #4 ROCKER COVER,  
102324,,,,
102325,,,,
102326,,,,
102327,INDUCTION TUBE GASKET,LEAKING,,#3  
102328,,,,
102329,,,,
102330,INTAKE GASKETS FROM,LEAKING,," CYL #1, 2 "
102331,ROCKER COVER GASKET,LEAKING,,CYL #2  
102332,INTAKE GASKET,LEAKING,,  CYL #2 & 3
102333,ROCKER COVER GASKET,LEAKING,,"  CYL #2, 3 & 4"
102334,BAFFLE PLUG,BAD,,R/H ENGINE   
102335,BAFFLE SCREW,MISSING,,R/H REAR ENGINE   
102336,INTAKE GASKET,LEAKING,,"CYL #2, 1  "
102337,AFT BAFFLE SUPPORT RIVET,SHEARED,,CYL #3  
102338,BAFFLE PLUG,BAD,,L/H ENGINE   
102339,INTAKE GASKET,LEAKING,,R/H #1 & 3  
102340,,LEAKING,ROCKER GASKETS,R/H ENG  4 
102341,ROCKER GASKET,LEAKING,,"L/H ENG #2, 3, 4  "
102342,INTAKE GASKET,LEAKING,,"L/H ENGINE, ALL 4  "
102343,BAFFLE SEAL,TORN,BOTTOM LEFT SIDE,  
102344,ROCKER COVER GASKET,LEAKING,,#4  
102345,INTAKE,LEAKING,,#4 R/H ENGINE  
102346,INTAKE,LEAKING,, 2 & 4 L/H ENGINE
102347,ROCKER COVER,LEAKING,, #1 L/H ENGINE
102348,ROCKER COVER,LEAKING,,#1 & 2  
102349,,,,
102350,ROCKER COVER GASKET,LEAKING,,#2  R/H ENG
102351,INTAKE GASKET,LEAKING,,#2  R/H ENG
102352,INTAKE GASKET,LEAKING,,L/H ENG CYL #2  
102353,,,,
102354,INTAKE GASKET,LEAKING,,#4  
102355,FRONT BAFFLE SEAL,WORN,,  
102356,,,,
102357,,,,
102358,INTAKE GASKET,LEAKING,,#2  
102359,ROCKER COVER GASKET,LEAKING,,#3  
102360,BOTTOM BAFFLE CONNECTING ROD,BROKEN,SIDE,  R/H 
102361,ROCKER COVER,LEAKS,,#4 CYL   
102362,ENGINE PAN DRAIN LINE CLUSTER,NEEDS,NEW ADEL CLAMPS,  
102363,INTAKE GASKET,LEAKING,,#4  
102364,ROCKER COVER GASKET,LEAKING,,#3  
102365,ROCKER COVER,LEAKS,,#2 CYLINDER   
102366,INTAKE GASKET,LEAKING,,#2 CYLINDER   
102367,BAFFLE PLUG,DAMAGED,,  
102368,INTAKE,LEAKING,,#4  
102369,BAFFLE BRACKET RIVET,LOOSE,,R/H AFT   
102370,FWD BAFFLE,CRACKED,,R/H   
102371,INTAKE GASKET,LEAKING,, CYL #2 
102372,ROCKER COVER GASKET,LEAKING,, CYL #1 
102373,ROCKER COVER,LEAKING,,L/H ENGINE #2  
102374,ROCKER COVER,LEAKING,,R/H ENGINE #3 CYL   
102375,INTAKE GASKET,LEAKING,,L/H ENGINE #3 CYL   
102376,INTAKE GASKET,LEAKING,,R/H ENGINE #2 & 4  
102377,BAFFLE TIE ROD,BROKEN,,R/H ENG #2 & 4  
102378,CYL,COMPRESSION,COMPRESSION @ 35,L/H ENG #4  
102379,OIL COOLER MOUNTING BAFFLE,CRACKED,,L/H ENGINE   
102380,,,,
102381,INDUCTION TUBE GASKET,LEAKING,,L/H ENG #3  
102382,CYL,COMPRESSION,COMPRESSION @ 35,L/H ENG #4  
102383,CYL,COMPRESSION,COMPRESSION @ 35,L/H ENG #4  
102384,CYL,COMPRESSION,COMPRESSION @ 35,L/H ENG #4  
102385,ROCKER COVER,LEAKING,,#1  
102386,BAFFLE,CRACKED,AT LOWER LEFT BOLT OF OIL COOLER,  
102387,ROCKER COVER GASKET,LEAKS,,#2 CYL   
102388,ROCKER COVER GASKET,LEAKING,,"#2, 3 & 4  "
102389,INTAKE,LEAKING,,#2  
102390,INTAKE GASKET,LEAKING,,#4  
102391,INTAKE GASKET,LEAKING,,CYL #2  
102392,ROCKER COVER GASKET,LEAKING,,"CYL #1, 3  "
102393,ANCHOR ASSY,BROKEN,,#2 CYL   
102394,INTAKE,LEAKING,,#4  
102395,ROCKER COVER,LEAKING,,#3  
102396,ROCKER COVER GASKET,LEAKING,,CYL #4 & 3  
102397,INTAKE,LEAKING,,#3 & 4  L/H ENG
102398,INTAKE,LEAKING,,"#2, 3 & 4  R/H ENG"
102399,ROCKER COVER,LEAKING,,#4  R/H ENG
102400,ROCKER COVER,LEAKING,,#2 & 3  L/H ENG
102401,INTAKE GASKET,LEAKING,,L/H #2  
102402,INTAKE GASKET,LEAKING,,R/H #3  
102403,SIDE BAFFLE SEAL,TORN,,L/H #2  
102404,ROCKER GASKET,LEAKING,,R/H #2 & 3  
102405,ROCKER GASKET,LEAKING,,L/H #3 & 4  
102406,,,,
102407,,,,
102408,ROCKER COVER GASKET,LEAKING,,R/H ENG CYL #1  
102409,,,,
102410,,,,
102411,,,,
102412,,,,
102413,INTAKE GASKET,LEAKING,,#1  
102414,FRONT BAFFLE SEAL,TORN,,#1  
102415,ROCKER GASKET,LEAKING,,ALL 4  
102416,AFT BAFFLE,CRACKED,,L/H ENG #4 CYL   
102417,ROCKER COVER GASKET,LEAKING,,#4  R/H ENGINE
102418,INTAKE GASKET,LEAKING,,#1  R/H ENGINE
102419,INTAKE GASKET,LEAKING,,#2  
102420,SIDE BAFFLE PLUG HOLE,WORN,TOO LARGE,  
102421,ROCKER COVER GASKET,LEAKING,,#1 & 4  
102422,INTAKE,LEAKING,,#2  
102423,ROCKER COVER,LEAKING,,#4  
102424,INTAKE,LEAKING,,#4  
102425,ROCKER COVER GASKET,LEAKING,,CYL #3  
102426,BAFFLE PLUG,WORN,,R/H   
102427,ROCKER COVER GASKET,LEAKING,,#2  
102428,SCREW,MISSING,"BAFFLE, BEHIND OIL COOLER",  R/H ENGINE 
102429,BAFFLE,CRACKED,,#1 CYL   
102430,SNIFFLE VALVE,DIRTY,,  
102431,ROCKER COVER GASKET,LEAKING,& #2 ROCKER COVER GASKET LEAK,#4  
102432,INTAKE GASKET,LEAKING,,L/H ENGINE   CYL #4
102433,ROCKER COVER GASKET,LEAKING,,R/H ENG #3 CYL   
102434,ROCKER GASKET,LEAKING,,R/H #2 & 4  
102435,,,,
102436,INTAKE,LEAKING,,#4  
102437,ROCKER COVER GASKET,LEAKING,,CYL #2  
102438,INTAKE GASKET,LEAKING,,#4  
102439,,,,
102440,,,,
102441,,,,
102442,,,,
102443,,,,
102444,INTAKE GASKET,LEAKING,, CYL #2 
102445,ROCKER COVER GASKET,LEAKING,, CYL #3 
102446,,,,
102447,INTAKE,LEAKING,,#2  
102448,ROCKER GASKET,LEAKING,,"R/H #1, 2, 3  "
102449,INTAKE GASKET,LEAKING,,"R/H #2, 3, 4  "
102450,INTAKE GASKET,LEAKING,,"#2, 3, 4  L/H ENG"
102451,EXH PUSH ROD SEAL,LEAKING,,R/H #2 CYL   
102452,ROCKER COVER GASKET,LEAKING,,"#1, 2, 3, 4  L/H ENGINE"
102453,OWNER,COMPRESSION,REQUESTS ENGINE COMPRESSIONS DONE,  
102454,BOTTOM LEFT BAFFLE SEAL,TORN,,  
102455,BAFFLE SEAL,TORN,BOTTOM R/H SIDE,  
102456,,,,
102457,SCREW,MISSING,BAFFLE,  #3
102458,INTAKE GASKET,LEAKING,,#4 CYL   R/H ENGINE
102459,,,,
102460,INTAKE GASKET,LEAKS,,L/H ENG #1  
102461,,,,
102462,ROCKER DRAIN LINE,LOOSE,,CYL #3  
102463,AFT BAFFLE SUPPORT RIVET,SHEARED,,CYL #3  
102464,INTAKE,LEAKING,,#4  
102465,INTAKE GASKET,LEAKING,,#2  
102466,INDUCTION TUBE GASKET,LEAKING,,#2  
102467,AFT BAFFLE,CRACKED,,L/H ENG #3  
102468,SCREW,MISSING,"BAFFLE, R/H ENGINE",  #4
102469,INTAKE GASKET,LEAKING,, CYL #2 L/H ENGINE
102470,ROCKER COVER GASKET,LEAKING,,#1  R/H ENGINE
102471,ENGINE COOLING BAFFLE,CRACKED,"FRONT L/H SIDE, R/H ENGINE",  
102472,ROCKER COVER GASKET,LEAKING,,"L/H ENGINE CYL #2, 3 & 4  "
102473,INTAKE GASKET,LEAKING,,#3 & 2  R/H ENGINE
102474,,,,
102475,,,,
102476,,,,
102477,,,,
102478,SIDE BAFFLE,CRACKED,,#1 CYL   
102479,,,,
102480,PRIMER LNE CLAMP,NEEDS,TO BE REPOSITIONED,L/H ENG #2  
102481,ROCKER COVER GASKET,LEAKING,(L/H ENG),"#3, 4  "
102482,INTAKE,LEAKING,,#4  
102483,ROCKER COVER,LEAKING,,#2  
102484,INDUCTION TUBE GASKET,LEAKING,,#3  
102485,ROCKER COVER GASKET,LEAKING,,#2  
102486,,,,
102487,MUFFLER,MISSING,NUT,  
102488,,,,
102489,,,,
102490,,,,
102491,,,,
102492,,,,
102493,,,,
102494,,,,
102495,,,,
102496,,,,
102497,,,,
102498,,,,
102499,INTAKE,LEAKING,,#2  
102500,INTAKE GASKET,LEAK,AGE,#4 CYL   
102501,BAFFLE PLUG,WORN,,R/H   
102502,INTAKE GASKET,LEAKING,,#2  
102503,,,,
102504,INTAKE,LEAKING,,#2 CYL   
102505,ROCKER COVER GASKET,LEAKING,,#2 CYL   
102506,INTAKE GASKET,LEAKING,,CYL #2  
102507,,,,
102508,,,,
102509,ROCKER COVER,LEAKING,, 1 & 2 L/H ENGINE
102510,ROCKER COVER,LEAKING,," 1, 2 & 3 R/H ENGINE"
102511,ROCKER COVER,LEAKING,,#4  R/H ENGINE
102512,ADEL CLAMPS ON FUEL LINE TO FUEL CONTROL UNIT,LOOSE,,  
102513,ROCKER COVER GASKET,LEAKING,,#1 & 3  
102514,INTAKE GASKET,LEAKING,,#4  
102515,,,,
102516,INTAKE GASKET TO,LEAKING,, CYL #2 
102517,ROCKER COVER GASKET,LEAKING,,CYL #4  
102518,INTAKE GASKET,LEAKING,,#4 CYL   
102519,ROCKER COVER GASKET,LEAKING,,#1 & 4 CYL   
102520,,,,
102521,,,,
102522,INTAKE GASKET,LEAKING,,#4  
102523,ROCKER COVER,LEAKING,,#3 & 4  
102524,ROCKER COVER,LEAKING,,#1 & 2  
