IDENT,LOCATION,PART,TGGEDPROBLEM
101995,CYL #2,INTAKE GASKET,LEAKING
101996,L/H,BAFFLE PLUG,MISSING TEETH
101997,#2 & 4,INTAKE GASKETS,LEAKING
101998,#3,ROCKER COVER GASKET,LEAKING
101999,CYL #1,INTAKE GASKET,ELAKING
102000,L/H I/B,BAFFLE SPRING,BROKEN
102001,CYL #1,ROCKER COVER GASKET,LEAKING
102002,ENGINE,,FAILURE WHILE HOLDING
102003,CYL #4,INTAKE GASKET,LEAKING
102004,CYL #4,,LOW COMPRESSION
102005,#2,INTAKE GASKET,LEAKS
102006,#2,ROCKER COVER,LEAKS
102007,#4,INTAKE,LEAKING
102008,,,LOOSE
102009,,RIVET,SHEARED
102010,,RIVET,SHEARED
102011,"2, 3 & 4",ROCKER COVERS,LEAKING
102012,#4,INTAKE GASKET,LEAKING
102013,L/H #3,ROCKER COVER,LEAKING
102014,"#2 ENGINE, REAR",BAFFLE,CRACKED
102015,#2,ROCKER GASKET,LEAKING
102016,#1 & 3,BAFFLE TIE WIRE,LOOSE
102017,#2 & 4,INTAKE GASKETS,LEAKING
102018,#3 & 4,AFT BAFFLES,"BOLT MISSING, CONNECTING"
102019,R/H REAR,BAFFLE MOUNTING SCREW,LOOSE
102020,R/H SIDE,BAFFLE,CRACKED
102021,#4,ROCKER GASKET,LEAKING
102022,ENGINE,,
102023,ENGINE,,
102024,,,
102025,,,
102026,,,
102027,,,
102028,,,
102029,,,
102030,ENGINE,,
102031,R/H,,LANDING
102032,"#2, R/H ENGINE",INTAKE,LEAKING
102033,R/H ENG #3,ROCKER COVER,LEAKING
102034,"#2 & 4, R/H ENG",ROCKER COVER,LEAKING
102035,L/H ENG #3,ROCKER COVER,LEAKING
102036,"ENGINE, ENGINE",,
102037,"ENGINE, ENGINE",,
102038,"ENGINE, ENGINE",,
102039,"ENGINE, ENGINE",,
102040,R/H ENG #3,INTAKE GASKET,LEAKING
102041,R/H ENG #4,INTAKE GASKET,LEAKING
102042,#4 CYL SIDE,BAFFLE,MISSING A BOLT
102043,"L/H, R/H",BAFFLE SEAL,LOOSE
102044,L/H ENG,INTAKE,LEAKS
102045,L/H ENG #3 CYL,,COMPRESSION IS LOW
102046,L/H ENG #3 CYL,,COMPRESSION IS LOW
102047,L/H ENG #3 CYL,,COMPRESSION IS LOW
102048,L/H ENG #3 CYL,,COMPRESSION IS LOW
102049,"R/H ENG, #2 & 4",INTAKE GASKET,LEAKING
102050,"#2 & 4, L/H",ROCKER COVERS,LEAKING
102051,"ALL 4, R/H",VALVE COVERS,LEAKING
102052,LEFT,BAFFLE PLUG,WORN
102053,,,CRACK
102054,1 & 3,INTAKES,LEAKING
102055,CYL #4,ROCKER COVER GASKET,LEAKING
102056,CYL #1 & 3,BAFFLE,CRACKED
102057,#3 CYL,ROCKER BOX COVER,SCREW MISSING
102058,#4,INTAKE,LEAKING
102059,#4,INTAKE,LEAKING
102060,CYL #2,INTAKE GASKET,LEAKING
102061,CYL #2,INTAKE GASKET,LEAKING
102062,CYL #2 & 4,ROCKER COVER GASKETS,LEAKING
102063,AFT ENGINE,BAFFLE,"WORN, RUBBING"
102064,#1 CYL,BAFFLE,INCORRECT INSTALL
102065,#2,ROCKER COVER,LEAKING
102066,L/H ENG #3,INTAKE,LEAKING
102067,R/H ENG #3,INTAKE,LEAKING
102068,L/H ENG #3,ROCKER COVER,LEAKING
102069,#3,BAFFLE,SCREW MISSING
102070,#3,ROCKER COVER GASKET,LEAKING
102071,#2,ROCKER COVER,LEAKING
102072,,BAFFLE ATTACHMENT BRACKET,
102073,"ENGINE, TOP L/H SIDE","COOLING, BAFFLE SEAL",LOOSE
102074,,BAFFLE ATTACHMENT BRACKET,
102075,#1,ROCKER GASKET,SEEPING
102076,CYL #4,ROCKER COVER GASKET,LEAKING
102077,#1,INTAKE GASKET,TORN
102078,#1 & 3,ROCKER GASKETS,LEAKING
102079,#4,ROCKER GASKET,LEAKING
102080,#3,PUSH ROD SEALS,LEAKING
102081,#2,INTAKE,LEAKING
102082,#4,ROCKER COVER,LEAKING
102083,#1,INTAKE,LEAKING
102084,#4,INTAKE GASKET,LEAKING
102085,#4,ROCKER COVER GASKET,LEAKING
102086,#2,ROCKER COVER GASKET,SEEPING
102087,CYL #3,ROCKER COVER GASKET,LEAKING
102088,CYL #2,INTAKE GASKET,LEAKING
102089,,,"LINKAGE, SLOPPY"
102090,CYL #1 & 3,BAFFLE BOLT,LOOSE
102091,"ENGINE, R/H GROUND",,SECURED
102092,CYL #1 & 3,BAFFLE,CRACKED
102093,R/H ENG #2 & 4,BAFFLE SEALS,TORN
102094,R/H ENG #2 & 4,INTAKE GASKETS,LEAKING
102095,"#2 & 4, L/H",INTAKE GASKETS,LEAKING
102096,"2, 3 & 4, L/H",ROCKER GASKETS,LEAKING
102097,R/H ENG #2 & 3,ROCKER GASKETS,LEAKING
102098,,,LOOSE
102099,,,LOOSE
102100,#3,"SPARK PLUG CAP, SPARK PLUG",LOOSE
102101,L/H ENGINE #3,INTAKES,LEAKING
102102,L/H ENGINE #3,ROCKER COVERS,LEAKING
102103,"R/H ENG, CYL #2, 3",INTAKE GASKETS,LEAKING
102104,TOP OF ENGINE,,CYLINDERS
102105,#3 CYL,BAFFLE,MISSING SCREW
102106,CYL #2,ROCKER COVER GASKET,DAMAGED
102107,#2,INTAKE,LEAKING
102108,L/H ENG #3,"BAFFLE, AFT) SEAL",LOOSE
102109,"#2 & 4, R/H",BAFFLE SEALS,TORN
102110,#1,INDUCTION TUBE GASKET,LEAKING
102111,L/H & R/H,BAFFLE PLUGS,WORN
102112,#1 CYL,,BROKEN
102113,#2 CYL,BAFFLE,CRACKED
102114,CYL #2,INTAKE GASKET,LEAKING
102115,2 & 3,ROCKER GASKETS,LEAKING
102116,#3 & 4,INTAKE GASKETS,LEAKING
102117,R/H ENG #2,,BROKEN OFF
102118,,INTAKE GASKET,LEAKING
102119,#2 & 4,ROCKER COVER GASKETS,LEAKING
102120,"ENGINE, R/H SIDE",BAFFLE,SCREW MISSING
102121,,A/C,VIBRATION
102122,2 & 3,INTAKE GASKETS,LEAKING
102123,,,
102124,#2,INTAKE,LEAKING
102125,#4 & 2,INDUCTION TUBE GASKET,LEAKING
102126,"CYL #2, 3",INTAKE GASKETS,LEAKING
102127,"CYL #2, 3",ROCKER COVER GASKETS,LEAKING
102128,CYL #4,INTAKE GASKET,LEAKING
102129,CYL #1,,BROKEN
102130,,AIR INDUCTION ELBOW,
102131,#3 CYL,ROCKER GASKET,SEEPING
102132,#2,INTAKE GASKET,LEAKING
102133,"#1, 3 & 4",ROCKER COVERS,LEAKING
102134,#2,INTAKE,LEAKING
102135,#2,INDUCTION TUBE GASKET,LEAKING
102136,#2,INTAKE,LEAKING
102137,,BAFFLE PLUGS,
102138,#2 SIDE,BAFFLE SEAL STAPLES,LOOSE
102139,#2 & 4,ROCKER GASKETS,LEAKING
102140,ENGINE,,NOT START
102141,#3,INTAKE,LEAKING
102142,#3,ROCKER COVER,LEAKING
102143,#4 CYL,,COMPRESSION 15/80
102144,#4 CYL,,COMPRESSION 15/80
102145,#4 CYL,,COMPRESSION 15/80
102146,#4 CYL,,COMPRESSION 15/80
102147,CYL #2,INTAKE GASKET,LEAKING
102148,,,DAMAGED
102149,R/H,AFT BAFFLE BRACKET,SCREW MISSING
102150,L/H ENG #3,BAFFLE,MISSING SCREW
102151,"#3, L/H",INTAKE,LEAKING
102152,"#3 & 4, R/H",INTAKE GASKETS,LEAKING
102153,CYL #1,INTAKE GASKET,LEAKING
102154,#4,INTAKE,LEAKING
102155,#4,ROCKER COVER,LEAKING
102156,CYL #4,ROCKER COVER GASKET,LEAKING
102157,CYL #2,INTAKE GASKET,LEAKING
102158,CYL #4,INTAKE GASKET,LEAKING
102159,"CYL #2,",INTAKE GASKET,LEAKING
102160,CYL #3,ROCKER COVER GASKET,LEAKING
102161,R/H,AFT BAFFLE SCREW,MISSING
102162,"CYL #2, 3",ROCKER COVER GASKET,LEAKING
102163,#1 & 3,ROCKER GASKETS,LEAKING
102164,,AIR INLET TUBE,DAMAGED
102165,,,CLIMBING
102166,L/H ENG,,LEAKS
102167,L/H ENG,,LEAKS
102168,L/H ENG,,LEAKS
102169,"2, 3, L/H",INTAKES,LEAKING
102170,"#1, 2, 3 & 4, R/H",INTAKES,LEAKING
102171,L/H O/B,BAFFLE SPRING,BROKEN
102172,#1 & 2,ROCKER COVER GASKETS,LEAKING
102173,#3,INTAKE,LEAKING
102174,"L/H ENGINE, L/H",BAFFLE @,CRACKED
102175,#3 & 4,INTAKES,LEAKING
102176,"L/H SIDE ENG #2, 3",INTAKES,LEAKING
102177,L/H,BAFFLE,CRACK
102178,"ENGINE, R/H",BAFFLE SEAL,TORN
102179,"2, 3 & 4, L/H",ROCKER COVER GASKETS,LEAKING
102180,"#1, 3 & 4, R/H",ROCKER COVER GASKETS,LEAKING
102181,L/H #3,INTAKE GASKET,LEAKING
102182,R/H #2 & 3,INTAKE GASKETS,LEAKING
102183,#3,ROCKER BOX COVER GASKET,LEAKING
102184,#2,ROCKER COVER GASKET,LEAKING
102185,#3 CYL,,BROKEN
102186,TOP ENGINE,BAFFLE PLUGS,WORN
102187,CYL #4,INTAKE GASKET,LEAKING
102188,#3 CYL,ROCKER COVER GASKET,LEAKING
102189,"CYL #2 & 4,",INTAKE GASKETS,LEAKING
102190,"CYL #2 & 4,",ROCKER COVER GASKET,LEAKING
102191,#4,INTAKE GASKET,LEAKING
102192,"CYL #1, 3",INTAKE GASKETS,LEAKING
102193,#2 CYL,,BROKEN
102194,L/H ENGINE #4,BAFFLE,MISSING A BOLT
102195,R/H,INTAKE #2 & 4,LEAKING
102196,"1, 2, 3 & 4",INTAKE,LEAKING
102197,"2, 3 & 4, R/H",ROCKER COVERS,LEAKING
102198,L/H & R/H AFT #4,,"BAFFLES HAVE, CRACKS"
102199,R/H #3,INTAKE,LEAKING
102200,L/H #4,INTAKE GASKET,LEAKING
102201,L/H ENG,BAFFLE TIE ROD,WEARING
102202,L/H #3,ROCKER COVER GASKETS,LEAKING
102203,#2 CYL,INTAKE GASKET,LEAKING
102204,,A/C,NOT START
102205,,INTAKES,LEAKING
102206,#2,ROCKER GASKET,LEAKING
102207,ENGINE,,"LOOSE, BAFFLING"
102208,#1,ROCKER GASKET,LEAKING
102209,LEFT ENGINE #3,INTAKE,LEAKING
102210,#3,INDUCTION TUBE GASKET,LEAKING
102211,CYL #3,ROCKER COVER GASKETS,LEAKING
102212,CYL #1 & 2,ROCKER COVER GASKETS,LEAKING
102213,CYL #3,ROCKER COVER GASKET,LEAKING
102214,"ENGINE, R/H, #3 CYL",BAFFLE,
102215,CYL #1,ROCKER COVER GASKET,LEAKING
102216,CYL #2,ROCKER COVER GASKET,LEAKING
102217,R/H,,SEAM
102218,"L/H, L/H",BAFFLE TIE ROD,DAMAGED
102219,L/H ENG,ROCKER BOX COVER,LEAKING
102220,R/H,,SEAM
102221,#1,INTAKE GASKET,LEAKS
102222,R/H ENG,AFT BAFFLE,CRACKED
102223,R/H ENG,AFT BAFFLE,CRACKED
102224,R/H,ROCKER COVER GASKETS,LEAKING
102225,R/H ENG #2,INTAKE,LEAKING
102226,L/H ENG #3,ROCKER COVER,LEAKING
102227,#4,INTAKE,LEAKING
102228,R/H,BAFFLE,PLUG MISSING
102229,CYL #1,INTAKE GASKET,LEAKING
102230,#2,INTAKE,LEAKING
102231,L/H,BAFFLE,PLUG MISSING
102232,CYL #2,ROCKER COVER GASKET,LEAKING
102233,,,TORN
102234,,,VIBRATE VIOL
102235,,,VIBRATE VIOL
102236,L/H,BAFFLE,SCREW MISSING
102237,#2 CYL,INTAKE GASKET,LEAKING
102238,,NOT,INSTALLED
102239,"#4, L/H",INTAKE,LEAKING
102240,R/H,INTAKE,LEAKING
102241,"#3, L/H",ROCKER COVER,LEAKING
102242,#2 TO #4 CYL,BAFFLE TIE ROD,BROKEN
102243,"R/H SIDE, ENGINE",,MISSING
102244,R/H ENG #3,INTAKE GASKET,LEAKING
102245,"#4 CYL, R/H",BAFFLE,BOLT MISSING
102246,"2, 3, L/H",ROCKER COVERS,LEAKING
102247,"R/H, R/H",BAFFLE,CRACKED
102248,"2, 3 & 4",INTAKES,LEAKING
102249,"2, 3 & 4, R/H",INTAKES,LEAKING
102250,,BAFFLES T,CYLINDERS
102251,CYL #2,ROCKER COVER GASKET,LEAKING
102252,#4 CYL,INTAKE GASKET,LEAKING
102253,#3 CYL,ROCKER COVER GASKET,LEAKING
102254,#2,ROCKER COVER GASKET,SQUEEZED OUT
102255,R/H,,SCREW MISSING
102256,#4,ROCKER COVER,LEAKING
102257,,,EXCEEDED
102258,#3,ROCKER COVER,LEAKS
102259,"L/H SIDE, R/H",BAFFLE TIE ROD,LOOSE
102260,R/H #4,BAFFLE BRACKET,CRACK
102261,"#4, R/H",INTAKE GASKET,LEAKING
102262,"#3, R/H",INTAKE GASKET,LEAKING
102263,"#3, L/H",INTAKE GASKET,LEAKING
102264,R/H,AIR DUCT,"CHAFING, COWL"
102265,#2,INTAKE GASKET,LEAKING
102266,2 & 3,ROCKER COVER GASKETS,LEAKING
102267,#3,INTAKE GASKET,LEAKING
102268,#4,INTAKE GASKET,LEAKING
102269,CYL #3,ROCKER COVER GASKET,LEAKING
102270,"CYL #2, R/H",INTAKE,LEAKING
102271,CYL #3,ROCKER COVER GASKETS,
102272,"ENGINE, #3 CYL",AFT BAFFLE,SHEARED
102273,"2, 3",ROCKER GASKETS,LEAKING
102274,#1,ROCKER COVER GASKET,LEAKS
102275,,BAFFLE,CRACKED
102276,CYL #4 & 3,ROCKER COVER GASKETS,LEAKING
102277,L/H,INTAKES,LEAKING
102278,R/H ENGINE,"AFT I/B, BAFFLE",CRACKED
102279,"#1 & 3, L/H",ROCKER COVERS,LEAKING
102280,#1 & 3 CYL,BAFFLES,CRACKED
102281,ENGINE,BUT THEN,SMOKED OUT
102282,ENGINE,BUT THEN,SMOKED OUT
102283,ENGINE,BUT THEN,SMOKED OUT
102284,ENGINE,BUT THEN,SMOKED OUT
102285,"#2, 4",ROCKER COVER GASKETS,LEAKING
102286,,,PROCEDURES
102287,CYL #3,ROCKER COVER GASKETS,
102288,#4 CYL,ROCKER COVER GASKET,LEAKING
102289,"#3, L/H.",ROCKER COVER,LEAKING
102290,"#3, R/H",ROCKER COVER,LEAKING
102291,"2 & 3, L/H",INTAKES,LEAKING
102292,"L/H, L/H",BAFFLE ROD,BROKEN
102293,"#3, L/H.",ROCKER COVER,LEAKING
102294,"2 & 3, R/H",INTAKES,LEAKING
102295,"#3, R/H",ROCKER COVER,LEAKING
102296,2 & 3,INTAKE GASKETS,LEAKING
102297,#2 & 4,INTAKES,LEAKING
102298,#4,ROCKER COVER,LEAKING
102299,"#3 & 2, R/H",ROCKER COVER GASKETS,
102300,"#3 & 2, L/H",ROCKER COVER GASKETS,
102301,L/H O/B,BAFFLE TIE,BROKEN
102302,"R/H, L/H",BAFFLE TIE ROD,BROKEN
102303,R/H ENG #3,INTAKE GASKETS,LEAKING
102304,R/H ENG #4,AFT BAFFLE,
102305,#2 & 4,INTAKE GASKETS,LEAKING
102306,,,"OVERSPEED, 2760 RPM"
102307,,,CLIMBED
102308,R/H ENG #2 CYL,BAFFLE,MISSING A SCREW
102309,R/H ENG #3,ROCKER COVER GASKET,LEAKING
102310,L/H ENG #3,INTAKE GASKETS,LEAKING
102311,"L/H ENG #2, 3 & 4 CYL",ROCKER COVER GASKETS,LEAKING
102312,,BAFFLE PLUGS,MISSING
102313,CYL #2,INTAKE GASKET,LEAKING
102314,ENGINE,BAFFLE RUBBER SEAL,
102315,CYL #2,INTAKE GASKET,LEAKING
102316,"ENGINE, CYL #3",,SHEARED
102317,R/H & L/H SIDE,BAFFLE SEAL,TORN
102318,#1 CYL SIDE,BAFFLE,CRACKED
102319,#4,INTAKE GASKET TUBE,LEAKING
102320,#4,INTAKE GASKET TUBE,LEAKING
102321,#1,ROCKER COVER,LEAKING
102322,R/H,AFT BAFFLE PLUG,
102323,"LEFT, #4","AFT BAFFLE SCREW, ROCKER COVER",LOOSE
102324,ENGINE,BAFFLE,CRACK
102325,"ENGINE, COOLING, R/H",BAFFLE,CRACK
102326,"ENGINE, COOLING, R/H",BAFFLE,CRACK
102327,#3,INDUCTION TUBE GASKET,LEAKING
102328,"L/H, L/H",AFT BAFFLE,CRACKED
102329,"L/H, L/H",AFT BAFFLE,CRACKED
102330,"CYL #1, 2",INTAKE GASKETS,LEAKING
102331,CYL #2,ROCKER COVER GASKET,LEAKING
102332,CYL #2 & 3,INTAKE GASKET,LEAKING
102333,"CYL #2, 3 & 4",ROCKER COVER GASKET,LEAKING
102334,R/H,BAFFLE,PLUG BAD
102335,R/H REAR,BAFFLE,SCREW MISSING
102336,"CYL #2, 1",INTAKE GASKETS,LEAKING
102337,CYL #3,,SHEARED
102338,L/H,BAFFLE,PLUG BAD
102339,R/H #1 & 3,INTAKE GASKETS,LEAKING
102340,R/H ENG,ROCKER GASKETS,
102341,"L/H ENG #2, 3",ROCKER GASKETS,LEAKING
102342,L/H,INTAKE GASKETS,LEAKING
102343,,BAFFLE SEAL,TORN
102344,#4,ROCKER COVER GASKET,LEAKING
102345,"#4, R/H ENGINE",INTAKE ON,LEAKING
102346,,INTAKES,LEAKING
102347,L/H,ROCKER COVER,LEAKING
102348,#1 & 2,ROCKER COVERS,LEAKING
102349,,,"FLUCTUATIONS IN R, DURING"
102350,"#2, R/H",ROCKER COVER GASKET,LEAKING
102351,"#2, R/H",INTAKE GASKET,LEAKING
102352,"L/H ENG, CYL #2",INTAKE GASKET,LEAKING
102353,R/H,BAFFLE #3,
102354,#4,INTAKE GASKET,LEAKING
102355,,BAFFLE SEALS,WORN
102356,,,REQUIRED
102357,,,REQUIRED
102358,#2,INTAKE GASKET,LEAKING
102359,#3,ROCKER COVER GASKET,LEAKING
102360,R/H SIDE,BAFFLE,
102361,#4 CYL,ROCKER COVER,LEAKS
102362,ENGINE,,
102363,#4,INTAKE GASKET,LEAKING
102364,#3,ROCKER COVER GASKET,LEAKING
102365,#2 CYLINDER,ROCKER COVER,LEAKS
102366,#2 CYLINDER,INTAKE GASKET,LEAKING
102367,,BAFFLE PLUGS,DAMAGED
102368,#4,INTAKE,LEAKING
102369,R/H,AFT BAFFLE BRACKET,LOOSE
102370,R/H,BAFFLE,CRACKED
102371,CYL #2,INTAKE GASKET,LEAKING
102372,CYL #1,ROCKER COVER GASKET,LEAKING
102373,L/H ENGINE #2,ROCKER COVER,LEAKING
102374,R/H ENGINE #3,ROCKER COVER,LEAKING
102375,L/H ENGINE #3,INTAKE GASKET,LEAKING
102376,R/H ENGINE #2 & 4,INTAKE GASKETS,LEAKING
102377,R/H ENG #2 & 4,BAFFLE TIE ROD,BROKEN
102378,L/H ENG #4 CYL,,COMPRESSION
102379,L/H,BAFFLE,CRACKED
102380,R/H ENG #2,BAFFLE,LOOSE
102381,L/H ENG #3,INDUCTION TUBE GASKET,LEAKING
102382,L/H ENG #4 CYL,,COMPRESSION
102383,L/H ENG #4 CYL,,COMPRESSION
102384,L/H ENG #4 CYL,,COMPRESSION
102385,#1,ROCKER COVER,LEAKING
102386,,BAFFLE,CRACKED
102387,#2 CYL,ROCKER COVER GASKET,LEAKS
102388,"2, 3 & 4",ROCKER COVER GASKETS,LEAKING
102389,#2,INTAKE,LEAKING
102390,#4,INTAKE GASKET,LEAKING
102391,CYL #2,INTAKE GASKET,LEAKING
102392,"CYL #1, 3",ROCKER COVER GASKETS,LEAKING
102393,#2 CYL,,BROKEN
102394,#4,INTAKE,LEAKING
102395,#3,ROCKER COVER,LEAKING
102396,CYL #4 & 3,ROCKER COVER GASKETS,LEAKING
102397,"#3 & 4, L/H",INTAKES,LEAKING
102398,"2, 3 & 4, R/H",INTAKES,LEAKING
102399,"#4, R/H",ROCKER COVER,LEAKING
102400,"2 & 3, L/H",ROCKER COVERS,LEAKING
102401,L/H #2,INTAKE GASKET,LEAKING
102402,R/H #3,INTAKE GASKET,LEAKING
102403,L/H #2 SIDE,BAFFLE SEAL,TORN
102404,R/H #2 & 3,ROCKER GASKETS,LEAKING
102405,L/H #3,ROCKER GASKETS,LEAKING
102406,"#3, L/H","AFT BAFFLE, COWL SEAL",NOT SEALING
102407,"CYL #2, L/H",INTAKE GASKET,LEAKING
102408,"R/H ENG, CYL #1",ROCKER COVER GASKET,LEAKING
102409,"L/H ENG, CYL #2, 3",ROCKER COVER GASKETS,LEAKING
102410,,,NOT INCREASE PAST
102411,,,NOT INCREASE PAST
102412,,,NOT INCREASE PAST
102413,#1,INTAKE GASKET,LEAKING
102414,#1 FRONT,BAFFLE SEAL,TORN
102415,ALL 4,ROCKER GASKETS,LEAKING
102416,L/H ENG #4,AFT BAFFLE,CRACKED
102417,"#4, R/H",ROCKER COVER GASKET,LEAKING
102418,"#1, R/H",INTAKE GASKET,LEAKING
102419,#2,INTAKE GASKET,LEAKING
102420,SIDE,BAFFLE PLUG HOLES,"WORN, LARGE"
102421,#1 & 4,ROCKER COVER GASKETS,LEAKING
102422,#2,INTAKE,LEAKING
102423,#4,ROCKER COVER,LEAKING
102424,#4,INTAKE,LEAKING
102425,CYL #3,ROCKER COVER GASKET,LEAKING
102426,R/H,BAFFLE PLUG,WORN
102427,#2,ROCKER COVER GASKET,LEAKING
102428,R/H,BAFFLE,SCREW MISSING
102429,#1 CYL,BAFFLE,CRACKED
102430,,SNIFFLE,
102431,#4,"ROCKER COVER GASKET, ROCKER COVER GASKET","LEAKING, LEAK"
102432,"L/H, CYL #4",INTAKE GASKET,LEAKING
102433,R/H ENG #3,ROCKER COVER GASKET,LEAKING
102434,R/H #2 & 4,ROCKER GASKETS,LEAKING
102435,"ENGINE, #4 CYL",BAFFLE,SHEARED
102436,#4,INTAKE,LEAKING
102437,CYL #2,ROCKER COVER GASKET,LEAKING
102438,#4,INTAKE GASKET,LEAKING
102439,R/H,BAFFLE SPRING,DISCONNECTED
102440,L/H,BAFFLE PLUG HOLE,
102441,ENGINE,INTABLE,
102442,ENGINE,,
102443,L/H,,COVERED
102444,CYL #2,INTAKE GASKET,LEAKING
102445,CYL #3,ROCKER COVER GASKET,LEAKING
102446,ENGINE,,NOT START
102447,#2,INTAKE,LEAKING
102448,"R/H #1, 2, 3",ROCKER GASKETS,LEAKING
102449,"R/H #2, 3",INTAKE GASKETS,LEAKING
102450,"2, 3, L/H",INTAKE GASKETS,LEAKING
102451,R/H #2 CYL,PUSH ROD SEAL,LEAKING
102452,"#1, 2, 3, L/H",ROCKER COVER GASKETS,LEAKING
102453,ENGINE,,
102454,,BAFFLE SEAL,TORN
102455,R/H SIDE,BAFFLE SEAL,TORN
102456,,"BAFFLE, OIL RETURN LINE",CHAFING
102457,#3,BAFFLE,SCREW MISSING
102458,"#4 CYL, R/H",INTAKE GASKET,LEAKING
102459,LEFT ENG #2,INTAKE GASKET,LEAKS
102460,L/H ENG #1,INTAKE GASKET,LEAKS
102461,LEFT ENG #4,AFT BAFFLE REINFORCEMENT,CRACKED
102462,CYL #3,ROCKER DRAIN LINE,LOOSE
102463,CYL #3,,SHEARED
102464,#4,INTAKE,LEAKING
102465,#2,INTAKE GASKET,LEAKING
102466,#2,INDUCTION TUBE GASKET,LEAKING
102467,L/H ENG #3,AFT BAFFLE,CRACKED
102468,"#4, R/H",BAFFLE,SCREW MISSING
102469,"CYL #2, L/H",INTAKE GASKET,LEAKING
102470,"#1, R/H",ROCKER COVER GASKET,LEAKING
102471,"ENGINE, L/H SIDE, R/H",BAFFLE,CRACKED
102472,"L/H ENGINE, CYL #2, 3 & 4",ROCKER COVER GASKETS,LEAKING
102473,"#3 & 2, R/H",INTAKE GASKET,LEAKING
102474,R/H,,CHAFING
102475,"#3, R/H","BAFFLE TIE ROD, OIL RETURN LINE",CHAFING
102476,"#2 & 4, R/H ENGIN","BAFFLE TIE ROD, OIL RETURN LINES",CHAFING
102477,L/H,MAG,VIBRATION
102478,#1 CYL SIDE,BAFFLE,CRACKED
102479,#3 CYL L/H,INTAKE GASKET,LEAKING
102480,L/H ENG #,,REPOSITIONED
102481,#3,ROCKER COVER GASKET,LEAKING
102482,#4,INTAKE,LEAKING
102483,#2,ROCKER COVER,LEAKING
102484,#3,INDUCTION TUBE GASKET,LEAKING
102485,#2,ROCKER COVER GASKET,LEAKING
102486,"2, 3",ROCKER COVER #,LEAKING
102487,,,MUFFLER MISSING
102488,ENGINE,,
102489,ENGINE,,
102490,ENGINE,,
102491,ENGINE,,
102492,ENGINE,,
102493,ENGINE,,
102494,ENGINE,,
102495,ENGINE,,
102496,ENGINE,,
102497,ENGINE,,
102498,ENGINE,,
102499,#2,INTAKE,LEAKING
102500,#4 CYL,INTAKE GASKET,LEAKAGE
102501,R/H,BAFFLE PLUG,WORN
102502,#2,INTAKE GASKET,LEAKING
102503,TOP OIL COOLER LINE,,CHAFING
102504,#2 CYL,INTAKE,LEAKING
102505,#2 CYL,ROCKER COVER GASKET,LEAKING
102506,CYL #2,INTAKE GASKET,LEAKING
102507,LEFT ENG #2,,
102508,LEFT ENG #2,,
102509,L/H,ROCKER COVERS,LEAKING
102510,R/H,ROCKER COVERS,LEAKING
102511,"#4, R/H",ROCKER COVER,LEAKING
102512,,,LOOSE
102513,#1 & 3,ROCKER COVER GASKETS,LEAKING
102514,#4,INTAKE GASKET,LEAKING
102515,,,BROKEN
102516,CYL #2,INTAKE GASKET,LEAKING
102517,CYL #4,ROCKER COVER GASKET,LEAKING
102518,#4 CYL,INTAKE GASKET,LEAKING
102519,#1 & 4 CYL,ROCKER COVER GASKETS,LEAKING
102520,,BAFFLE,"LOOSE, SCREW,"
102521,#4,"SPARK PLUG, BAFFLE",
102522,#4,INTAKE GASKET,LEAKING
102523,#3 & 4,ROCKER COVERS,LEAKING
102524,#1 & 2,ROCKER COVERS,LEAKING
102525,#2,INTAKE,LEAKING
102526,CYL #2,INTAKE,"LEAKING, CONNECTION POINT TO OIL"
102527,CYL #2,INTAKE,"LEAKING, CONNECTION POINT TO OIL"
102528,,BAFFLE,
102529,CYL #2 & 3,ROCKER COVER GASKETS,LEAKING
102530,CYL #2 & 4,INTAKE GASKETS,LEAKING
102531,CYL #2 & 3,ROCKER COVER GASKETS,LEAKING
102532,L/H #3,ROCKER COVER GASKET,LEAKING
102533,CYL #3,ROCKER COVER GASKETS,LEAKING
102534,"R/H ENG, CYL #3",ROCKER COVER GASKET,LEAKING
102535,R/H ENG OIL COOLER,,LEAKING
102536,"#3, L/H",INTAKE GASKET,LEAKING
102537,"#2, L/H",INTAKE GASKET,LEAKING
102538,TOP LIFTING BRACKET,,LEAKING
102539,R/H,BAFFLE,CRACKED
102540,"ENGINE, #3, L/H","BAFFLE, OIL RETURN LINE",CHAFING
102541,,,
102542,"2 & 3, L/H",ROCKER COVERS,LEAKING
102543,"#3 & 4, R/H",INTAKES,LEAKING
102544,ALL CYL,ROCKER BOX COVER SCREWS,LOOSE
102545,"#3, #2 CYL",,NO TORQUE SEAL
102546,#2,INTAKE GASKET,LEAKING
102547,#1 CYL,"BAFFLE SEAL, BAFFLE",LOOSE
102548,R/H #4,BAFFLE,MISSING A BOLT
102549,L/H #3,ROCKER GASKET,LEAKING
102550,"L/H, R/H SIDE",BAFFLE,"SNAP, WORN"
102551,L/H OIL COOLER,BAFFLE,CRACKED
102552,BOTH ENGS,,LOOSE
102553,L/H OIL COOLER,BAFFLE,CRACKED
102554,#2 CYL,INTAKE GASKET,LEAKING
102555,#2 CYL,,BROKEN
102556,#1 CYL ANCHOR STANDBY,,BROKEN
102557,"#4 CYL, L/H",,LOW COMPRESSION
102558,"L/H SIDE, L/H",BAFFLING,BROKEN
