id,engine,cylinders,part,problem,details
104785,,,BAFFLE,LOOSE,SCREW BEHIND OIL DIPSTICK TUBE
104786,,"[1, 3]",INTAKES,LEAK,
104787,,"[1, 2]",CYL INTAKE GASKETS,LEAKING,
104788,,[2],ROCKER COVER GASKET,LEAKING,
104789,,[2],ROCKER COVER,LEAKING,
104790,,,,NOTICED,"ON CLIMB, M VOLTS DROPPED TO 26, RPM WAS CONSTANT"
104801,,"[2, 3, 4]",BAFFLE INTERCONNECT ROD,BROKEN,
104802,,,,NOISE,TICKING/CHIRPING
104803,,[2],INTAKE GASKET,LEAKING,
104804,L,[4],INTAKE GASKET,LEAKING,
104805,L,[2],CYL ROCKER COVER GASKET,LEAKING,
104806,L,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
104807,L,[1],CYLINDER FWD BAFFLE SEAL,NEEDS,TO BE SECURED
104808,L,[4],INTAKE,LEAKING,
104809,,[1],ROCKER COVER,LEAKING,
104810,,[2],INTAKE GASKET,LEAKING,
104821,,[2],INTAKE,LEAKING,
104822,,"[1, 3]",BAFFLE TIE WIRE,RUBBING,LOOSE
104823,,,,EXCEEDED,"DURING FLIGHT, RPM EXCEEDED 2700 FOR A FEW SECONDS"
104824,,"[2, 4]",INTAKE GASKETS,LEAKING,
104825,,,,IDLED,"ENGINE STARTED & IDLED NORMALLY FOR ABOUT 2 MINUTES, THEN SU"
104826,,,,IDLED,"ENGINE STARTED & IDLED NORMALLY FOR ABOUT 2 MINUTES, THEN SU"
104827,R,,ENGINE TOP BACK BONE,SEEPING,OIL
104828,R,"[3, 4]",INTAKE GASKETS,LEAKING,ON R/H ENGINE
104829,R,,ENGINE TOP BACK BONE,SEEPING,OIL
104830,,[3],FWD BAFFLE,MISSING,PLUG
104841,,,INTAKES,LEAKING,
104842,,,,REQUIRES,START ASSIST
104843,,,,REQUIRES,START ASSIST
104844,,,,REQUESTS,IDLE ADJUSTMENT
104845,,,OIL COOLER LINE,RESTING,
104846,,"[3, 4]",ROCKER COVERS,LEAKING,
104847,,[2],CYL BAFFLE,MISSING,SCREW & STAND OFF
104848,,,OIL COOLER LOWER FITTING,LOOSE,
104849,R,,FWD BAFFLE SEAL,LOOSE,
104850,,,OIL COOLER LOWER FITTING,LOOSE,
104861,,[4],CYLINDER BAFFLE SEAL,PULLED,THROUGH ON
104862,,,BAFFLE SEAL SECTION,REPAIR,BY AIR FILTER NEEDS
104863,,[1],INTAKE,LEAKS,
104864,,,BAFFLE,LOOSE,BEHIND OIL DIPSTICK FOR
104865,,,BAFFLE SEAL,LOOSE & HAS WORN SPOTS,FRONT SEAL
104866,,"[3, 4]",INTAKE GASKETS,LEAKING,
104867,,[3],BAFFLE BRACKET,CRACKED,
104868,,[2],CYLINDER,LOW COMPRESSION,(58/80)
104869,,,R/H AFT BAFFLE,MISSING,SCREW
104870,,[3],INTAKE GASKET,LEAKING,
104881,R,[1],BAFFLE SEAL,NEEDS,TO BE REPLACED
104882,L,"[3, 4]",INTAKE GASKETS,LEAKING,
104883,,,ENGINE INTAKE BOOT,TORN,
104884,,[4],INTAKE GASKET,LEAKING,
104885,,"[2, 4]",INTAKE GASKETS,LEAKING,
104886,,,,SHAKING,& ROUGHNESS ON START UP
104887,,"[2, 4]",INTAKES,LEAKING,
104888,,[3],,COMPRESSION,HAS LOW
104889,,,BAFFLE PLUGS,WORN,
104890,R,,BAFFLE PLUG HOLE,NEEDS,DOUBLER
104901,R,"[2, 4]",INTAKE GASKETS,LEAKING,
104902,,[3],INTAKE GASKET,LEAKING,
104903,,,BAFFLE PLUG,BROKEN,
104904,R,,ENGINE BAFFLE SEAL,LOOSE,ON BOTTOM CORNER
104905,L,,ANGLE,BROKEN,NEAR FWD LATCH/PIN HOLE
104906,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
104907,,,,RAN,WELL FOR ABOUT 30 SECONDS BEFORE LOS
104908,,,,RAN,WELL FOR ABOUT 30 SECONDS BEFORE LOS
104909,,,,RAN,WELL FOR ABOUT 30 SECONDS BEFORE LOS
104910,,,,RAN,WELL FOR ABOUT 30 SECONDS BEFORE LOS
104921,,[1],INTAKE,LEAKING,
104922,,,PROP,OVERSPEED,2720 FOR 1 SECOND
104923,,[3],,WARMER,#3 CYL CHT >200*F WARMER THAN OTHER CYLINDERS
104924,,[1],INTAKE TUBE GASKET,LEAKING,
104925,,,ENGINE BAFFLE,LOOSE,MOUNTING SCREW
104926,R,,BAFFLE PLUG,MISSING,
104927,R,,BAFFLE PLUG,NEEDS,PATCH
104928,,,ENG INDUCTION,WORN,FWD ENG BLACK SEAL
104929,,"[3, 4]",INTAKE GASKETS,LEAKING,
104930,,,BAFFLE PLUG HOLES,WORN,OUT
104941,L,"[2, 3, 4]",INTAKES,LEAKING,ON L/H ENGINE
104942,,[2],ROCKER COVER,LEAKING,
104943,R,[3],INTAKE,LEAKING,ON R/H ENGINE
104944,L,"[2, 3]",INTAKE,LEAKING,ON L/H ENGINE
104945,R,[],ENGINE BAFFLE,MISSING,REAR
104946,,[3],ROCKER COVER,BROKEN,EGT STAND OFF
104947,R,[3],INTAKE GASKET,LEAKING,
104948,R,[3],UPPER BAFFLE SEAL,MISSING,ON R/H ENGINE
104949,,[],SCREW,LOOSE,ON FWD OIL COOLER SHROUD
104950,,"[2, 4]",INTERCYLINDER BAFFLE,CRACKED,
965,,[2],INTAKE,LEAKING,
966,R,[1],ENGINE BAFFLE,LOOSE,
967,,[2],INTAKE GASKET,LEAKING,
968,,[1],ROCKER COVER GASKET,LEAKING,
969,,,SNIFFLER VALVES,NEED,TO BE CLEANED
970,,,FWD ENG BLACK SEAL,NEEDS,RTV WHERE INTAKE HITS IT
104981,,,THROTTLE,SHUT,IDLE
104982,,[3],INTAKE TUBE GASKET,LEAKING,
104983,,[3],#3 BAFFLE,MISSING,HARDWARE
104984,,[4],INTAKE GASKET,LEAKS,
104985,,"[2, 4]",INTAKE GASKETS,LEAKING,
104986,,[2],INTAKE,LEAKING,
104987,L,"[2, 3, 4]",INTAKES,LEAKING,
104988,R,"[4, 3]",INTAKE,LEAKING,
104989,L,,AFT BAFFLE,CRACK,BOTTOM O/B CORNER @ L/H OIL COOLER
104990,,[4],#4 BAFFLE,BROKEN,BRACKET
105001,,[2],INTAKE,LEAKING,
105002,,[2],BAFFLE,MISSING,SCREW ABOVE #2 CYLINDER
105003,,[3],INTAKE GASKET,LEAKS,
105004,,"[1, 3]",ROCKER COVER GASKETS,LEAK,
105005,R,[],BAFFLE,LOOSE,SCREW BEHIND OIL DIPSTICK
105006,,[],GROUNDING WIRE,LOOSE,PAINT NOT REMOVED AND BOLT LOOSE
105007,,[],BAFFLE SEAL,WORN,SMALL WORN SPOT ON L/H SIDE
105008,,[],ENGINE BAFFLE PLUGS,WORN,
105009,,"[1, 3]",ROCKER COVER GASKETS,LEAKING,
105010,R,[],BAFFLE,MISSING,REAR BAFFLE MOUNTING SCREW IS MISSING
105021,,,,UNUSUAL,ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280
105022,,[3],BAFFLE,MISSING,SCREW MISSING ON #3 CYL
105023,,,RIVET,SHEARED,HEAD SHEARED ON ALT AIR DOOR
105024,R,[2],INTAKE,LEAKING,R/H ENG #2 INTAKE IS LEAKING
105025,L,"[2, 4]",INTAKES,LEAKING,#2 & 4 INTAKES LEAKING ON LEFT ENGINE
105026,,[3],BAFFLE,MISSING,#3 BAFFLE SCREW MISSING
105027,,,SNIFFLER VALVE,LEAKING,"FWD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE"
105028,,[4],INTAKE,LEAKING,#4 INTAKE IS LEAKING
105029,,,FWD BAFFLE SEAL,LOOSE,#1 FWD BAFFLE SEAL LOOSE
105030,R,"[2, 4]",ROCKER COVER GASKETS,LEAKING,R/H #2 & 4 ROCKER COVER GASKETS LEAKING
105041,R,[2],BAFFLE SEAL,LOOSE,
105042,R,"[2, 3]",INTAKE,LEAKING,
105043,,[2],INTAKE,LEAKING,
105044,,[1],BAFFLE SEAL,LOOSE,
105045,,[4],INTAKE GASKET,LEAKING,
105046,,[2],ROCKER COVER,MISSING,SCREW
105047,,[2],,LEAK,OIL DISCOVERED
105048,,"[2, 4]",INTAKES,LEAKING,
105049,R,,INTAKE TUBE,LEAK,OIL
105050,,,,TEMPERATURES,"HIGH CYLINDER HEAD, OVER 400*"
105061,,[2],FWD BAFFLE,CRACKED,
105062,,"[2, 4]",INTAKES,LEAKING,
105063,,[4],,LEAK,INTAKE
105064,,,PROP,REPLACEMENT,STRIKE REQUIRING
105065,,,PROP,REPLACEMENT,STRIKE REQUIRING
105066,,"[2, 4]",INTAKES,LEAKING,
105067,,,PROP,OVERSPEED,"IN DOWN DRAFT = 2730 RPM, 2-3 SECS"
105068,,[4],BAFFLE SECTION,DAMAGED,
105069,,,GROUNDING BOLT,LOOSE,
105070,R,[3],INTAKE GASKET,LEAKING,
105081,L,,ENGINE,ROUGH,"DURING FLIGHT, COULD NOT GET V"
105082,,,,SHUT DOWN,"DURING RUN UP, BROUGHT THROTTLE TO IDLE"
105083,,,BAFFLE PLUGS,WORN,
105084,L,"[2, 4]",INTAKE GASKETS,LEAK,
105085,,[4],INTAKE GASKET,LEAKING,
105086,R,,BAFFLE SEAL,LOOSE,ON FWD BOTTOM R/H SIDE
105087,,[3],INTAKE,LEAKING,
105088,,,,SPUTTERING,LIKE IT WAS GOING TO CUT OUT AT 1000 R
105089,,[3],VALVE,DAMAGE,"STUCK, TO PUSH ROD & HOUSING"
105090,,[3],VALVE,DAMAGE,"STUCK, TO PUSH ROD & HOUSING"
105101,,[4],INTAKE GASKET,LEAKING,
105102,,,,OVERSPED,TO 2720 RPM FOR APPROX 1 SECOND
105103,R,[3],INTAKE GASKET,LEAKS,
105104,,[2],FRONT BAFFLE,CRACKED,
105105,R,,ENGINE BAFFLE,ELONGATED,ACCESS HOLE
105106,,[1],CYLINDER BAFFLE,UNSECURE,
105107,,[4],INTAKE GASKET,LEAKS,
105108,,[4],INTAKE,LEAKING,
105109,,[4],INTAKE GASKET,LEAKING,
105110,,,,ROUGH,
105121,,,BAFFLE,NEEDS,TO BE SEALED
105122,,[4],INTAKE GASKET,LEAKING,
105123,,,,START,UP; WHEN INCREASING THROTTLE TO 1200 TO LE
105124,,,BAFFLING,CRACKED,"FWD BAFFLING, AFT OF ALTERNATOR, IS"
105125,R,,BAFFLE,SPRING,PULLED THROUGH AFT BAFFLING
105126,,[4],INTAKE GASKET,LEAKS,
105127,,"[2, 4]",INTAKES,LEAKING,
105128,,,BAFFLE PLUGS,WORN,
105129,,[4],INTAKE GASKET,LEAKING,
105130,,[3],INTAKE,LEAKING,
105141,,[4],INTAKE GASKET,LEAKING,
105142,,,,OVERSPEED,
105143,,[3],AFT BAFFLE,CRACKED,
105144,R,,ENGINE BAFFLE,CRACKED,
105145,R,[1],BAFFLE,CRACKED,
105146,R,"[1, 2]",INTAKE GASKETS,LEAKING,
105147,L,[2],,COMPRESSION,LOW
105148,L,[2],,COMPRESSION,LOW
105149,,,OIL COOLER WEATHER STRIPPING,LOOSE,
105150,,[1],BAFFLING,CRACKED,
105161,,,FRONT LOWER BAFFLE,HOLE,FROM MUFFLER SHROUD
105162,L,,FWD BAFFLE,CRACKED,
105163,L,,FWD BAFFLE,CRACKED,
105164,L,,FWD BAFFLE,CRACKED,
105165,,,FWD BAFFLE,SEAL,MISSING FROM MUFFLER INTAKE ON BAFFLE
105166,R,,REAR BAFFLE,SHEARED,RIVET
105167,,"[1, 3, 4]",ROCKER COVERS,LEAKING,
105168,R,,ENG AFT BAFFLE,CRACKED,NEAR OIL COOLER
105169,R,,"ENG, R/H BAFFLE TIE ROD",REQUIRES,ADJUSTMENT
105170,R,[3],,LEAKING,INTAKE GASKET
105181,,,VALVES,DIRTY,
105182,ENGINE,,AIR FILTER,DIRTY,
105183,,,OIL PRESSURE SENDER GROUND STRAP,NOT CONNECTED,
105184,,,BAFFLE PLUGS,BROKEN,
105185,,[1],BAFFLE SEAL,LOOSE,BY #1 CYL
105186,,"[1, 2]",INTAKES,LEAKING,
105187,L,"[2, 3]",INTAKE GASKETS,LEAKING,R/H ENG #2 & 3
105188,,[2],INTAKE,LEAKING,
105189,,"[2, 4]",INTAKES,LEAKING,
105190,R,[3],INTAKE TUBE GASKET,LEAKING,L/H ENG #3
105201,L,[4],ROCKER COVER GASKET,LEAKING,ON L/H ENGINE
105202,L,[4],INTAKE GASKET,LEAKING,ON L/H ENGINE
105203,L,[1],CYLINDER BAFFLE SEAL,NEEDS,TO BE REPLACED ON L/H ENGINE
105204,R,,COWL SEAL,MISSING/LOOSE,ON LOWER R/H ENGINE
105205,,[2],INTAKE GASKET,LEAKING,
105206,R,,CARB HEAT BOX ARM,LOOSE,ON R/H ENGINE
105207,,,CARB INLET GASKETS,LEAKING,ON BOTH ENGINES
105208,,,CARB INLET GASKETS,LEAKING,ON BOTH ENGINES
105209,,[2],INTAKE GASKET,LEAKING,
105210,L,,INNER ENGINE BAFFLE TIE,DISCONNECTED,L/H
105221,L,,MAG,LEAK,ABOVE
105222,,,OIL COOLERS,DIRTY,
105223,,,SNIFFLER VALVES,DIRTY,
105224,L,,MAG,LEAK,ABOVE
105225,,"[1, 4]",INTAKES,LEAKING,EVIDENCE OF
105226,,,,ROUGH,ON TAKE OFF
105227,,,,ROUGH,ON TAKE OFF
105228,,,IDLE SPEED,RPM,1650
105229,,,BAFFLE PLUGS,LOOSE,
105230,,[4],INTAKE,LEAKING,
105241,R,,AFT BAFFLE BRACKET,BROKEN,RIVETS
105242,,[3],ROCKER COVER,MISSING,SCREW
105243,,,,ROUGH,ENGINE
105244,,,,ROUGH,ENGINE
105245,L,[4],INTAKE,LEAKING,
105246,R,[2],INTAKE GASKET,LEAKING,
105247,,,,DIED,AFTER START UP
105248,R,,BACKBONE BOLT,LEAKS,A LITTLE OIL
105249,R,"[1, 2]",INTAKES,LEAKING,
105250,R,[4],ROCKER COVER,LEAKING,
105261,,[2],,COMPRESSION,LOW
105262,R,,ENGINE BAFFLE,CRACK,CRACKED
105263,L,"[3, 4]",INTAKE TUBE GASKETS,LEAKING,
105264,R,[3],INTAKE TUBE GASKET,LEAKING,
105265,,[4],INTAKE GASKET,LEAKING,
105266,R,[1],INTAKE,LEAKING,
105267,L,"[3, 4]",ROCKER COVERS,LEAKING,
105268,,[2],,VALVE,STICKING
105269,,[2],,VALVE,STICKING
105270,,[2],,VALVE,STICKING
105281,,,INTAKE TUBE,LEAKING,
105282,,,,DROPPED,
105283,,,,DROPPED,
105284,R,[4],ENGINE BAFFLE SEAL,LOOSE,ABOVE #4 CYLINDER
105285,L,[2],INTAKE GASKET,LEAKING,
105286,,"[1, 4]",INTAKES,LEAKING,
105287,L,,ENG SEAL,WORN,AT AIR INTAKE FILTER
105288,R,[1],INTAKE,LEAKING,
105289,,[4],INTAKE GASKET,LEAKS,
105290,,[3],INTAKE TUBE GASKET,LEAKING,
105301,,,BAFFLE PLUGS,WORN,
105302,R,[4],INTAKE,LEAKING,
105303,,[3],,COMPRESSION,LOW
105304,,[3],,COMPRESSION,LOW
105305,,[4],INTAKE GASKET,LEAKING,
105306,,"[2, 4]",INTAKES,LEAKING,
105307,L,[3],,COMPRESSION,LOW
105308,L,[3],,COMPRESSION,LOW
105309,,[3],INTAKE,LEAKING,
105310,,,BAFFLE PLUGS,DAMAGED,
105321,,,CYL,VIBRATION,"AFTER ENGINE START, THERE WAS ENGINE"
105322,,,CYL,VIBRATION,"AFTER ENGINE START, THERE WAS ENGINE"
105323,,,CYL,VIBRATION,"AFTER ENGINE START, THERE WAS ENGINE"
105324,,[4],ROCKER COVER GASKET,LEAKING,
105325,,[3],INTAKE GASKET,LEAKING,
105326,,,ROCKER COVER GASKETS,LEAK,ALL
105327,,[2],ROCKER COVER,MISSING,SCREW
105328,,,,STRUGGLE,"DURING STEEP TURNS, ENGINE BEGAN TO COUGHED OFTEN"
105329,,,,STRUGGLE,"DURING STEEP TURNS, ENGINE BEGAN TO COUGHED OFTEN"
105330,,,,STRUGGLE,"DURING STEEP TURNS, ENGINE BEGAN TO COUGHED OFTEN"
105341,,,ENGINE,LEAK,LARGE PUDDLE OF LIQUID UNDER
105342,,,ENGINE,ROUGH,RAN VERY ROUGH
105343,,,ENGINE,ROUGH,RAN VERY ROUGH
105344,,,ENGINE,VIBRATION,NOTICED VIBRATION & ROUGH RUNNING
105345,,,ENGINE,VIBRATION,NOTICED VIBRATION & ROUGH RUNNING
105346,,,ENGINE,VIBRATION,NOTICED VIBRATION & ROUGH RUNNING
105347,,,ENGINE,VIBRATION,NOTICED VIBRATION & ROUGH RUNNING
105348,L,[2],INTAKE,LEAK,
105349,R,[2],INTAKE,LEAK,
105350,,[3],INTAKE TUBE GASKET,LEAK,
105361,,,OIL COOLER,NEEDED,"ON TOP OF, AGAINST COWL"
105362,L,['1'],INTAKE SCREEN PANEL,CHAFING,I/B
105363,,,COWLING SEAL,NEEDS,TO BE RESECURED (LOWER AFT)
105364,L/R,,,NEEDED,GROUND POWER CK
105365,FWD ENGINE,,COWL,NEEDS,DOUBLER ON GUIDE HOLE FOR TOP CO
105366,R/H ENGINE,,,MISMATCH,VERIFY CONDITION OF W/ L/H ENGINE
105367,R,,BAFFLE,BROKEN,TIE
105368,,,BAFFLE PLUGS,DAMAGED,BOTH
105369,,['2'],INTAKE,MISSING,OUTER NUT
105370,,['2'],INTAKE,MISSING,OUTER NUT
105381,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,ARE
105382,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,ARE
105383,R,[2],,CRACK,POSSIBLE BY INTAKE PORT
105384,L,,,LOSE,INTERMITTENTLY POWER ON
105385,,[2],INTAKE GASKET,LEAKING,
105386,,,,VIBRATION,THERE WERE DURING ENGINE START & ENGINE RUNNING
105387,,,,VIBRATION,THERE WERE DURING ENGINE START & ENGINE RUNNING
105388,ENG,,GROUNDIN STRAP BOLT,LOOSE,
105389,,,,FOD,AFT OF SPINNER
105390,,[3],ROCKER COVER,MISSING,FROM #3
105401,,[3],INTAKE,LEAKING,
105402,B,[2],INTAKE,LEAKING,
105403,B,[2],INTAKE,LEAKING,
105404,,[1],BAFFLE SEAL,NEEDS,TO BE SECURED
105405,,[3],ROCKER COVER GASKET,LEAKS,
105406,,[2],ROCKER COVER,LEAKING,
105407,,"[2, 4]",INTAKE GASKETS,LEAKING,
105408,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
105409,L,,OIL COOLER,NEEDS,TO BE SEALED UP
105410,L,"[2, 3, 4]",INTAKE,LEAKING,
105421,,,,ROUGHNESS,SEVERE WHILE ON LONG FINAL
105422,,,,ROUGHNESS,SEVERE WHILE ON LONG FINAL
105423,,,,ROUGHNESS,SEVERE WHILE ON LONG FINAL
105424,,[2],INTAKE,LEAKING,
105425,,[2],ROCKER COVER,LEAKING,
105426,,[3],INTAKE,LEAKING,
105427,,"[2, 4]",INTAKE,LEAKING,
105428,,[2],INTAKE GASKET,LEAKING,
105429,R,[3],INTAKE,LEAKING,ON R/H ENGINE
105430,,,,ROUGH,"IDLES EXTREMELY, AROUND 400 RPM"
105441,R,[1],,CRACKED,SUSPECT
105442,R,[1],,CRACKED,SUSPECT
105443,,,ROCKER COVER GASKET,LEAKS,
105444,L,[2],INTAKE,LEAKING,
105445,,,SPARK PLUGS,WORN,
105446,,,ENGINE,DROPPED,"200-300 RPM SUDDENLY, ACCOMPANIED BY STRO"
105447,,,ENGINE,DROPPED,"200-300 RPM SUDDENLY, ACCOMPANIED BY STRO"
105448,,,ENGINE,DROPPED,"200-300 RPM SUDDENLY, ACCOMPANIED BY STRO"
105449,,,SIDE BAFFLE SEAL,LOOSE,
105450,,,INTAKE,LEAKING,
105461,,[3],,COMPRESSION,FAILED
105462,,,BAFFLE PLUGS,DAMAGED,
105463,,[3],,COMPRESSION,FAILED
105464,,[3],,COMPRESSION,FAILED
105465,,[4],ROCKER COVER GASKET,REQUIRES,REPLACEMENT
105466,L,[4],ROCKER GASKET,LEAKING,
105467,,[3],INTAKE GASKET,LEAKING,ON L/H ENGINE
105468,,,,NOISE,CLICKING NOTICED DURING INITIAL CLIMB & THROUGHOUT RES
105469,,,,OVERSPEED,PROP ABOUT 2850 W/ PROP CONT AT HIGH RPM IN L
105470,,,,OVERSPEED,PROP ABOUT 2850 W/ PROP CONT AT HIGH RPM IN L
105481,R,[],ENGINE BAFFLE,MISSING,MOUNTING SCREW
105482,,[],,ROUGH,"OPERATION AFTER START UP, ENGINE WANTS TO DIE AT 1000"
105483,,[2],,LOW,COMPRESSION
105484,,[2],,LOW,COMPRESSION
105485,,[2],,LOW,COMPRESSION
105486,,[2],,LOW,COMPRESSION
105487,1,[],ROCKER COVER,LEAKING,
105488,,"[1, 4]",INTAKE GASKETS,LEAKING,
105489,R,[],BAFFLE SCREW,MISSING,"AFT I/B, BY DIPSTICK"
105490,3,[],ROCKER COVER,LEAKS,
105501,R,[],ENGINE BAFFLE,DAMAGED,PLUG
105502,R,[3],,CRACKED,
105503,R,[3],,CRACKED,
105504,,[3],INTAKE,LEAKING,
105505,,[2],INTAKE GASKET,LEAKS,
105506,,[],ENGINE,POWER,"UNDER, CLIMB, CRUISING"
105507,,[2],CYLINDER BAFFLE,MISSING,HARDWARE
105508,,"[2, 3]",ROCKER COVER GASKETS,LEAK,
105509,L,[],BAFFLE,WALLARD,OUT
105510,,[4],INTAKE GASKET,LEAKING,
105521,,,INTAKE GASKET,LEAKS,
105522,R,[4],AFT R/H BAFFLE,MISSING,HARDWARE
105523,,[1],BAFFLE PLUG,DAMAGED,
105524,L,"[2, 4]",INTAKE TUBE GASKETS,LEAKING,
105525,R,,AFT BAFFLE SEAL,LOOSE,
105526,R,[3],INTAKE PIPES,PRESERVATIVE OIL,STILL HAS
105527,R,[2],INTAKE GASKET,LEAKING,
105528,,"[1, 2, 4]",ROCKER COVERS,LEAKING,
105529,,[3],BAFFLE,MISSING,HARDWARE
105530,,"[1, 3]",ROCKER COVERS,LEAKING,
105541,,,INTAKE,LEAKING,
105543,,[3],SIDE BAFFLE,LOOSE,TAB RIVETS
105561,L,[1],ENGINE BAFFLE,CRACKED,WORN & CRACKED
105562,,,,OVERSPEED,"ENGINE OVERSPEED, 2740 RPM"
105563,,,PROP,OVERSPEED,PILOT REPORTED PROP OVERSPEED OF 20 RPM FOR A FEW SECONDS
105564,,,GROUNDING STRAP,LOOSE,BOTH BOLTS LOOSE FOR GROUNDING STRAP FOR ENG
105565,,[3],INTAKE GASKET,LEAKING,#3 INTAKE GASKET LEAKING
105566,,"[1, 2, 3, 4]",INTAKE GASKET,LEAKING,"#1, 2, 3 & 4 INTAKE GASKETS ARE LEAKING"
105567,,[2],INTAKE GASKET,LEAKING,#2 INTAKE GASKET LEAKING
105568,L,"[2, 4]",INTAKE,LEAKING,INTAKES #2 & 4 LEAKING ON L/H ENGINE
105569,R,[3],INTAKE,LEAKING,INTAKE #3 LEAKING ON R/H ENGINE
105570,R,"[3, 4]",INTAKE GASKET,LEAKING,R/H ENG #3 & 4 INTAKE GASKETS LEAKING
105581,,[2],ROCKER COVER GASKET,LEAKING,
105582,L,,GROUNDING STRAPS,BOLTS,FOR ENG & FIREWALL TO FRAME
105583,,[2],FWD BAFFLE,HOLE,IN IT
105584,,[2],ROCKER COVER,SCREW MISSING,
105585,L,[4],AFT BAFFLE SEAL,LOOSE,
105586,R,,ENGINE,LEAK,ALONG BACK BONE
105587,L,[4],INTAKE BOLT,BROKE OFF,
105588,L,[4],INTAKE GASKET,LEAKING,
105589,L,[4],INTAKE BOLT,BROKE OFF,
105590,L,,CARB AIRBOX,FIRE,EVIDENCE OF
105601,,[4],,COMPRESSION,LOW
105602,,[4],,COMPRESSION,LOW
105603,R,,ENGINE BAFFLE,NEEDS,NEW RIVETS
105604,,,BAFFLE SCREW,LOOSE,BEHIND DIPSTICK TUBE
105605,,,CLAMP,BROKEN,ON BATTERY MOUNT
105606,,,CAM LOCK,LOOSE,ENGINE COWL
105607,R,[4],BAFFLE SCREW,MISSING,
105608,L,"[2, 4]",BAFFLE SEALS,NEEDS,
105609,,[3],AFT BAFFLE,MISSING MOUNT BOLT,
105610,,"[3, 4]",INTAKES,LEAKING,
105621,,,ROCKER COVERS,LEAKING,
105622,R,,ADEL CLAMP,NEEDS,TO BE REPLACED
105623,,,ZIP TIES,NEED,TO BE REMOVED FROM ENGINE MOUNTS
105624,,[2],BAFFLE,NEEDED,CHAFE TAPE
105625,,,,ROUGH,
105626,,[4],INTAKE,LEAKING,
105627,,[1],BAFFLE SEAL,LOOSE,FWD OF #1 CYLINDER
105628,R,,BAFFLING,CRACKED,FWD
105629,,,ZIP TIES,REMOVE,FROM ENGINE MOUNT
105630,,,DUCTING,RUBBING,"ON OIL PSI LINE, BY FIREWALL"
105641,,[],,DIED,AFTER LANDING GROUND ROLL STOP. RESTARTED
105642,L,[4],INTAKE,LEAKING,
105643,,"[2, 4]",INTAKES,LEAKING,
105644,,[4],INTAKE GASKET,LEAKING,
105645,,[],BOLT ON TOP OF ENGINE CASE,LEAKING,SHOWS SIGNS OF
105646,,"[3, 4]",INTAKES,LEAKING,
105647,,"[3, 4]",INTAKES,LEAKING,
105648,B,[],ENG BAFFLE PLUGS,WORN,
105649,,[4],,COMPRESSION,HAS LOW
105650,,[4],INTAKE,LEAKING,
105661,,,INTAKE GASKET,LEAKING,
105662,R,,INTAKE TUBE,LEAKING,
105663,,[1],ROCKER ARM & PUSH ROD,GALLED,ON EXHAUST SIDE
105664,,[2],ROCKER ARM & PUSH ROD,GALLED,ON EXHAUST SIDE
105665,,[3],ROCKER ARM & PUSH ROD,GALLED,ON EXHAUST SIDE
105666,,[4],ROCKER ARM & PUSH ROD,GALLED,ON EXHAUST SIDE
105667,,,,ROUGH,
105668,,,,ROUGH,
105669,,,,ROUGH,
105670,,,,ROUGH,
105681,L,"[2, 3, 4]",INTAKE GASKETS,LEAKING,ON L/H ENIGNE
105682,L,"[1, 2]",ROCKER GASKETS,LEAKING,ON L/H ENGINE
105683,,,AFT R/H BAFFLE SCREW,MISSING,
105684,L,"[2, 4]",INTAKE GASKETS,LEAKING,ON L/H ENGINE
105685,,,,TAP,"DURING POWER ON STALL, @ FULL THROTTLE"
105686,,,,TAP,"DURING POWER ON STALL, @ FULL THROTTLE"
105687,L,[3],INTAKE,LEAKING,
105688,R,"[2, 3, 4]",INTAKE TUBE GASKETS,LEAKING,
105689,,,,VIBRATIONS,IN STRAIGHT & LEVEL FLIGHT EXPERIENCED 2 VIBRATIONS W/ A/C Y
105690,,,,VIBRATIONS,IN STRAIGHT & LEVEL FLIGHT EXPERIENCED 2 VIBRATIONS W/ A/C Y
105701,,,INTAKE GASKET,LEAKING,
105702,R,,BACK BONE,LEAK,
105703,L,"[2, 4]",INTAKES,LEAKING,
105704,R,,BACK BONE,LEAK,
105705,R,[4],INTAKE,LEAKS,
105706,R,[4],INTAKE,LEAKS,
105707,,,,LOSS,
105708,,,,LOSS,
105709,L,[4],INTAKE,LEAKING,
105710,R,[4],INTAKE,LEAKING,
105721,R,,,ROUGH,VIOLENTLY
105722,R,,,ROUGH,VIOLENTLY
105723,R,,,ROUGH,VIOLENTLY
105724,,,LWR ENG COWLS,CLEANING,
105725,L,"[2, 4]",INTAKE GASKETS,LEAKING,
105726,,,,DROP,STANDARDS
105727,,[1],INTAKE GASKET,LEAKING,
105728,,"[2, 3]",INTAKES,LEAKING,
105729,,,PROP,OVERSPEED,HIGH RPM & ANYTHING ABOVE 22 INCHES WOULD RE
105730,L,[2],,LOST,CHT & EGT DURING LANDING. ALSO STARTE
105741,,[4],,COMPRESSION,LOW
