id,part,problem,rest,cylinders,engine
102129,WIRING HARNESS SUPPORT BRACKET,BROKEN,,1,
102130,,,,,
102131,,,,,
102132,INTAKE GASKET,LEAKING,,2,
102133,ROCKER COVER,LEAKING,,4 3 1,
102134,INTAKE,LEAKING,,2,
102135,INDUCTION TUBE GASKET,LEAKING,,2,
102136,INTAKE,LEAKING,,2,
102137,BAFFLE PLUG,NEEDS,TO BE REPLACED,2,
102138,,LOOSE,,2,
102139,ROCKER GASKET,LEAKING,,4 2,
102140,,,,,
102141,INTAKE,LEAKING,,3,
102142,ROCKER COVER,LEAKING,,3,
102143,CYL,COMPRESSION,COMPRESSION 15/80,4,
102144,CYL,COMPRESSION,COMPRESSION 15/80,4,
102145,CYL,COMPRESSION,COMPRESSION 15/80,4,
102146,CYL,COMPRESSION,COMPRESSION 15/80,4,
102147,INTAKE GASKET,LEAKING,,2,
102148,,DAMAGED,,7,
102149,BAFFLE BRACKET SCREW,MISSING,,,R/H AFT
102150,,,,,
102151,INTAKE,LEAKING,,3,L/H
102152,INTAKE GASKET,LEAKING,,4 3,R/H
102153,,LEAKING,,1,
102154,INTAKE,LEAKING,,4,
102155,ROCKER COVER,LEAKING,,4,
102156,ROCKER COVER GASKET,LEAKING,,4,
102157,INTAKE GASKET,LEAKING,,2,
102158,INTAKE GASKET,LEAKING,,4,
102159,,,,,
102160,ROCKER COVER GASKET,LEAKING,,3,
102161,BAFFLE SCREW,MISSING,,,R/H AFT
102162,ROCKER COVER GASKET,LEAKING,,4 3 2,
102163,ROCKER GASKET,LEAKING,,3 1,
102164,AIR INLET TUBE,DAMAGED,,,
102165,,,,,
102166,,LEAKS,AT SEAL,,L/H
102167,,LEAKS,AT SEAL,,L/H
102168,,LEAKS,AT SEAL,,L/H
102169,,,,,
102170,INTAKE,LEAKING,,4 3 2 1,R/H
102171,,,,,
102172,ROCKER COVER GASKET,LEAKING,,2 1,
102173,INTAKE,LEAKING,,3,
102174,,,,,
102175,INTAKE,LEAKING,,4 3,L/H
102176,,,,,
102177,,,,,
102178,ENGINE BAFFLE SEAL,TORN,BOTTOM R/H CORNER,,
102179,ROCKER COVER GASKET,LEAKING,,4 3 2,L/H
102180,ROCKER COVER GASKET,LEAKING,,4 3 1,R/H
102181,INTAKE GASKET,LEAKING,,3,L/H
102182,INTAKE GASKET,LEAKING,,3 2,R/H
102183,ROCKER BOX COVER GASKET,LEAKING,,3,
102184,ROCKER COVER GASKET,LEAKING,,2,
102185,,,,,
102186,TOP ENGINE COOLING FAN BAFFLE PLUG,WORN,OUT,,
102187,INTAKE GASKET,LEAKING,,4,
102188,ROCKER COVER GASKET,LEAKING,,3,
102189,,,,,
102190,,,,,
102191,INTAKE GASKET,LEAKING,,4,
102192,INTAKE GASKET,LEAKING,,4 3 1,
102193,,,,,
102194,SIDE BAFFLE,MISSING,A BOLT,4,L/H
102195,INTAKE,LEAKING,,4 2,R/H
102196,INTAKE,LEAKING,,4 3 2 1,L/H
102197,ROCKER COVER,LEAKING,,4 3 2,R/H
102198,,,,,
102199,INTAKE,LEAKING,,3,R/H
102200,INTAKE GASKET,LEAKING,,4,L/H
102201,,,,,
102202,ROCKER COVER GASKET,LEAKING,,4 3,L/H
102203,INTAKE GASKET,LEAKING,,2,
102204,,,,,
102205,INTAKE,LEAKING,,4 2,
102206,ROCKER GASKET,LEAKING,,2,
102207,SCREW,LOOSE,ENGINE BAFFLING,,
102208,ROCKER GASKET,LEAKING,,1,
102209,,,,,
102210,INDUCTION TUBE GASKET,LEAKING,,3,
102211,ROCKER COVER GASKET,LEAKING,,4 3,
102212,ROCKER COVER GASKET,LEAKING,,2 1,
102213,ROCKER COVER GASKET,LEAKING,,3,
102214,,,,,
102215,ROCKER COVER GASKET,LEAKING,,1,
102216,ROCKER COVER GASKET,LEAKING,,2,
102217,OIL,LEAK,BACK BONE CASE SEAM,,R/H
102218,,,,,
102219,ROCKER BOX COVER,LEAKING,,1,L/H
102220,OIL,LEAK,BACK BONE CASE SEAM,,R/H
102221,INTAKE GASKET,LEAKS,,1,
102222,LEFT SIDE AFT BAFFLE,CRACKED,,,R/H
102223,LEFT SIDE AFT BAFFLE,CRACKED,,,R/H
102224,ROCKER COVER GASKET,LEAKING,,4 3 2 1,R/H
102225,INTAKE,LEAKING,,2,R/H
102226,ROCKER COVER,LEAKING,,3,L/H
102227,INTAKE,LEAKING,,4,
102228,BAFFLE PLUG,MISSING,,,R/H
102229,INTAKE GASKET,LEAKING,,1,
102230,INTAKE,LEAKING,,2,
102231,BAFFLE PLUG,MISSING,,,L/H
102232,ROCKER COVER GASKET,LEAKING,,2,
102233,,TORN,,1,
102234,,,,,
102235,,,,,
102236,BAFFLE SCREW,MISSING,,,L/H
102237,INTAKE GASKET,LEAKING,,2,
102238,,,,,
102239,INTAKE,LEAKING,,4,L/H
102240,INTAKE,LEAKING,,3,R/H
102241,ROCKER COVER,LEAKING,,3,L/H
102242,,,,,
102243,,,,,
102244,INTAKE GASKET,LEAKING,,3,R/H
102245,BOLT,MISSING,"BAFFLE, R/H ENGINE",4,
102246,ROCKER COVER,LEAKING,,4 3 2,L/H
102247,,,,,
102248,INTAKE,LEAKING,,4 3 2,L/H
102249,INTAKE,LEAKING,,4 3 2,R/H
102250,,,,,
102251,ROCKER COVER GASKET,LEAKING,,2,
102252,INTAKE GASKET,LEAKING,,4,
102253,ROCKER COVER GASKET,LEAKING,,3,
102254,,,,,
102255,SCREW,MISSING,FROM R/H AFT BAFFLE,,
102256,ROCKER COVER,LEAKING,,4,
102257,,,,,
102258,ROCKER COVER,LEAKS,,3,
102259,BAFFLE TIE ROD,LOOSE,SIDE OF R/H ENGINE,,L/H
102260,,,,,
102261,INTAKE GASKET,LEAKING,,4,R/H
102262,INTAKE GASKET,LEAKING,,3,R/H
102263,INTAKE GASKET,LEAKING,,3,L/H
102264,,,,,
102265,INTAKE GASKET,LEAKING,,2,
102266,ROCKER COVER GASKET,LEAKING,,3 2,
102267,INTAKE GASKET,LEAKING,,3,
102268,INTAKE GASKET,LEAKING,,4,
102269,ROCKER COVER GASKET,LEAKING,,4 3,
102270,INTAKE,LEAKING,,2,R/H
102271,,,,,
102272,,,,,
102273,ROCKER GASKET,LEAKING,,4 3 2,
102274,ROCKER COVER GASKET,LEAKS,,1,
102275,BAFFLE,CRACKED,BEHIND ALTERNATOR,,
102276,ROCKER COVER GASKET,LEAKING,,4 3,
102277,INTAKE,LEAKING,,4 3 2,L/H
102278,,,,,
102279,ROCKER COVER,LEAKING,,3 1,L/H
102280,SIDE BAFFLE,CRACKED,,3 1,
102281,,,,,
102282,,,,,
102283,,,,,
102284,,,,,
102285,ROCKER COVER GASKET,LEAKING,,4 2,
102286,,,,,
102287,,,,,
102288,ROCKER COVER GASKET,LEAKING,,4,
102289,ROCKER COVER,LEAKING,,3,L/H
102290,ROCKER COVER,LEAKING,,3,R/H
102291,INTAKE,LEAKING,,3 2,L/H
102292,BAFFLE ROD,BROKEN,,,L/H   L/H
102293,ROCKER COVER,LEAKING,,3,L/H
102294,INTAKE,LEAKING,,3 2,R/H
102295,ROCKER COVER,LEAKING,,3,R/H
102296,INTAKE GASKET,LEAKING,,3 2,
102297,INTAKE,LEAKING,,4 2,
102298,ROCKER COVER,LEAKING,,4,
102299,ROCKER COVER GASKET,LEAK,,3 2,R/H
102300,ROCKER COVER GASKET,LEAK,,3 2,L/H
102301,,,,,
102302,,,,,
102303,INTAKE GASKET,LEAKING,,4 3,R/H
102304,,,,,
102305,INTAKE GASKET,LEAKING,,4 2,
102306,,,,,
102307,,,,,
102308,FWD BAFFLE,MISSING,A SCREW,2,R/H
102309,ROCKER COVER GASKET,LEAKING,,3,R/H
102310,INTAKE GASKET,LEAKING,,4 3,L/H
102311,ROCKER COVER GASKET,LEAKING,,4 3 2,L/H
102312,BAFFLE PLUG,MISSING,,,
102313,INTAKE GASKET,LEAKING,,2,
102314,,,,,
102315,INTAKE GASKET,LEAKING,,2,
102316,,,,,
102317,,,,,
102318,SIDE BAFFLE,CRACKED,,1,
102319,INTAKE GASKET TUBE,LEAKING,AT SUMP,4,
102320,INTAKE GASKET TUBE,LEAKING,AT SUMP,4,
102321,ROCKER COVER,LEAKING,,1,
102322,BAFFLE PLUG,BAD,,,R/H AFT
102323,LEFT AFT BAFFLE SCREW,LOOSE,BY #4 ROCKER COVER,,
102324,,,,,
102325,,,,,
102326,,,,,
102327,INDUCTION TUBE GASKET,LEAKING,,3,
102328,,,,,
102329,,,,,
102330,,LEAKING,,2 1,
102331,ROCKER COVER GASKET,LEAKING,,2,
102332,INTAKE GASKET,LEAKING,,3 2,
102333,ROCKER COVER GASKET,LEAKING,,4 3 2,
102334,BAFFLE PLUG,BAD,,,R/H
102335,BAFFLE SCREW,MISSING,,,R/H REAR
102336,INTAKE GASKET,LEAKING,,2 1,
102337,AFT BAFFLE SUPPORT RIVET,SHEARED,,3,
102338,BAFFLE PLUG,BAD,,,L/H
102339,INTAKE GASKET,LEAKING,,3 1,R/H
102340,,LEAKING,ROCKER GASKETS,4,R/H
102341,ROCKER GASKET,LEAKING,,4 3 2,L/H
102342,INTAKE GASKET,LEAKING,,4 3 2 1,L/H
102343,BAFFLE SEAL,TORN,BOTTOM LEFT SIDE,,
102344,ROCKER COVER GASKET,LEAKING,,4,
102345,INTAKE,LEAKING,,4,R/H
102346,INTAKE,LEAKING,,4 2,L/H
102347,ROCKER COVER,LEAKING,,1,L/H
102348,ROCKER COVER,LEAKING,,2 1,
102349,,,,,
102350,ROCKER COVER GASKET,LEAKING,,2,R/H
102351,INTAKE GASKET,LEAKING,,2,R/H
102352,INTAKE GASKET,LEAKING,,2,L/H
102353,,,,,
102354,INTAKE GASKET,LEAKING,,4,
102355,FRONT BAFFLE SEAL,WORN,,,
102356,,,,,
102357,,,,,
102358,INTAKE GASKET,LEAKING,,2,
102359,ROCKER COVER GASKET,LEAKING,,3,
102360,BOTTOM BAFFLE CONNECTING ROD,BROKEN,SIDE,,R/H
102361,ROCKER COVER,LEAKS,,4,
102362,,NEEDS,NEW ADEL CLAMPS,,
102363,INTAKE GASKET,LEAKING,,4,
102364,ROCKER COVER GASKET,LEAKING,,3,
102365,ROCKER COVER,LEAKS,,2,
102366,INTAKE GASKET,LEAKING,,2,
102367,BAFFLE PLUG,DAMAGED,,,
102368,INTAKE,LEAKING,,4,
102369,BAFFLE BRACKET RIVET,LOOSE,,,R/H AFT
102370,FWD BAFFLE,CRACKED,,,R/H
102371,INTAKE GASKET,LEAKING,,2,
102372,ROCKER COVER GASKET,LEAKING,,1,
102373,ROCKER COVER,LEAKING,,2,L/H
102374,ROCKER COVER,LEAKING,,3,R/H
102375,INTAKE GASKET,LEAKING,,3,L/H
102376,INTAKE GASKET,LEAKING,,4 2,R/H
102377,BAFFLE TIE ROD,BROKEN,,4 2,R/H
102378,CYL,COMPRESSION,COMPRESSION @ 35,4,L/H
102379,OIL COOLER MOUNTING BAFFLE,CRACKED,,,L/H
102380,,,,,
102381,INDUCTION TUBE GASKET,LEAKING,,3,L/H
102382,CYL,COMPRESSION,COMPRESSION @ 35,4,L/H
102383,CYL,COMPRESSION,COMPRESSION @ 35,4,L/H
102384,CYL,COMPRESSION,COMPRESSION @ 35,4,L/H
102385,ROCKER COVER,LEAKING,,1,
102386,BAFFLE,CRACKED,AT LOWER LEFT BOLT OF OIL COOLER,,
102387,ROCKER COVER GASKET,LEAKS,,2,
102388,ROCKER COVER GASKET,LEAKING,,4 3 2,
102389,INTAKE,LEAKING,,2,
102390,INTAKE GASKET,LEAKING,,4,
102391,INTAKE GASKET,LEAKING,,2,
102392,ROCKER COVER GASKET,LEAKING,,3 1,
102393,,BROKEN,,2,
102394,INTAKE,LEAKING,,4,
102395,ROCKER COVER,LEAKING,,3,
102396,ROCKER COVER GASKET,LEAKING,,4 3,
102397,INTAKE,LEAKING,,4 3,L/H
102398,INTAKE,LEAKING,,4 3 2,R/H
102399,ROCKER COVER,LEAKING,,4,R/H
102400,ROCKER COVER,LEAKING,,3 2,L/H
102401,INTAKE GASKET,LEAKING,,2,L/H
102402,INTAKE GASKET,LEAKING,,3,R/H
102403,SIDE BAFFLE SEAL,TORN,,2,L/H
102404,ROCKER GASKET,LEAKING,,3 2,R/H
102405,ROCKER GASKET,LEAKING,,4 3,L/H
102406,,,,,
102407,,,,,
102408,ROCKER COVER GASKET,LEAKING,,1,R/H
102409,,,,,
102410,,,,,
102411,,,,,
102412,,,,,
102413,INTAKE GASKET,LEAKING,,1,
102414,FRONT BAFFLE SEAL,TORN,,1,
102415,ROCKER GASKET,LEAKING,,4 3 2 1,
102416,AFT BAFFLE,CRACKED,,4,L/H
102417,ROCKER COVER GASKET,LEAKING,,4,R/H
102418,INTAKE GASKET,LEAKING,,1,R/H
102419,INTAKE GASKET,LEAKING,,2,
102420,,WORN,TOO LARGE,,
102421,ROCKER COVER GASKET,LEAKING,,4 1,
102422,INTAKE,LEAKING,,2,
102423,ROCKER COVER,LEAKING,,4,
102424,INTAKE,LEAKING,,4,
102425,ROCKER COVER GASKET,LEAKING,,3,
102426,BAFFLE PLUG,WORN,,,R/H
102427,ROCKER COVER GASKET,LEAKING,,2,
102428,SCREW,MISSING,"BAFFLE, BEHIND OIL COOLER",,R/H
102429,BAFFLE,CRACKED,,1,
102430,SNIFFLE VALVE,DIRTY,,,
102431,ROCKER COVER GASKET,LEAKING,& #2 ROCKER COVER GASKET LEAK,4,
102432,INTAKE GASKET,LEAKING,,4,L/H
102433,ROCKER COVER GASKET,LEAKING,,3,R/H
102434,ROCKER GASKET,LEAKING,,4 2,R/H
102435,,,,,
102436,INTAKE,LEAKING,,4,
102437,ROCKER COVER GASKET,LEAKING,,2,
102438,INTAKE GASKET,LEAKING,,4,
102439,,,,,
102440,,,,,
102441,,,,,
102442,,,,,
102443,,,,,
102444,INTAKE GASKET,LEAKING,,2,
102445,ROCKER COVER GASKET,LEAKING,,3,
102446,,,,,
102447,INTAKE,LEAKING,,2,
102448,ROCKER GASKET,LEAKING,,3 2 1,R/H
102449,INTAKE GASKET,LEAKING,,4 3 2,R/H
102450,INTAKE GASKET,LEAKING,,4 3 2,L/H
102451,EXH PUSH ROD SEAL,LEAKING,,2,R/H
102452,ROCKER COVER GASKET,LEAKING,,4 3 2 1,L/H
102453,,COMPRESSION,REQUESTS ENGINE COMPRESSIONS DONE,,
102454,BOTTOM LEFT BAFFLE SEAL,TORN,,,
102455,BAFFLE SEAL,TORN,BOTTOM R/H SIDE,,
102456,,,,,
102457,SCREW,MISSING,BAFFLE,3,
102458,INTAKE GASKET,LEAKING,,4,R/H
102459,,,,,
102460,INTAKE GASKET,LEAKS,,1,L/H
102461,,,,,
102462,,LOOSE,,3,
102463,AFT BAFFLE SUPPORT RIVET,SHEARED,,3,
102464,INTAKE,LEAKING,,4,
102465,INTAKE GASKET,LEAKING,,2,
102466,INDUCTION TUBE GASKET,LEAKING,,2,
102467,AFT BAFFLE,CRACKED,,3,L/H
102468,SCREW,MISSING,"BAFFLE, R/H ENGINE",4,
102469,INTAKE GASKET,LEAKING,,2,L/H
102470,ROCKER COVER GASKET,LEAKING,,1,R/H
102471,ENGINE COOLING BAFFLE,CRACKED,"FRONT L/H SIDE, R/H ENGINE",,
102472,ROCKER COVER GASKET,LEAKING,,4 3 2,L/H
102473,INTAKE GASKET,LEAKING,,3 2,R/H
102474,,,,,
102475,,,,,
102476,,,,,
102477,,,,,
102478,SIDE BAFFLE,CRACKED,,1,
102479,,,,,
102480,PRIMER LNE CLAMP,NEEDS,TO BE REPOSITIONED,2,L/H
102481,ROCKER COVER GASKET,LEAKING,(L/H ENG),4 3,
102482,INTAKE,LEAKING,,4,
102483,ROCKER COVER,LEAKING,,2,
102484,INDUCTION TUBE GASKET,LEAKING,,3,
102485,ROCKER COVER GASKET,LEAKING,,2,
102486,,,,,
102487,,MISSING,NUT,,
102488,,,,,
102489,,,,,
102490,,,,,
102491,,,,,
102492,,,,,
102493,,,,,
102494,,,,,
102495,,,,,
102496,,,,,
102497,,,,,
102498,,,,,
102499,INTAKE,LEAKING,,2,
102500,INTAKE GASKET,LEAK,AGE,4,
102501,BAFFLE PLUG,WORN,,,R/H
102502,INTAKE GASKET,LEAKING,,2,
102503,,,,,
102504,INTAKE,LEAKING,,2,
102505,ROCKER COVER GASKET,LEAKING,,2,
102506,INTAKE GASKET,LEAKING,,2,
102507,,,,,
102508,,,,,
102509,ROCKER COVER,LEAKING,,2 1,L/H
102510,ROCKER COVER,LEAKING,,3 2 1,R/H
102511,ROCKER COVER,LEAKING,,4,R/H
102512,,LOOSE,,,
102513,ROCKER COVER GASKET,LEAKING,,3 1,
102514,INTAKE GASKET,LEAKING,,4,
102515,,,,,
102516,,LEAKING,,2,
102517,ROCKER COVER GASKET,LEAKING,,4,
102518,INTAKE GASKET,LEAKING,,4,
102519,ROCKER COVER GASKET,LEAKING,,4 1,
102520,,,,,
102521,,,,,
102522,INTAKE GASKET,LEAKING,,4,
102523,ROCKER COVER,LEAKING,,4 3,
102524,ROCKER COVER,LEAKING,,2 1,
102525,INTAKE,LEAKING,,2,
102526,INTAKE,LEAKING,IN CONNECTION POINT TO OIL SUMP,2,
102527,INTAKE,LEAKING,IN CONNECTION POINT TO OIL SUMP,2,
102528,,,,,
102529,ROCKER COVER GASKET,LEAKING,,3 2,
102530,INTAKE GASKET,LEAKING,,4 2,
102531,ROCKER COVER GASKET,LEAKING,,3 2,
102532,ROCKER COVER GASKET,LEAKING,,3,L/H
102533,ROCKER COVER GASKET,LEAKING,,3 1,
102534,ROCKER COVER GASKET,LEAKING,,3,R/H
102535,OIL COOLER,LEAKING,,,R/H
102536,INTAKE GASKET,LEAKING,,3,L/H
102537,INTAKE GASKET,LEAKING,,2,L/H
102538,TOP LIFTING BRACKET CASE HALF BOLT,LEAKING,OIL,,
102539,BAFFLE,CRACKED,LEFT SIDE OF OIL COOLER,,R/H
102540,,,,,
102541,,,,,
102542,ROCKER COVER,LEAKING,,3 2,L/H
102543,INTAKE,LEAKING,,4 3,R/H
102544,ROCKER BOX COVER SCREW,LOOSE,(ALL CYL),,
102545,,,,,
102546,INTAKE GASKET,LEAKING,,2,
102547,BAFFLE SEAL,LOOSE,FWD BAFFLE,1,
102548,SIDE BAFFLE,MISSING,A BOLT,4,R/H
102549,ROCKER GASKET,LEAKING,,3,L/H
102550,,WORN,SIDE ALSO,,L/H    R/H
102551,OIL COOLER SUPPORT BAFFLE,CRACKED,,,L/H
102552,,,,,
102553,OIL COOLER SUPPORT BAFFLE,CRACKED,,,L/H
102554,INTAKE GASKET,LEAKING,,2,
102555,,BROKEN,,2,
102556,,BROKEN,,1,
102557,CYL,COMPRESSION,LOW COMPRESSION,4,L/H
102558,,,,,
102559,CYL,COMPRESSION,LOW COMPRESSION,4,L/H
102560,,,,,
102561,,,,,
102562,STARTER FRONT CAP,LOOSE,,,
102563,ROCKER COVER GASKET,LEAKING,,3 2,
102564,INTAKE,LEAKING,,4 2,
102565,,WORN,,,L/H
102566,BAFFLE PLUG,WORN,,1,
102567,,TORN,,,
102568,,,,,
102569,LEFT ENGINE BAFFLE SCREW,MISSING,FWD OF #2 CYL,,
102570,ROCKER COVER GASKET,LEAKING,,3 2,
102571,ROCKER COVER,LEAKING,,2,
102572,INTAKE GASKET,LEAKING,,4 2,
102573,ROCKER COVER GASKET,LEAKING,,4 3 2,
102574,ENGINE BAFFLE TIE ROD,BROKEN,,,
102575,BAFFLE,CRACKED,,,L/H AFT
102576,INTAKE,LEAKING,,2 1,
102577,INTAKE,LEAKING,,2 1,
102578,INDUCTION TUBE GASKET,LEAKING,,2,
102579,,CRACKED,,3 1,
102580,INTAKE,LEAKING,,2,
102581,INTAKE TUBE,LEAKING,ATTACHMENT POINT TO OIL SUMP,1,
102582,INTAKE TUBE,LEAKING,ATTACHMENT POINT TO OIL SUMP,1,
102583,BAFFLE,LOOSE,SCREW,,L/H
102584,INTAKE GASKET,LEAKING,,4,
102585,BAFFLE,CRACKED,,1,R/H
102586,UPPER BAFFLE SEAL,LOOSE,,4,R/H
102587,ROCKER BOX COVER GASKET,LEAKING,,4 3 2,L/H
102588,SIDE BAFFLE,LOOSE,HARDWARE,3,
102589,,,,,
102590,,,,,
102591,ROCKER COVER GASKET,LEAKING,,4 3,
102592,,,,,
102593,ROCKER COVER GASKET,LEAKING,,3,
102594,INDUCTION TUBE GASKET,LEAKING,,4,
102595,,WORN,,,L/H
102596,INTAKE,LEAKING,,4 1,
102597,ROCKER COVER,LEAKING,,2,
102598,INTAKE GASKET,LEAKING,,2,
102599,BOTH BAFFLE PLUG,WORN,,,
102600,SIDE BAFFLE,CRACKED,,1,
102601,,LOOSE,,,
102602,INTAKE GASKET,LEAKING,,4 2,
102603,,,,,
102604,INTAKE,LEAKS,,4,
102605,ROCKER COVER GASKET,LEAKING,,1,
102606,INTAKE,LEAKING,,4 2,
102607,ROCKER COVER,LEAKING,,3 2,
102608,INTAKE,LEAKING,,2,
102609,ROCKER COVER GASKET,LEAKING,,4,
102610,RIVET,MISSING,"BAFFLE HOLD DOWN ANGLE, BEHIND OIL COOL",,R/H
102611,ROCKER GASKET,LEAKING,,4 2,
102612,,,,,
102613,ROCKER COVER GASKET,LEAKING,,2 1,
102614,ROCKER COVER GASKET,LEAKING,,3 2,
102615,ROCKER COVER GASKET,LEAKING,,3 2,
102616,ROCKER GASKET,LEAKING,,2,
102617,INTAKE,LEAKING,,4 3,
102618,ROCKER COVER,LEAKING,,3 2,
102619,,,,,
102620,INTAKE GASKET,LEAKING,,2,L/H
102621,INTAKE GASKET,LEAKING,,4 1,R/H
102622,ROCKER COVER GASKET,LEAKING,,2,
102623,ENGINE BAFFLE SUPPORT BRACKET,LOOSE,"SCREWS, #3 CYL",,
102624,,NEEDS,TO BE REATTCHED TO BAFFLING,2,
102625,INTAKE GASKET,LEAKING,,2,
102626,INTAKE GASKET,LEAKS,,4,
102627,ROCKER COVER GASKET,LEAKS,,2,
102628,INTAKE,LEAKING,,2,
102629,ROCKER COVER,LEAKING,,2,
102630,,MISSING,FROM R/H AFT SIDE BAFFLE,,
102631,ROCKER COVER GASKET,LEAKING,,3,
102632,INTAKE GASKET,LEAKING,,2,
102633,ROCKER COVER GASKET,LEAKING,,3,
102634,,,,,
102635,EACH BAFFLE SCREW,MISSING,,3,
102636,ROCKER COVER GASKET,LEAKING,,4 2,
102637,ROCKER COVER GASKET,LEAKING,,2,
102638,,,,,
102639,INTAKE,LEAKING,,2,
102640,ROCKER COVER GASKET,LEAKING,,2,
102641,ROCKER GASKET,LEAKING,,4,
102642,,,,,
102643,INTAKE GASKET,LEAKING,,2,
102644,ROCKER COVER GASKET,LEAKING,,1,
102645,SCREW,LOOSE,"BAFFLE, BEHIND OIL FILLER TUBE",,
102646,,,,,
102647,,,,,
102648,,,,,
102649,ROCKER COVER,LEAKING,,4 2,
102650,INTAKE,LEAKING,,2,
102651,BAFFLE PLUG,WORN,,,L/H
102652,ROCKER COVER,LEAKING,,4 3 2,
102653,,,,,
102654,,,,,
102655,INTAKE GASKET,LEAKING,,4,
102656,ROCKER COVER GASKET,LEAKING,,4 2 1,
102657,,,,,
102658,,,,,
102659,,BROKEN,BAFFLE ROD RUNNING ALONG CYL #2 & 4,,L/H
102660,LEFT ENGINE,LEAKING,INTAKE GASKETS,3 2,
102661,,,,,
102662,LEFT ENGINE ROCKER COVER GASKET,LEAKING,,4 3 2,
102663,ROCKER COVER GASKET,LEAKING,,4 3,
102664,INTAKE GASKET,LEAKING,,2,L/H
102665,INTAKE,LEAKING,,3,R/H
102666,ROCKER COVER GASKET,LEAKING,,3,L/H
102667,INTAKE,LEAKING,,4,
102668,ROCKER COVER,LEAKING,,4 3,
102669,INTAKE GASKET,LEAKS,,4,
102670,INTAKE,LEAKING,,2,R/H
102671,INTAKE GASKET,LEAKING,,4,R/H
102672,ROCKER COVER GASKET,LEAKING,,4 3 2,R/H
102673,ROCKER COVER GASKET,LEAKING,,4 3,L/H
102674,ROCKER COVER GASKET,LEAKING,,4,
102675,INTAKE GASKET,LEAKING,,2,
102676,BAFFLE PLUG,MISSING,,3,
102677,RIVET,MISSING,FROM ENGINE DATA PLATE,2,
102678,BAFFLE SCREW BEHIND OIL FILLER TUBE,LOOSE,,,
102679,ROCKER COVER GASKET,LEAKING,,3 2,
102680,,,,,
102681,,,,,
102682,,,,,
102683,,,,,
102684,INTAKE,LEAKING,,3,L/H
102685,,LEAKING,,4 3 2,L/H
102686,ROCKER COVER,LEAKING,,4 3 2,R/H
102687,,,,,
102688,,,,,
102689,INTAKE,LEAKING,,4 3 2 1,R/H
102690,INTAKE,LEAKING,,4 3 2 1,L/H
102691,,SHEARED,RIVET ON TOP FWD SIDE,,L/H
102692,ROCKER COVER,LEAKING,,4 3 2 1,R/H
102693,ROCKER COVER,LEAKING,,4 3 2 1,L/H
102694,,,,,
102695,ROCKER COVER GASKET,LEAKING,,4,
102696,,TORN,,,
102697,BAFFLING SUPPORT BRACKET,BROKEN,,2,
102698,,,,,
102699,,BROKEN,,,R/H
102700,,,,,
102701,,,,,
102702,ROCKER COVER GASKET,LEAKING,,2,
102703,,,,,
102704,INTAKE GASKET,LEAKING,,4,
102705,ROCKER COVER GASKET,LEAKING,,4 3 1,
102706,BAFFLING SUPPORT BRACKET,CRACKED,,2,
102707,,,,,
102708,ROCKER GASKET,LEAKING,,3 2,R/H
102709,ROCKER GASKET,LEAKING,,3 2,L/H
102710,INTAKE GASKET,LEAKING,,3,R/H
102711,INTAKE GASKET,LEAKING,,2,L/H
102712,ROCKER COVER GASKET,LEAKING,,4 3 1,
102713,,,,,
102714,ROCKER COVER GASKET,LEAKING,,4,
102715,SNIFFLER VALVE,DIRTY,,,
102716,INTAKE,LEAKING,,2,R/H
102717,INTAKE GASKET,LEAKING,,3,
102718,ROCKER COVER GASKET,LEAKING,,4,
102719,INTAKE,LEAKING,,3,
102720,ROCKER COVER,LEAKING,,3,
102721,OIL,LEAK,AT FILTER HOUSING AFTER RUN UP,,R/H
102722,,,,,
102723,INTER CYLINDER BAFFLE,CRACKED,BETWEEN #1 & 3 CYLS,,
102724,INTAKE,LEAKING,,4 2,
102725,ROCKER COVER,LEAKING,,3 2,
102726,INTAKE,LEAKING,,2,
102727,ROCKER COVER,LEAKING,,1,
102728,INTAKE GASKET,LEAKING,,4,
102729,INTAKE GASKET,LEAKING,INTAKE TUBE LEAKING AT SUMP,3,
102730,,COMPRESSION,LOW COMPRESSION,4,
102731,,COMPRESSION,LOW COMPRESSION,4,
102732,,COMPRESSION,LOW COMPRESSION,4,
102733,,COMPRESSION,LOW COMPRESSION,4,
102734,,COMPRESSION,LOW COMPRESSION,4,
102735,,COMPRESSION,LOW COMPRESSION,4,
102736,,,,,
102737,INTAKE GASKET,LEAKING,,4,
102738,INTAKE GASKET,LEAKING,,4 2,
102739,ROCKER COVER GASKET,LEAKING,,2,
102740,,WORN,TOO LARGE FOR BAFFLE PLUG,,L/H
102741,INTAKE GASKET,LEAKING,,2,
102742,ROCKER COVER GASKET,LEAKING,,1,
102743,BAFFLE SUPPORT ROD,BROKEN,,4 2,
102744,ROCKER COVER,LEAKING,,4 2 1,
102745,BAFFLE,CRACKED,ABOVE #1 CYL,,
102746,ROCKER COVER,LEAKING,,2,
102747,INTAKE,LEAKING,,1,
102748,ROCKER COVER,LEAKING,,3,
102749,ROCKER COVER,LEAKING,,3 2 1,
102750,ROCKER GASKET,LEAKING,,2,
102751,INTAKE GASKET,LEAKING,,4,
102752,ROCKER COVER GASKET,LEAKING,,3 1,
102753,ROCKER COVER GASKET,LEAKING,,2 1,
102754,INTAKE,LEAKING,,2,
102755,INTAKE GASKET,LEAKS,,4,
