IDENT,ActionPart,ActionTaken
102129,,REMOVED & REPLACED
102130,,REMOVED
102131,GASKET,INSTALLED
102132,INTAKE GASKET,REMOVED & REPLACED
102133,ROCKER COVER GASKETS,REMOVED & REPLACED
102134,INTAKE GASKET,REMOVED & REPLACED
102135,INDUCTION TUBE GASKET,INSTALLED
102136,GASKET,REPLACED
102137,PLUGS,REPLACED
102138,,"TIGHTENED, RECRIMPED"
102139,"ROCKER COVER GASKETS, CK",REMOVED & REPLACED
102140,BOTH,
102141,INTAKE GASKET,REMOVED & REPLACED
102142,ROCKER COVER GASKET,REMOVED & REPLACED
102143,"A/C, CK",RAN
102144,OIL,SERVICED
102145,OIL LINES,DISCONNECTED
102146,RODS & LIFTED ASSY,INSTALLED
102147,INTAKE GASKET,REMOVED & REPLACED
102148,MOUNT,"REMOVED & REPLACED, SHOCK"
102149,"OIL FILLER TUBE, BAFFLE S",REMOVED
102150,BAFFLE SCREW ON L,REPLACED
102151,INTAKE GASKET,REMOVED & REPLACED
102152,,REMOVED & REPLACED
102153,INTAKE GASKET,INSTALLED
102154,INTAKE GASKET,REMOVED & REPLACED
102155,ROCKER COVER GASKET,REMOVED & REPLACED
102156,GASKET,REMOVED & REPLACED
102157,INTAKE GASKET,REMOVED & REPLACED
102158,GASKET,REMOVED & REPLACED
102159,INTAKE GASKET,REMOVED & REPLACED
102160,ROCKER COVER GASKET,REMOVED & REPLACED
102161,OIL FILLER TUBE,SCREW
102162,ROCKER COVER GASKET,REMOVED & REPLACED
102163,ROCKER COVER GASKETS,REMOVED & REPLACED
102164,AIR INLET,REMOVED & REPLACED
102165,,INSPECTED
102166,SEAL,REPLACED
102167,,INSTALLED
102168,"TACH, GASKET, GARLOCK SEAL",REMOVED
102169,INTAKE GASKETS,INSTALLED
102170,INTAKE GASKETS,INSTALLED
102171,,REMOVED & REPLACED
102172,ROCKER COVER GASKETS,REMOVED & REPLACED
102173,INTAKE GASKET,REMOVED & REPLACED
102174,REPAIRED REAR,INSTALLED
102175,INTAKE GASKETS,REMOVED & REPLACED
102176,GASKETS,REPLACED
102177,,
102178,BAFFLE SEAL,REPAIRED & SECURED
102179,GASKETS,REMOVED & REPLACED
102180,GASKETS,REMOVED & REPLACED
102181,INTAKE GASKET,REMOVED & REPLACED
102182,INTAKE GASKETS,REMOVED & REPLACED
102183,ROCKER BOX COVER GASKET,INSTALLED
102184,ROCKER COVER GASKET,REMOVED & REPLACED
102185,,REMOVED & REPLACED
102186,BAFFLE PLUGS,REMOVED & REPLACED
102187,INTAKE GASKET,REMOVED & REPLACED
102188,ROCKER COVER GASKET,REMOVED & REPLACED
102189,INTAKE GASKETS,REMOVED & REPLACED
102190,ROCKER COVER GASKETS,REMOVED & REPLACED
102191,GASKET,REMOVED & REPLACED
102192,INTAKE GASKETS,REMOVED & REPLACED
102193,ANCHOR ASSY,REMOVED & REPLACED
102194,BOLT,REPLACED
102195,INTAKE GASKETS,REMOVED & REPLACED
102196,INTAKE GASKETS,INSTALLED
102197,ROCKER COVER GASKETS,REMOVED & REPLACED
102198,,
102199,INTAKE GASKET,REMOVED & REPLACED
102200,INTAKE GASKET,REMOVED & REPLACED
102201,,"REPOSITIONED, TIE ROD"
102202,ROCKER COVER GASKETS,REMOVED & REPLACED
102203,GASKET,REMOVED & REPLACED
102204,BROUGHT,
102205,"BOTH, INTAKE GASKETS",REMOVED & REPLACED
102206,"GASKETS, CK",REPLACED
102207,,"TIGHTENED, SCREW"
102208,ROCKER SEAL,REPLACED
102209,INTAKE GASKET,REMOVED & REPLACED
102210,INDUCTION TUBE GASKET,INSTALLED
102211,ROCKER COVER GASKETS,REMOVED & REPLACED
102212,ROCKER COVER GASKETS,REMOVED & REPLACED
102213,ROCKER COVER GASKET,REMOVED & REPLACED
102214,OIL DIPSTICK,"REMOVED, SCREW"
102215,CYL,"REMOVED & REPLACED, ROCKER COVER GASKET"
102216,ROCKER COVER GASKET,REMOVED & REPLACED
102217,CK,
102218,,"REPLACED, TIE ROD"
102219,ROCKER BOX COVER GASKET,INSTALLED
102220,BOLT,REMOVED
102221,INTAKE GASKET,REMOVED & REPLACED
102222,CK,
102223,"OIL LINE, BAFFLE",REMOVED & REPLACED
102224,ROCKER COVER GASKETS,REMOVED & REPLACED
102225,,INSTALLED
102226,GASKET,REPLACED
102227,GASKET,REMOVED & REPLACED
102228,BAFFLE PLUG HOLE DOUBLER,INSTALLED
102229,INTAKE GASKET,REMOVED & REPLACED
102230,INTAKE GASKET,REMOVED & REPLACED
102231,BAFFLE PLUG DOUBLER & NEW BAFFLE PLUG,INSTALLED
102232,ROCKER COVER GASKET,REMOVED & REPLACED
102233,MOUNT,"REMOVED & REPLACED, SHOCK"
102234,ENGINES - PROBLEM,RAN
102235,,REMOVED
102236,BAFFLE SCREW,REPLACED
102237,INTAKE GASKET,INSTALLED
102238,,
102239,INTAKE GASKET,REMOVED & REPLACED
102240,INTAKE GASKET,REMOVED & REPLACED
102241,ROCKER COVER GASKET,REMOVED & REPLACED
102242,BROKEN,"REMOVED, TIE ROD"
102243,BARREL,"INSTALLED, SCREW"
102244,GASKET,REMOVED & REPLACED
102245,BOLT,REPLACED
102246,GASKETS,REMOVED & REPLACED
102247,"BAFFLE FROM ENGINE, PATCH",REMOVED
102248,GASKETS,REMOVED & REPLACED
102249,GASKETS,REMOVED & REPLACED
102250,SCREWS,REMOVED
102251,ROCKER COVER GASKET,INSTALLED
102252,GASKET,REMOVED & REPLACED
102253,GASKET,REMOVED & REPLACED
102254,GASKET,REMOVED & REPLACED
102255,,"REPLACED, SCREW"
102256,ROCKER GASKET,REMOVED & REPLACED
102257,INFO,DOWNLOADED
102258,ROCKER COVER GASKET,REMOVED & REPLACED
102259,,"TIGHTENED, TIE ROD"
102260,BEEN PREVIOUSLY,
102261,INTAKE GASKET,REMOVED & REPLACED
102262,INTAKE GASKET,REMOVED & REPLACED
102263,INTAKE GASKET,REMOVED & REPLACED
102264,LINE,REPOSITIONED
102265,"GASKET, CK",REPLACED
102266,"ROCKER COVER GASKETS, CK",REMOVED & REPLACED
102267,GASKET,REPLACED
102268,GASKET,REPLACED
102269,ROCKER COVER GASKETS,REMOVED & REPLACED
102270,INTAKE GASKET,REMOVED & REPLACED
102271,GASKETS,REMOVED & REPLACED
102272,RIVETS,DERIVETED
102273,ROCKER COVER GASKETS,REMOVED & REPLACED
102274,GASKET,REPLACED
102275,REMOVED EXCESS,
102276,ROCKER BOX COVER GASKET,INSTALLED
102277,INTAKE GASKETS,INSTALLED
102278,BAFFLE,
102279,ROCKER COVER GASKETS,INSTALLED
102280,PATCH,FABRICATED
102281,"A/C, CK",RAN
102282,"BOTH MAGNETOS, INSPECTION",REMOVED
102283,"BAFFLE, OIL LINES & SE",INSTALLED
102284,,INSTALLED
102285,ROCKER COVER GASKETS,REMOVED & REPLACED
102286,A/C,RAN
102287,ROCKER COVER GASKETS,REMOVED & REPLACED
102288,ROCKER COVER GASKET,REMOVED & REPLACED
102289,CK,
102290,CK,
102291,GASKETS,REPLACED
102292,ROD,REMOVED & REPLACED
102293,ROCKER COVER GASKET,REMOVED & REPLACED
102294,INTAKE GASKETS,REMOVED & REPLACED
102295,ROCKER COVER GASKET,REMOVED & REPLACED
102296,"INTAKE GASKETS, CK",REMOVED & REPLACED
102297,INTAKE GASKETS,REMOVED & REPLACED
102298,ROCKER COVER GASKET,REMOVED & REPLACED
102299,ROCKER COVER GASKETS,REMOVED & REPLACED
102300,ROCKER COVERS GASKETS,REMOVED & REPLACED
102301,BAFFLE TIE,REMOVED & REPLACED
102302,,"REMOVED & REPLACED, TIE ROD"
102303,GASKETS,REMOVED & REPLACED
102304,,
102305,GASKETS,REPLACED
102306,,REVIEWED
102307,FDM DATA SHOWED MOMENTARY RPM OF 2733.7,REVIEW
102308,SCREW,INSTALLED
102309,GASKET,INSTALLED
102310,GASKETS,INSTALLED
102311,"GASKETS, COVERS",INSTALLED
102312,PLUGS,INSTALLED
102313,INTAKE GASKET,REMOVED & REPLACED
102314,BAFFLE RUBBER SEAL,SECURED
102315,GASKET,REMOVED & REPLACED
102316,RIVETS,"REMOVED, SHEARED"
102317,BAFFLE SEAL,SECURED
102318,,
102319,INTAKE TUBE @,ORDERED
102320,"RESWAGED TUBE & REINSTALLED, GASKET",
102321,ROCKER COVER GASKET,REMOVED & REPLACED
102322,BAFFLE PLUG,REMOVED & REPLACED
102323,,"TIGHTENED, SCREW"
102324,,
102325,BAFFLE,ORDERED
102326,BAFFLE,INSTALLED
102327,GASKET,REPLACED
102328,"CK, OIL LINE - GOOD",
102329,"BAFFLE, REPAIRED ASSY",REPLACED
102330,INTAKE GASKETS,REMOVED & REPLACED
102331,ROCKER COVER GASKET,REMOVED & REPLACED
102332,INTAKE GASKETS,REMOVED & REPLACED
102333,ROCKER COVER GASKETS,REMOVED & REPLACED
102334,BAFFLE PLUG,INSTALLED
102335,SCREW,INSTALLED
102336,INTAKE GASKETS,REMOVED & REPLACED
102337,"OIL PRESSURE LINE, BAFFLE",
102338,BAFFLE PLUG,INSTALLED
102339,GASKETS,REPLACED
102340,ROCKER COVER GASKETS,REMOVED & REPLACED
102341,ROCKER COVER GASKETS,REMOVED & REPLACED
102342,INTAKE GASKETS,REMOVED & REPLACED
102343,BAFFLE SEAL,RESECURED
102344,ROCKER COVER GASKET,REMOVED & REPLACED
102345,INTAKE GASKET,REMOVED & REPLACED
102346,INTAKE GASKETS,REMOVED & REPLACED
102347,ROCKER COVER GASKET,REMOVED & REPLACED
102348,GASKETS,REPLACED
102349,REQUIRED,"REMOVED COWLNIG, RESET"
102350,ROCKER COVER GASKET,REMOVED & REPLACED
102351,,REMOVED & REPLACED
102352,,REMOVED & REPLACED
102353,,
102354,"GASKET, CK",REPLACED
102355,PROTECTION,
102356,THROTTLE INTERCONNECT,TIGHTENED
102357,"IDLE RPM,, CK, REQUIRED",ADJUSTED
102358,,REMOVED & REPLACED
102359,ROCKER COVER GASKET,REMOVED & REPLACED
102360,,REMOVED & REPLACED
102361,GASKET,REMOVED & REPLACED
102362,"CLAMPS, NEEDED",REPLACED
102363,INTAKE GASKET,REMOVED & REPLACED
102364,ROCKER COVER GASKET,REMOVED & REPLACED
102365,ROCKER COVER,REMOVED & REPLACED
102366,"CYL, INTAKE GASKET",REMOVED & REPLACED
102367,BAFFLE PLUGS,INSTALLED
102368,GASKET,REMOVED & REPLACED
102369,"BAFFLE TAB/RIVETS, BAFFLE",INSTALLED
102370,,
102371,INTAKE GASKET,REMOVED & REPLACED
102372,ROCKER COVER GASKET,REMOVED & REPLACED
102373,GASKET,REMOVED & REPLACED
102374,GASKET,REMOVED & REPLACED
102375,GASKET,REMOVED & REPLACED
102376,GASKETS,REMOVED & REPLACED
102377,,"REPLACED, TIE ROD"
102378,EXHAUST VALVE,STAKED
102379,,
102380,BAFFLE SCREW & WASHER,REPLACED
102381,INTAKE TUBE GASKET,INSTALLED
102382,"BAFFLES, INTAKE TUBE",REMOVE
102383,ROCKER COVER,INSTALLED
102384,OIL COOLER & INSTALLED,REMOVED
102385,,"REMOVED & REPLACED, ROCKER COVER GASKET"
102386,BAFFLE,
102387,ROCKER COVER GASKET,INSTALLED
102388,ROCKER COVER GASKETS,REMOVED & REPLACED
102389,INTAKE GASKET,REMOVED & REPLACED
102390,INTAKE GASKET,REMOVED & REPLACED
102391,GASKET,REMOVED & REPLACED
102392,ROCKER COVER GASKETS,REMOVED & REPLACED
102393,,REMOVED & REPLACED
102394,GASKET,REMOVED & REPLACED
102395,GASKET,REMOVED & REPLACED
102396,ROCKER COVER GASKETS,REMOVED & REPLACED
102397,INTAKE GASKETS,REMOVED & REPLACED
102398,INTAKE GASKETS,REMOVED & REPLACED
102399,ROCKER COVER GASKET,REMOVED & REPLACED
102400,ROCKER COVER GASKETS,REMOVED & REPLACED
102401,GASKET,REPLACED
102402,GASKET,REPLACED
102403,,FASTENED
102404,GASKETS,REPLACED
102405,,REPLACED
102406,BAFFLE SEAL,REMOVED & REPLACED
102407,INTAKE GASKET,REMOVED & REPLACED
102408,ROCKER COVER GASKET,REMOVED & REPLACED
102409,ROCKER COVER GASKETS,REMOVED & REPLACED
102410,A/C,"RAN, ROUGH"
102411,"A/C, IDLE",RAN
102412,"ROCKER COVERS, EXHAUST VALVES",REMOVED
102413,GASKET,REPLACED
102414,SEAL,"REPLACED, SECTION"
102415,ROCKER GASKETS,REPLACED
102416,BAFFLE,REMOVED & REPLACED
102417,ROCKER COVER GASKET,REMOVED & REPLACED
102418,INTAKE GASKETS,REMOVED & REPLACED
102419,GASKET,REPLACED
102420,W/ RIVETED PATCHES,REPAIRED
102421,ROCKER COVER GASKETS,REMOVED & REPLACED
102422,INTAKE GASKET,REMOVED & REPLACED
102423,ROCKER COVER GASKET,REMOVED & REPLACED
102424,INTAKE GASKET,REMOVED & REPLACED
102425,GASKET,REMOVED & REPLACED
102426,BAFFLE PLUG,INSTALLED
102427,ROCKER COVER GASKET,REMOVED & REPLACED
102428,"SCREW, GASKET",INSTALLED
102429,,
102430,BOTH SNIFFLE VALVES,CLEANED
102431,GASKETS,REMOVED & REPLACED
102432,INTAKE GASKET,REMOVED & REPLACED
102433,ROCKER COVER GASKET,REMOVED & REPLACED
102434,ROCKER COVER GASKETS,REMOVED & REPLACED
102435,"RIVETS, RIVETS","REMOVED, SHEARED"
102436,INTAKE GASKET,REMOVED & REPLACED
102437,ROCKER COVER GASKET,REMOVED & REPLACED
102438,INTAKE GASKET,REMOVED & REPLACED
102439,,RECONNECTED
102440,BAFFLE PATCH & PLUG,INSTALLED
102441,,REMOVED
102442,,"REMOVED, WRENCH"
102443,,
102444,INSTAKE GASKET,REMOVED & REPLACED
102445,ROCKER COVER GASKET,REMOVED & REPLACED
102446,A/C,STARTED
102447,GASKET,REMOVED & REPLACED
102448,GASKETS,REPLACED
102449,INTAKE GASKETS,REMOVED & REPLACED
102450,INTAKE GASKETS,REMOVED & REPLACED
102451,"PUSH ROD SEALS & RETAINER, PUSH ROD T",REPLACED
102452,ROCKER COVER GASKETS,REMOVED & REPLACED
102453,"ENGINE, 70",75
102454,BAFFLE SEAL,SECURED
102455,BAFFLE SEAL,SECURED
102456,"BAFFLE, OIL RE",REPOSITIONED
102457,,"REPLACED, SCREW"
102458,INTAKE GASKET,REMOVED & REPLACED
102459,,REMOVED & REPLACED
102460,"INTAKE GASKET, CLAMP",REMOVED & REPLACED
102461,BAFFLE REINFORCEMENT ANGLE,REMOVED & REPLACED
102462,DRAIN LINE,TIGHTENED
102463,"BAFFLE, BAFFLE SUPPORT & REINSTALLED",REMOVED
102464,GASKET,REPLACED
102465,,REMOVED & REPLACED
102466,INDUCTION GASKET,INSTALLED
102467,BAFFLE,
102468,BAFFLE SCREW,INSTALLED
102469,INTAKE GASKET,REMOVED & REPLACED
102470,ROCKER COVER GASKET,REMOVED & REPLACED
102471,BAFFLE,
102472,ROCKER COVER GASKETS,REMOVED & REPLACED
102473,INTAKE GASKETS & PRIMER,REMOVED & REPLACED
102474,RTV SILICONE,
102475,,"TIE ROD & RETURN, TIE ROD & RETURN"
102476,,"REMOVED, TIE ROD & FOUND"
102477,"A/C, DISCREP",RAN
102478,,
102479,GASKET,REPLACED
102480,,REPOSITIONED
102481,ROCKER COVER GASKETS,REMOVED & REPLACED
102482,GASKET,REPLACED
102483,GASKET,REPLACED
102484,INDUCTION TUBE GASKET,INSTALLED
102485,ROCKER COVER GASKET,REMOVED & REPLACED
102486,ROCKER COVER GASKETS,REMOVED & REPLACED
102487,,REPLACED
102488,BAFFLE,"PATCHED, RIGHT"
102489,,PATCHED
102490,,INSTALLED
102491,ENGINE,
102492,ROLLER TAPPETS,INSTALLED
102493,"ASSEMBLY OF ENGINE, MANUAL",
102494,CYLINDERS (MEASURE,HONED
102495,,INSTALLED
102496,CASE HALF,RETORQUE
102497,,"INSTALLED, SUMP"
102498,OIL COOLER,INSTALLED
102499,,REMOVED & REPLACED
102500,GASKET,REPLACED
102501,PLUG,REMOVED & REPLACED
102502,,REMOVED & REPLACED
102503,,
102504,,REMOVED & REPLACED
102505,ROCKER COVER GASKET,REMOVED & REPLACED
102506,INTAKE GASKET,REMOVED & REPLACED
102507,OPS CK GOOD,
102508,,REMOVED & REPLACED
102509,GASKETS,REMOVED & REPLACED
102510,GASKETS,REMOVED & REPLACED
102511,ROCKER GASKET,REMOVED & REPLACED
102512,CLAMPS,REMOVED & REPLACED
102513,ROCKER COVER GASKETS,REMOVED & REPLACED
102514,GASKET,REPLACED
102515,CK,REMOVED & REPLACED
102516,GASKET,REPLACED
102517,GASKET,REPLACED
102518,INTAKE GASKET,REMOVED & REPLACED
102519,ROCKER COVER GASKETS,REMOVED & REPLACED
102520,,"TIGHTENED, SCREW"
102521,PATCH,INSTALLED
102522,INTAKE GASKET,REMOVED & REPLACED
102523,ROCKER COVER GASKETS,REMOVED & REPLACED
102524,ROCKER COVER GASKETS,REMOVED & REPLACED
102525,GASKET,REMOVED & REPLACED
102526,CK,
102527,"INTAKE TUBE ATTACHMENT, OIL SUMP",SWAGED
102528,"BAFFLE, POSITION","SECURED, REQUIRED"
102529,CK,
102530,INTAKE GASKETS,REMOVED & REPLACED
102531,ROCKER COVER GASKETS,REMOVED & REPLACED
102532,GASKET,REMOVED & REPLACED
102533,ROCKER COVER GASKETS,REMOVED & REPLACED
102534,GASKET,REPLACED
102535,OIL COOLER,TIGHTENED
102536,INTAKE GASKET,REMOVED & REPLACED
102537,INTAKE GASKET,REMOVED & REPLACED
102538,,SEALED
102539,,SEPERATED
102540,"OIL RETURN LINE, BAFFLE CHAFI",
102541,A/C,STARTED
102542,ROCKER COVER GASKETS,REMOVED & REPLACED
102543,INTAKE GASKETS,REMOVED & REPLACED
102544,SCREWS,TIGHTENED
102545,,
102546,,REMOVED & REPLACED
102547,"BAFFLE SEAL, BAFFLE",RESECURED
102548,BOLT & WASHERS,INSTALLED
102549,ROCKER COVER GASKET,REMOVED & REPLACED
102550,STRIKER PLATES,INSTALLED
102551,CK,
102552,SCREWS,TIGHTENED
102553,W/ SERVICEABLE BAFFLE ASSY,REPLACED
102554,INTAKE GASKET,REMOVED & REPLACED
102555,,REMOVED & REPLACED
102556,,REMOVED & REPLACED
102557,"CK, CK",
102558,ROD,REMOVED & REPLACED
102559,OIL LINES & OIL COOLER,REMOVED
102560,ROCKER COVER GASKETS,REMOVED & REPLACED
102561,,"RESECURED, SCREW"
102562,,SECURED & TIGHTENED
102563,ROCKER COVER GASKETS & REPLACED,REMOVED
102564,INTAKE GASKETS,REMOVED & REPLACED
102565,PATCH,INSTALLED
102566,BAFFLE PLUG,REMOVED & REPLACED
102567,BOOT,REPLACED
102568,,
102569,BAFFLE,"INSTALLED, SCREW & WASHERS"
102570,ROCKER COVER GASKETS,REPLACED
102571,ROCKER COVER GASKET,REPLACED
102572,INTAKE GASKETS,REPLACED
102573,ROCKER COVER GASKETS,REPLACED
102574,BAFFLE TIE ROD,REMOVED & REPLACED
102575,,
102576,INTAKE GASKET,REPLACED
102577,,REPLACED
102578,INDUCTION TUBE GASKET,REMOVED & REPLACED
102579,,
102580,INTAKE GASKET,REMOVED & REPLACED
102581,CK,
102582,INTAKE TUBE ATTACHMENT,SWAGED
102583,"BAFFLE, SCREWS","ADJUSTED, TIGHTENED"
102584,GASKET,REMOVED & REPLACED
102585,,
102586,RIVET IN BAFFLE SEAL,INSTALLED
102587,ROCKER BOX COVERS,TIGHTENED
102588,BAFFLE SCREW & WASHER,REMOVED & REPLACED
102589,,"REPLACED, SCREW"
102590,,"TIGHTENED, SCREW"
102591,ROCKER COVER GASKETS,REMOVED & REPLACED
102592,PATCH,
102593,ROCKER COVER GASKET,REMOVED & REPLACED
102594,INDUCTION TUBE GASKET,REMOVED & REPLACED
102595,BAFFLE DOUBLER,INSTALLED
102596,INTAKE GASKETS,REMOVED & REPLACED
102597,ROCKER COVER GASKET,REMOVED & REPLACED
102598,"GASKET, CK",REPLACED
102599,PLUGS,REMOVED & REPLACED
102600,PATCH,
102601,FUEL LINE,TIGHTENED
102602,"CYL, INTAKE GASKETS",REMOVED & REPLACED
102603,,DETERMINED
102604,GASKET,REPLACED
102605,ROCKER COVER GASKET,REPLACED
102606,INTAKE GASKETS,REMOVED & REPLACED
102607,ROCKER COVER GASKETS,REMOVED & REPLACED
102608,GASKET,REPLACED
102609,ROCKER COVER GASKET,REMOVED & REPLACED
102610,"BAFFLE, RIVET",REMOVED
102611,GASKETS,REPLACED
102612,,
102613,ROCKER COVER GASKETS,REMOVED & REPLACED
102614,ROCKER COVER GASKETS,REMOVED & REPLACED
102615,ROCKER COVER GASKETS,REMOVED & REPLACED
102616,GASKET,REMOVED & REPLACED
102617,INTAKE GASKETS,REMOVED & REPLACED
102618,ROCKER COVERS,REMOVED & REPLACED
102619,"DUPLICATE, DISCREP",COULD
102620,GASKET,REPLACED
102621,INTAKE GASKETS,REMOVED & REPLACED
102622,ROCKER COVER GASKET,REMOVED & REPLACED
102623,"SCREWS, CYL, BAFFLE",TIGHTENED
102624,COWL SEAL,RESECURED
102625,GASKET,REPLACED
102626,GASKET,REMOVED & REPLACED
102627,GASKET,REMOVED & REPLACED
102628,GASKET,REMOVED & REPLACED
102629,GASKET,REMOVED & REPLACED
102630,HARDWARE,INSTALLED
102631,GASKET,INSTALLED
102632,,REMOVED & REPLACED
102633,ROCKER COVER GASKET,REMOVED & REPLACED
102634,HOLE PATCH,INSTALLED
102635,SCREWS,INSTALLED
102636,ROCKER COVER GASKETS,REMOVED & REPLACED
102637,ROCKER COVER GASKET,REMOVED & REPLACED
102638,A/C,STARTED
102639,GASKET,REMOVED & REPLACED
102640,GASKET,REMOVED & REPLACED
102641,"ROCKER COVER GASKET, CK",REMOVED & REPLACED
102642,,
102643,,REMOVED & REPLACED
102644,,"REMOVED & REPLACED, ROCKER COVER GASKET"
102645,BAFFLE SCREW,REMOVED & REPLACED
102646,BOTTOM RIGHT SIDE BAFFLE SEAL,SECURED
102647,,REMOVED & REPLACED
102648,HOLE,DRILLED
102649,GASKETS,REMOVED & REPLACED
102650,INTAKE GASKET,REPLACED
102651,BAFFLE PLUG,REPLACED
102652,ROCKER COVER GASKETS,REPLACED
102653,ROCKER COVERS,REMOVED
102654,,
102655,INTAKE GASKET,REPLACED
102656,ROCKER COVER GASKETS,REPLACED
102657,,
102658,INTAKE GASKETS,REMOVED & REPLACED
102659,,"REMOVED & REPLACED, TIE ROD"
102660,"INTAKE GASKETS, CYL",REMOVED & REPLACED
102661,VALVE COVER GASKETS,REMOVED & REPLACED
102662,VALVE COVER GASKETS,REMOVED & REPLACED
102663,ROCKER COVER GASKETS,REMOVED & REPLACED
102664,INTAKE GASKET,REMOVED & REPLACED
102665,INTAKE GASKET,REMOVED & REPLACED
102666,ROCKER COVER GASKET,REMOVED & REPLACED
102667,INTAKE GASKET,REMOVED & REPLACED
102668,ROCKER COVER GASKETS,REMOVED & REPLACED
102669,INTAKE GASKET,REPLACED
102670,,REMOVED & REPLACED
102671,INTAKE GASKET,REMOVED & REPLACED
102672,"CYL, ROCKER COVER GASKETS",REMOVED & REPLACED
102673,ROCKER COVER GASKETS,REMOVED & REPLACED
102674,GASKET,REMOVED & REPLACED
102675,INTAKE GASKET,REMOVED & REPLACED
102676,BAFFLE PLUG,INSTALLED
102677,RIVETS,INSTALLED
102678,BAFFLE SCREW,REMOVED & REPLACED
102679,ROCKER COVER GASKETS,REMOVED & REPLACED
102680,A/C,STARTED
102681,START,ASSISTED
102682,START,ASSISTED
102683,PILOT,ASSISTED
102684,INTAKE GASKET,REMOVED & REPLACED
102685,ROCKER COVER GASKETS,REMOVED & REPLACED
102686,ROCKER COVER GASKETS,REMOVED & REPLACED
102687,,
102688,CRACKED ANGLE BRACKET,REMOVED & REPLACED
102689,"INTAKE GASKETS, CYLS",REMOVED & REPLACED
102690,"INTAKE GASKETS, CYLS",REMOVED & REPLACED
102691,DAMAGED RIVET,REMOVED & REPLACED
102692,"ROCKER COVER GASKETS, CYLS",REMOVED & REPLACED
102693,"ROCKER COVER GASKETS, CYLS",REMOVED & REPLACED
102694,VALVE,"UPON, INSP"
102695,ROCKER COVER GASKET,REMOVED & REPLACED
102696,INTAKE TUBE,REMOVED & REPLACED
102697,BAFFLE SUPPORT BRACKET,FABRICATED
102698,,"REMOVED & REPLACED, RIVETS"
102699,CONNECTION,INSTALLED
102700,,
102701,,
102702,ROCKER COVER GASKET,REMOVED & REPLACED
102703,A/C,STARTED
102704,INTAKE GASKET,REMOVED & REPLACED
102705,ROCKER COVER GASKETS,REMOVED & REPLACED
102706,SUPPORT BRACKET,REMOVED & REPLACED
102707,CARD,DOWNLOADED
102708,GASKETS,REMOVED & REPLACED
102709,GASKETS,REMOVED & REPLACED
102710,INTAKE GASKET,REMOVED & REPLACED
102711,,REMOVED & REPLACED
102712,ROCKER COVER GASKETS,REMOVED & REPLACED
102713,A/C,RAN
102714,ROCKER COVER GASKET,REMOVED & REPLACED
102715,VALVES,CLEANED
102716,GASKET,REPLACED
102717,GASKET,REMOVED & REPLACED
102718,ROCKER COVER GASKET,REMOVED & REPLACED
102719,INTAKE GASKET,REMOVED & REPLACED
102720,ROCKER COVER GASKET,REMOVED & REPLACED
102721,,REPLACED
102722,,"CLEANED, SMALL, SCRATCH"
102723,BAFFLE,REMOVED & REPLACED
102724,GASKETS,REMOVED & REPLACED
102725,GASKETS,REMOVED & REPLACED
102726,INTAKE GASKET,REMOVED & REPLACED
102727,ROCKER COVER GASKET,REMOVED & REPLACED
102728,INTAKE GASKET,REPLACED
102729,"GASKET, INTAKE TUBE",REPLACED
102730,"A/C, CK","RAN, STILL"
102731,"ROCKER COVER & TRIED, EXHAUST VALVE",REMOVED
102732,"DISASSEMBLY, INTAKE & EXHAUST T",
102733,"REMOVAL, CYL, EXHAUST VA",REMOVED & REPLACED
102734,"LIFTERS, ROD T",REINSTALLED
102735,BAFFLE,INSTALLED
102736,GROMMET,"REMOVED & REPLACED, SMALL"
102737,GASKET,REMOVED & REPLACED
102738,"GASKETS, CK",REPLACED
102739,"ROCKER COVER GASKET, CK",REPLACED
102740,BAFFLE,INSTALLED
102741,INTAKE GASKET,REMOVED & REPLACED
102742,ROCKER COVER GASKETS,REMOVED & REPLACED
102743,BAFFLE SUPPORT,REMOVED & REPLACED
102744,ROCKER COVER GASKETS,REMOVED & REPLACED
102745,,
102746,ROCKER COVER GASKET,REMOVED & REPLACED
102747,INTAKE GASKET,REMOVED & REPLACED
102748,ROCKER COVER GASKET,REMOVED & REPLACED
102749,ROCKER COVER GASKETS,REMOVED & REPLACED
102750,GASKET,REPLACED
102751,INTAKE GASKET,REMOVED & REPLACED
102752,ROCKER COVER GASKETS,REMOVED & REPLACED
102753,ROCKER COVER GASKETS,REMOVED & REPLACED
102754,INTAKE GASKETS,REMOVED & REPLACED
102755,INTAKE GASKET,REMOVED & REPLACED
102756,ROCKER COVER GASKET,REMOVED & REPLACED
102757,GASKETS,REPLACED
102758,BAFFLE PLUGS,INSTALLED
102759,,INSPECTED
102760,BAFFLE PLUG,REMOVED & REPLACED
102761,ROCKER COVER GASKET,REMOVED & REPLACED
102762,BAFFLE SEAL,SECURED
102763,,REMOVED & REPLACED
102764,ROCKER COVER GASKETS,REMOVED & REPLACED
102765,A/C,STARTED
102766,ROCKER COVER GASKETS,REMOVED & REPLACED
102767,CK,
102768,"CYL, ROCKER COVER GASKETS",REMOVED & REPLACED
102769,GASKET,REMOVED & REPLACED
102770,SCREWS,TIGHTENED
102771,"CYL, INTAKE GASKET",REMOVED & REPLACED
102772,,"REATTACHED, RUBBER BAFFLE SEAL"
102773,GASKET,REMOVED & REPLACED
102774,"TEMP, BAFFLE PATCH",
