IDENT,PROBLEM,PROBLEM_TYPE,LOCATION,PROBLEM_PART,TAGGEDPROBLEM,EFFECT,ACTION,ACTION_TYPE,INSTALL/REPLACE WITH,ACTION_PART,TAGGEDACTION,CAUSE
101836,#2 ROCKER COVER LEAKING.,OK,#2,ROCKER COVER,LEAKING,,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
101837,#2 INDUCTION TUBE GASKET LEAKING.,OK,#2,INDUCTION TUBE GASKET,LEAKING,,INSTALLED NEW INDUCTION TUBE GASKET.,,NEW,INDUCTION TUBE GASKET,INSTALLED,
101838,#4 INDUCTION TUBE GASKET LEAKING.,OK,#4,INDUCTION TUBE GASKET,LEAKING,,INSTALLED NEW INDUCTION TUBE GASKET.,,NEW,INDUCTION TUBE GASKET,INSTALLED,
101839,R/H ENGINE REACHED 2770 RPM ON TAKE OFF.,OK,R/H ENGINE,,RPM,,2770 RPM IS BELOW LYCOMING OVERSPEED THRESHOLD.,,,RPM,CHECK,
101840,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
101841,SCREW MISSING ON #2 ROCKER COVER.,OK,#2,ROCKER COVER SCREW,MISSING,,REPLACED SCREW.,,,SCREW,REPLACED,
101842,#3 & 4 ROCKER COVER LEAKING.,OK,#3 & 4,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101843,#3 & 1 CYLINDER INTAKE GASKETS LEAKING.,OK,#3 & 1 CYLINDER,INTAKE GASKETS,LEAKING,,REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REPLACED,
101844,CRACK IN FORWARD BAFFLE CENTER.,OK,FORWARD,BAFFLE CENTER,CRACK,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
101845,FORWARD LOWER BAFFLE SEAL LOOSE.,OK,FORWARD LOWER,BAFFLE SEAL,LOOSE,,RESECURED BAFFLE SEAL.,,,BAFFLE SEAL,RESECURED,
101846,CYLINDER #2 INTAKE GASKET LEAKING.,OK,CYLINDER #2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101847,ROCKER COVER GASKETS CYLINDER #1 & 2 LEAKING.,OK,CYLINDER #1 & 2,ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101848,FORWARD L/H ENGINE BAFFLE CRACKED FROM HEAT AIR INTAKE DOWN.,OK,FORWARD L/H ENGINE,BAFFLE,CRACKED,,"REMOVED BAFFLE, FABRICATED PATCH OF LIKE MATERIAL. RIVE",,LIKE MATERIAL,"BAFFLE, PATCH","REMOVED, FABRICATED, RIVE",
101849,#2 ROCKER COVER GASKET LEAKING.,OK,#2,ROCKER COVER GASKET,LEAKING,,TIGHTENED ROCKER SCREWS.,,,ROCKER SCREWS,TIGHTENED,
101850,ROCKER COVER GASKET FROM CYLINDER #2 LEAKING.,OK,CYLINDER #2,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
101851,OIL COOLER HAS A GAP FROM COWLING & BOX ON BOTTOM.,OK,BOTTOM,OIL COOLER,GAP,,APPLIED HIGH TEMPERATURE SILICONE SEALANT.,,HIGH TEMPERATURE,SILICONE SEALANT,APPLIED,
101852,EXHAUST GAS TEMPERATURE CYLINDER #1 CLAMP LOOSE.,OK,EXHAUST GAS TEMPERATURE CYLINDER #1,CLAMP,LOOSE,,TIGHTENED CLAMP & SECURED WITH SAFETY WIRE.,,,CLAMP,TIGHTENED & SECURED,
101853,#3 ROCKER COVER LEAKING.,OK,#3,ROCKER COVER,LEAKING,,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
101854,#2 & 4 ROCKER COVER LEAKING.,OK,#2 & 4,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101855,#4 ROCKER COVER GASKET TORN.,OK,#4,ROCKER COVER GASKET,TORN,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
101856,#4 INTAKE LEAKING.,OK,#4,INTAKE,LEAKING,,REMOVED & REPLACED #4 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101857,L/H ENGINE BAFFLE SEAL RIVETS LOOSE.,OK,L/H ENGINE,BAFFLE SEAL RIVETS,LOOSE,,REMOVED RIVETS & REINSTALLED NEW.,,NEW,RIVETS,REMOVED & REINSTALLED,
101858,R/H REAR ENGINE BAFFLE MOUNTING SCREW MISSING & BRACKET RIVE,OK,R/H REAR ENGINE,"BAFFLE MOUNTING SCREW, BRACKET RIVE",MISSING,,REMOVED BAFFLE & REATTACHED BRACKET. REPLACED MISSING S,,,"BAFFLE, BRACKET, SCREW","REMOVED & REATTACHED , REPLACED",
101859,INTAKE GASKETS #1 & 3 LEAKING.,OK,#1 & 3,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
101860,CYLINDER #4 BAFFLE PLUG TEETH ARE BROKEN.,OK,CYLINDER #4,BAFFLE PLUG TEETH,BROKEN,,REMOVED & REPLACED BAFFLE PLUG.,,,BAFFLE PLUG,REMOVED & REPLACED,
101861,"ROCKER COVER GASKETS ON CYLINDER #3, 4 LEAKING.",OK,"CYLINDER #3, 4",ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101862,#3 INTAKE GASKET IS LEAKING.,OK,#3,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
101863,#1 SIDE BAFFLE CRACKED.,OK,#1 SIDE,BAFFLE,CRACKED,,REPAIRED WITH RIVETED PATCH.,,,PATCH,REPAIRED,
101864,#3 & 4 ROCKER GASKETS LEAKING.,OK,#3 & 4,ROCKER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101865,#4 INTAKE TUBE LEAKING.,OK,#4,INTAKE TUBE,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101866,#3 INTAKE LEAKING ON R/H ENGINE.,OK,#3 ON R/H ENGINE,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
101867,HARDWARE MISSING ON L/H ENGINE #2 CYLINDER.,OK,L/H ENGINE #2 CYLINDER,HARDWARE,MISSING,,INSTALLED NEW HARDWARE.,,NEW,HARDWARE,INSTALLED,
101868,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,OK,2 & 4 ON R/H ENGINE,INTAKES,LEAKING,,REMOVED & REPLACED #2 & 4 INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101869,MUFFLER HEAT MUFF CRACKED.,OK,MUFFLER,HEAT MUFF,CRACKED,,STOP DRILLED CRACK & REINSTALLED.,,,DRILLED CRACK,STOP & REINSTALLED,
101870,FAILS MIXTURE CHECK - NO RPM RISE.,OK,,MIXTURE,FAILS,,ADJUSTED IDLE SPEED & MIXTURE TO SPECS. OPS CHECK GOOD.,,,"IDLE SPEED & MIXTURE , OPS","ADJUSTED , CHECK",
101871,INTAKE GASKETS CYLINDER #2 & 4 LEAKING.,OK,CYLINDER #2 & 4,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101872,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101873,#2 INDUCTION TUBE GASKET LEAKING.,OK,#2,INDUCTION TUBE GASKET,LEAKING,,INSTALLED NEW INDUCTION TUBE GASKET.,,NEW,INDUCTION TUBE GASKET,INSTALLED,
101874,BOTH BAFFLE PLUGS BAD.,OK,BOTH,BAFFLE PLUGS,BAD,,REMOVED & REPLACED BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
101875,#3 ROCKER COVER LEAKING.,OK,#3,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
101876,ROCKER COVER GASKET FROM CYLINDER #2 LEAKING.,OK,CYLINDER #2,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101877,#3 INDUCTION TUBE GASKET LEAKING.,OK,#3,INDUCTION TUBE GASKET,LEAKING,,REPLACED INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
101878,R/H REAR ENGINE BAFFLE MOUNTING SCREW MISSING.,OK,R/H REAR ENGINE,BAFFLE MOUNTING SCREW,MISSING,,INSTALLED NEW SCREW.,,NEW,SCREW,INSTALLED,
101879,"RAN SMOOTHLY AFTER ENGINE START LEAN PROCEDURE, THEN RAN VER",DIFFICULT,,,,,"RAN A/C & FOUND ENGINE RUNNING EXTREMELY ROUGH, INTERMI",,,"A/C, ENGINE","RAN , FOUND",ENGINE RUNNING EXTREMELY ROUGH
101880,"RAN SMOOTHLY AFTER ENGINE START LEAN PROCEDURE, THEN RAN VER",DIFFICULT,,,,,"INSTALLED NEW GASKETS & SEALS, AS WELL AS, #2 CYLINDER VALVE",,NEW,"GASKETS, SEALS, VALVE",INSTALLED,
101881,"RAN SMOOTHLY AFTER ENGINE START LEAN PROCEDURE, THEN RAN VER",DIFFICULT,,,,,"REMOVED INJECTOR NOZZLES, CLEANED & REINSTALLED. PERFOR",,,INJECTOR NOZZLES,"REMOVED, CLEANED & REINSTALLED",
101882,#3 AFT BAFFLE CRACKED.,OK,#3 AFT,BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
101883,#2 & 3 INTAKE GASKETS LEAKING.,OK,#2 & 3,INTAKE GASKETS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
101884,R/H & L/H VALVE COVERS LEAKING.,OK,R/H & L/H,VALVE COVERS,LEAKING,,"INSTALLED ALL NEW VALVE COVERS, BOTH ENGINES.",,NEW,VALVE COVERS,INSTALLED,
101885,L/H ENGINE OIL COOLER TO ENGINE LIFTING EYE BRACKET BROKEN.,OK,L/H ENGINE,OIL COOLER TO ENGINE LIFTING EYE BRACKET,BROKEN,,INSTALLED SERVICEABLE BRACKET.,,SERVICEABLE,BRACKET,INSTALLED,
101886,R/H ENGINE LIFTING EYE BOLT LEAKING OIL.,OK,R/H ENGINE,LIFTING EYE BOLT,LEAKING,,"REMOVED BOLT, CLEAN & SEALANT APPLIED. REASSEMBLED.",,,"BOLT, SEALANT","REMOVED, CLEAN & APPLIED, REASSEMBLED",
101887,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101888,R/H ENGINE #4 CYLINDER BAFFLE BRACE NEEDS TO BE REMOVED FOR CAN O,OK,R/H ENGINE #4 CYLINDER,BAFFLE BRACE,NEED PROBLEM,,INSTALLED NEW BRACE.,,NEW,BRACE,INSTALLED,
101889,R/H ENGINE #4 CYLINDER BAFFLE BRACE NEEDS TO BE REMOVED FOR CAN O,OK,R/H ENGINE #4 CYLINDER,BAFFLE BRACE,NEED PROBLEM,,REMOVED BRACE AS SERVICEABLE. PART ON ORDER.,,,BRACE,REMOVED,
101890,AUTO RELIGHT DEFERRED.,DIFFICULT,,,,,SEE,,,,,
101891,LEFT ENGINE WOULD NOT START. ATTEMPTED NORMAL & FLOODED.,OK,LEFT ENGINE,,WOULD NOT START,,"PERFORMED NORMAL ENGINE START, NO DISCREPANCY NOTED. L/",,,ENGINE,START,
101892,L/H BAFFLE PLUG DAMAGED.,OK,L/H,BAFFLE PLUG,DAMAGED,,INSTALLED NEW PLUG.,,NEW,PLUG,INSTALLED,
101893,CYLINDER #2 BAFFLE SCREW IS MISSING.,OK,CYLINDER #2,BAFFLE SCREW,MISSING,,INSTALLED NEW SCREW.,,NEW,SCREW,INSTALLED,
101894,ENGINE HESITATION/ROUGHNESS 30 SEC AFTER TAKEOFF. NO FURTHER,OK,ENGINE,,HESITATION/ROUGHNESS,,"RAN A/C, DID NOT NOTICE ANY ROUGHNESS OR HESTITATION.",,,A/C,RAN,
101895,ALL VALVE COVERS LEAKING.,OK,ALL,VALVE COVERS,LEAKING,,INSTALLED ALL NEW VALVE COVER GASKETS.,,NEW,VALVE COVER GASKETS,INSTALLED,
101896,#2 & 4 INTAKES LEAKING.,OK,#2 & 4,INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101897,CYLINDER #2 & 3 ROCKER COVERS ARE LEAKING.,OK,CYLINDER #2 & 3,ROCKER COVERS,LEAKING,,INSTALLED NEW ROCKER COVER GASKETS.,,NEW,ROCKER COVER GASKETS,INSTALLED,
101898,#3 INDUCTION TUBE GASKET LEAKING.,OK,#3,INDUCTION TUBE GASKET,LEAKING,,INSTALLED NEW #3 INDUCTION TUBE GASKET.,,NEW,INDUCTION TUBE GASKET,INSTALLED,
101899,#2 & 4 INTAKE GASKETS ARE LEAKING.,OK,#2 & 4,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED GASKETS WITH NEW.,,NEW,GASKETS,REMOVED & REPLACED,
101900,"LEAKING INTAKE GASKET, CYLINDER #2.",OK,CYLINDER #2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101901,"LEAKING ROCKER COVER GASKET, CYLINDER #4.",OK,CYLINDER #4,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
101902,ENGINE RPM OF 2720.,OK,ENGINE,,RPM,,"C/W LYCOMING , LESS THAN 5% REQUIREMENTS. NO FUR",,,LYCOMING,CHECKED/WITNESSED,
101903,CYLINDER #3 ROCKER COVER GASKET IS LEAKING.,OK,CYLINDER #3,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED CYLINDER #3 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
101904,CRANKSHAFT SEAL APPEARS TO BE LEAKING.,OK,,CRANKSHAFT SEAL,LEAKING,,"REMOVED COWL, LEAK CHECK GOOD. REINSTALLED COWL.",,,"COWL, LEAK","REMOVED & REINSTALLED , CHECK",
101905,CRANKSHAFT SEAL APPEARS TO BE LEAKING.,OK,,CRANKSHAFT SEAL,LEAKING,,REMOVED SAFETY WIRE FROM PROP BOLTS. CLEANED AREA. RAN,,,"SAFETY WIRE, PROP BOLTS, AREA, A/C","REMOVED, CLEANED, RAN",
101906,CRANKSHAFT SEAL APPEARS TO BE LEAKING.,OK,,CRANKSHAFT SEAL,LEAKING,,REMOVED PROP. FOUND CRANKSHAFT SEAL TO BE LEAKING. REMO,,,"PROP, CRANKSHAFT SEAL","REMOVED, REMOVED",
101907,CYLINDER #2 & 4 INTAKE GASKETS LEAKING.,OK,CYLINDER #2 & 4,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101908,"CYLINDER #3 AFT BAFFLE SCREW IS TIGHT, BUT BAFFLE IS LOOSE.",OK,CYLINDER #3 AFT,"BAFFLE SCREW, BAFFLE","TIGHT, LOOSE",,"REMOVED OIL FILLER TUBE, REMOVED SCREW. TAPPED HOLE & C",,,"OIL FILLER TUBE & SCREW , HOLE","REMOVED, TAPPED",
101909,CYLINDER #4 INTAKE GASKET LEAKING.,OK,CYLINDER #4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED CYLINDER #4 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101910,"ROCKER COVER GASKETS LEAKING, CYLINDER #2 & 3.",OK,CYLINDER #2 & 3,ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101911,#4 INTAKE LEAKING.,OK,#4,INTAKE,LEAKING,,REMOVED & REPLACED #4 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101912,#2 & 4 INTAKES LEAKING.,OK,#2 & 4,INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101913,ENGINE BAFFLE PLUGS BAD.,OK,ENGINE,BAFFLE PLUGS,BAD,,INSTALLED NEW BAFFLE PLUGS.,,NEW,BAFFLE PLUGS,INSTALLED,
101914,R/H REAR ENGINE BAFFLE MOUNT SCREW LOOSE.,OK,R/H REAR ENGINE,BAFFLE MOUNT SCREW,LOOSE,,RETIGHTENED SCREW.,,,SCREW,RETIGHTENED,
101915,L/H BAFFLE TIE BROKEN.,OK,L/H,BAFFLE TIE,BROKEN,,INSTALLED NEW BAFFLE TIE.,,NEW,BAFFLE TIE,INSTALLED,
101916,"CYLINDER #2, 3 ROCKER COVER GASKETS LEAKING.",OK,"CYLINDER #2, 3",ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101917,CENTER AFT ENGINE BAFFLE CRACKED.,OK,CENTER AFT ENGINE,BAFFLE,CRACKED,,"REMOVED BAFFLE, DRILLED OUT RIVETS & REMOVED CRACKED PO",,,"BAFFLE, RIVETS, CRACK","REMOVED , DRILLED OUT & REMOVED",
101918,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
101919,#2 INTAKE GASKET IS LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
101920,#2 CYLINDER COMPERSSION READING LOW.,OK,#2 CYLINDER,,COMPRESSION,,"STAKED INTAKE VALVE, COMPRESSION NOW 76/80.",,,"INTAKE VALVE, COMPRESSION","STAKED, NOW",
101921,"#1, 2 & 4 INTAKES LEAKING.",OK,"#1, 2 & 4",INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101922,#4 INTAKE GASKET LEAKING.,OK,#4,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
101923,#2 & 4 CYLINDER ROCKER COVER SCREWS ARE LOOSE.,OK,#2 & 4 CYLINDER,ROCKER COVER SCREWS,LOOSE,,TIGHTENED SCREWS.,,,SCREWS,TIGHTENED,
101924,L/H BAFFLE PLUG HOLE IS ELONGATED.,OK,L/H,BAFFLE PLUG HOLE,ELONGATED,,INSTALLED BAFFLE PLUG DOUBLER.,,,BAFFLE PLUG DOUBLER,INSTALLED,
101925,CYLINDER #2 INTAKE GASKET IS LEAKING.,OK,CYLINDER #2,INTAKE GASKET,LEAKING,,INSTALLED NEW GASKET ON #2 INTAKE FLANGE.,,NEW,GASKET,INSTALLED,
101926,CYLINDER #3 ROCKER COVER GASKET LEAKING.,OK,CYLINDER #3,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
101927,#2 & 4 ROCKER COVER GASKETS ARE LEAKING.,OK,#2 & 4,ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
101928,#2 CYLINDER INTAKE LEAKS.,OK,#2 CYLINDER,INTAKE,LEAKS,,REPLACED GASKET.,,,GASKET,REPLACED,
101929,#1 CYLINDER HAS LOW COMPRESSION.,OK,#1 CYLINDER,,COMPRESSION,,LEAK CHECK GOOD.,,,LEAK,CHECK,
101930,#1 CYLINDER HAS LOW COMPRESSION.,OK,#1 CYLINDER,,COMPRESSION,,SERVICED WITH MINERAL OIL.,,,MINERAL OIL,SERVICED,
101931,"INTAKE 2, 3 & 4 LEAKING.",OK,"2, 3 & 4",INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101932,ENGINE BAFFLE PLUGS DAMAGED.,OK,ENGINE,BAFFLE PLUGS,DAMAGED,,REMOVED & REPLACED BOTH ENGINE BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
101933,#1 CYLINDER HAS LOW COMPRESSION.,OK,#1 CYLINDER,,COMPRESSION,,BORESCOPED ENGINE & FOUND EXHAUST VALVE BURNED.,,,"ENGINE, EXHAUST VALVE",BORESCOPED & FOUND,EXHAUST VALVE BURNED
101934,#1 CYLINDER HAS LOW COMPRESSION.,OK,#1 CYLINDER,,COMPRESSION,,REMOVED CYLINDER #1. REMOVED PISTON. INSTALLED NEW PISTON. I,,NEW,"CYLINDER, PISTON, PISTON","REMOVED, REMOVED, INSTALLED",
101935,#1 CYLINDER HAS LOW COMPRESSION.,OK,#1 CYLINDER,,COMPRESSION,,"REMOVED AIR INTAKE PIPE. REMOVED EXHAUST, REMOVED #1 RO",,,"AIR INTAKE PIPE, EXHAUST, RO",REMOVED,
101936,CYLINDER #1 & 3 SIDE BAFFLE IS CRACKED.,OK,CYLINDER #1 & 3 SIDE ,BAFFLE,CRACKED,,"FABRICATED PATCH OF LIKE MATERIAL, INSTALLED USING EXIS",,LIKE MATERIAL,PATCH,FABRICATED & INSTALLED,
101937,CYLINDER #2 EXHAUST TUBE ELBOW TOP BOLT NEEDS TO BE RECOTTER PINN,OK,"CYLINDER #2, TOP ",EXHAUST TUBE ELBOW BOLT,NEED PROBLEM,,REMOVED & REPLACED LOOSE COTTER PIN.,,,COTTER PIN,REMOVED & REPLACED,
101938,CYLINDER #1 ROCKER COVER GASKET LEAKING.,OK,CYLINDER #1,ROCKER COVER GASKET,LEAKING,,REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REPLACED,
101939,"ROCKER COVER GASKETS, CYLINDER #2 & 4, LEAKING.",OK,CYLINDER #2 & 4,ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101940,AFT BAFFLE SUPPORT CYLINDER #3 HAS SHEARED RIVET.,OK,AFT BAFFLE SUPPORT CYLINDER #3,BAFFLE RIVET,SHEARED,,"REMOVED BAFFLE, INSTALLED NEW RIVETS, REINSTALLED BAFFL",,NEW,"BAFFLE,RIVETS,BAFFL","REMOVED,INSTALLED,REINSTALLED",
101941,"BAFFLING CRACKED, R/H ENGINE BY #4 CYLINDER.",OK,R/H ENGINE BY #4 CYLINDER,BAFFLING,CRACKED,,STOP DRILLED CRACKED BAFFLE.,,,BAFFLE,STOP DRILLED,
101942,CYLINDER #3 ROCKER COVER GASKET LEAKING.,OK,CYLINDER #3,ROCKER COVER GASKET,LEAKING,,INSTALLED NEW GASKET.,,NEW,GASKET,INSTALLED,
101943,L/H COOLING BAFFLE CONNECTING ROD BROKEN.,OK,L/H,COOLING BAFFLE CONNECTING ROD,BROKEN,,INSTALLED NEW CONNECTING ROD ON COOLING BAFFLE.,,NEW,CONNECTING ROD,INSTALLED,
101944,R/H CYLINDER COOLING BAFFLE CONTACTING OIL RETURN LINE.,OK,R/H CYLINDER,COOLING BAFFLE,CONTACTING,,"TIGHTENED BAFFLE CONNECTING ROD, NO DAMAGE TO OIL RETUR",,,"BAFFLE CONNECTING ROD, OIL RETURN",TIGHTENED,
101945,CYLINDER #2 INTAKE GASKET LEAKING.,OK,CYLINDER #2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101946,"CYLINDER #2, 4 ROCKER COVER GASKETS LEAKING.",OK,"CYLINDER #2, 4",ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101947,FORWARD CENTER ENGINE BAFFLE CRACKED.,OK,FORWARD CENTER ENGINE,BAFFLE,CRACKED,,"REMOVED DAMAGED BAFFLE SECTION, FABRICATED NEW SECTION",,NEW,BAFFLE SECTION,"REMOVED, FABRICATED",
101948,"CYLINDER #2, 3 & 4 ROCKER COVER GASKETS LEAKING.",OK,"CYLINDER #2, 3 & 4",ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
101949,#2 ROCKER COVER LEAKING.,OK,#2,ROCKER COVER,LEAKING,,REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REPLACED,
101950,HARDWARE MISSING ON R/H REAR BAFFLE.,OK,R/H REAR,BAFFLE HARDWARE,MISSING,,INSTALLED NEW HARDWARE.,,NEW,HARDWARE,INSTALLED,
101951,#2 INDUCTION TUBE GASKET LEAKING.,OK,#2,INDUCTION TUBE GASKET,LEAKING,,INSTALLED NEW #2 INDUCTION TUBE GASKET.,,NEW,INDUCTION TUBE GASKET,INSTALLED,
101952,R/H BAFFLE SEAL BY PROP GOVERNOR LOOSE.,OK,R/H,BAFFLE SEAL,LOOSE,,RIVETED BAFFLE SEAL BACK ONTO BAFFLE.,,,BAFFLE SEAL,RIVETED,
101953,#2 & 4 INTAKE LEAKING.,OK,#2 & 4,INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101954,INTAKE GASKET CYLINDER #4 LEAKING.,OK,CYLINDER #4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
101955,INTAKE GASKETS CYLINDER #1 & 3 LEAKING.,OK,CYLINDER #1 & 3,INTAKE GASKETS,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
101956,"ROCKER COVER GASKETS CYLINDER #3, 4, 1 LEAKING.",OK,"CYLINDER #3, 4, 1",ROCKER COVER GASKETS,LEAKING,,REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REPLACED,
101957,R/H AFT BAFFLING RIVETS SHEARED.,OK,R/H AFT,BAFFLING RIVETS,SHEARED,,"REMOVED BAFFLING, DRILLED OUT BROKEN RIVETS. REPLACED B",,,"BAFFLING, RIVETS","REMOVED, DRILLED OUT, REPLACED",
101958,#3 CYLINDER LOWER SPARK PLUG BOSS THREADS DAMAGED.,OK,#3 CYLINDER LOWER ,SPARK PLUG BOSS THREADS,DAMAGED,,"CLEANED THREADS WITH 18MM TAP, INSPECTED THREADS, THREADS",,,THREADS,CLEANED & INSPECTED,
101959,R/H BAFFLE PLUG WORN.,OK,R/H,BAFFLE PLUG,WORN,,REMOVED & REPLACED R/H BAFFLE PLUG.,,,BAFFLE PLUG,REMOVED & REPLACED,
101960,L/H FORWARD BAFFLE IS CRACKED.,OK,L/H FORWARD,BAFFLE,CRACKED,,REMOVED & REPLACED BAFFLE.,,,BAFFLE,REMOVED & REPLACED,
101961,L/H FORWARD ENGINE BAFFLE CRACKED AT CORNER.,OK,L/H FORWARD ENGINE,BAFFLE,CRACKED,,STOP DRILLED END OF CRACK.,,,DRILLED END,STOP,
