IDENT,PROBLEM,TYPE,LOCATION,PART,TAGEDPROBLEM,ACTION,TYPE,WITH,INSTALL TYPE,ACTIONPART,TAGGEDACTION,CAUSE
100740,A/C WON'T START.,Ok,,A/C,WON'T START,"ATTEMPTED TO START A/C FOR PILOT, BATTERY WAS DEAD.",,,,A/C,START,BATTERY WAS DEAD
100741,A/C WON'T START.,Ok,,A/C,WON'T START,"ATTEMPT TO START A/C FOR PILOT, BATTERY WAS DEAD. LINE",,,,A/C,START,BATTERY WAS DEAD
100742,INTAKE 3 & 4 LEAKING ON R/H ENGINE.,Ok,3 & 4 R/H ENGINE,INTAKE,LEAKING,REPLACED #3 & 4 R/H INTAKE GASKETS.,,,,INTAKE GASKET,REPLACED,
100743,INTAKES 3 & 4 LEAKING ON L/H ENGINE.,Ok,L/H ENGINE #3 & 4,INTAKE,LEAKING,REPLACED L/H ENGINE #3 & 4 INTAKE GASKETS.,,,,INTAKE GASKET,REPLACED,
100744,R/H SIDE ENGINE BAFFLE HARDWARE MISSING.,Ok,R/H SIDE ENGINE,BAFFLE HARDWARE,MISSING,INSTALLED NEW HARDWARE ON R/H BAFFLE.,,,NEW,HARDWARE,INSTALLED,
100745,FRONT BAFFLE ON L/H SIDE HAS A CRACK.,Ok,FRONT L/H SIDE,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
100746,R/H BACK BAFFLE BRACKET IS MISSING A RIVET & BAFFLE IS CRACK,Ok,R/H BACK,"BAFFLE BRACKET RIVET , BAFFLE","MISSING , CRACK","FABRICATED PATCH, INSTALLED & RIVETED IAW SRM 51",,,,PATCH & RIVET,"FABRICATED, INSTALLED & RIVETED",
100747,#4 CYLINDER INTAKE GASKET LEAKING.,Ok,#4 CYLINDER,INTAKE GASKET,LEAKING,REPLACED CYLINDER #4 INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
100748,#2 INTAKE GASKET LEAKING.,Ok,#2,INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKET WITH NEW.,,,NEW,INTAKE GASKET,REMOVED & REPLACED,
100749,L/H #4 AFT BAFFLE CRACKED.,Ok,L/H #4 AFT,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
100750,L/H #2 SIDE BAFFLE SEAL TORN.,Ok,L/H #2 SIDE,BAFFLE SEAL,TORN,REMOVED & REPLACED SEAL.,,,,SEAL,REMOVED & REPLACED,
100751,L/H #1 SIDE BAFFLE SEAL LOOSE.,Ok,L/H #1 SIDE,BAFFLE SEAL,LOOSE,REMOVED & REPLACED SEAL.,,,,SEAL,REMOVED & REPLACED,
100752,L/H #3 INTAKE GASKET IS LEAKING.,Ok,L/H #3,INTAKE GASKET,LEAKING,REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
100753,L/H ROCKER GASKETS ARE LEAKING.,Ok,L/H,ROCKER GASKET,LEAKING,REPLACED ALL ROCKER GASKETS ON L/H ENGINE.,,,,ROCKER GASKET,REPLACED,
100754,L/H #1 INTAKE I/B PUSH ROD TUBE SEAL IS LEAKING.,Ok,L/H #1 INTAKE I/B,PUSH ROD TUBE SEAL,LEAKING,REPLACED PUSH ROD SEALS ON #1 INTAKE TUBE.,,,,PUSH ROD SEAL,REPLACED,
100755,ROCKER BOX COVER SCREW LOOSE ON ALL  CYLINDER.,Ok,ALL  CYLINDER,ROCKER BOX COVER SCREW,LOOSE,TIGHTENED ROCKER BOX COVER SCREWS.,,,,ROCKER BOX COVER SCREW,TIGHTENED,
100756,"#2, 3 & 4 INDUCTION TUBE GASKETS LEAKING.",Ok,"#2, 3 & 4",INDUCTION TUBE GASKET,LEAKING,INSTALLED NEW INDUCTION TUBE GASKETS.,,,NEW,INDUCTION TUBE GASKET,INSTALLED,
100757,INTAKE GASKET CYLINDER #3 & 4 LEAKING.,Ok,CYLINDER #3 & 4,INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
100758,#4 INDUCTION TUBE GASKET LEAKING.,Ok,#4,INDUCTION TUBE GASKET,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
100759,ENGINE BAFFLES NEED NEW BUTTON PLUGS.,Ok,ENGINE,BAFFLE,NEED BUTTON PLUGS,REPLACED BUTTON PLUGS.,,,,BUTTON PLUG,REPLACED,
100760,R/H ENGINE CYLINDER #1 INTAKE LEAKING.,Ok,R/H ENGINE CYLINDER #1,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET WITH NEW.,,WITH NEW,,INTAKE GASKET,REMOVED & REPLACED,
100761,CYLINDER #3 INTAKE IS LEAKING ON L/H ENGINE.,Ok,CYLINDER #3 L/H ENGINE,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET WITH NEW.,,WITH NEW,,INTAKE GASKET,REMOVED & REPLACED,
100762,"CLIMB OUT 1 OR BOTH ENGINES RAN VERY ROUGH, TRIED LEANING &",Ok,L/H & R/H ENGINES,,RUN ROUGH,"INSPECTED L/H & R/H ENGINES, NO DEFECTS NOTED. RAN ENGINEI",,,,ENGINES,"INSPECTED, RAN",
100763,INTAKES 2 & 4 LEAKING.,Ok,2 & 4,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
100764,FORWARD ENGINE HOIST LOOP BOLT IS LOOSE.,Ok,FORWARD ENGINE ,HOIST LOOP BOLT,LOOSE,"REMOVED, CLEANED, SEALED, INSTALLED & TORQUED BOLT WITH N",,,WITH NEW,BOLT,"REMOVED, CLEANED, SEALED, INSTALLED & TORQUED",
100765,CYLINDER #2 INTAKE GASKET LEAKING.,Ok,CYLINDER #2,INTAKE GASKET,LEAKING,REPLACED CYLINDER #2 INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
100766,"CYLINDER #1, 2, 3 & 4 ROCKER COVER GASKETS LEAKING.",Ok,"CYLINDER #1, 2, 3 & 4",ROCKER COVER GASKET,LEAKING,REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REPLACED,
100767,OIL COOLER NEED TO BE REPLACED.,Ok,,OIL COOLER,NEED REPLACEMENT,REMOVED & REPLACED OIL COOLER,,,,OIL COOLER,REMOVED & REPLACED,
100768,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,Ok,#2,INDUCTION TUBE HOSE CLAMP,BROKEN,REMOVED & REPLACED CLAMP.,,,,CLAMP,REMOVED & REPLACED,
100769,CYLINDER #2 & 4 ROCKER COVER GASKETS LEAKING.,Ok,CYLINDER #2 & 4,ROCKER COVER GASKET,LEAKING,TIGHTENED ROCKER COVER SCREWS.,,,,ROCKER COVER SCREW,TIGHTENED,
100770,R/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,Ok,R/H ENGINE #3,INDUCTION TUBE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100771,#3 INTAKE I/B TO ENGINE THREAD STRIPPED.,Ok,#3,INTAKE I/B TO ENGINE THREAD,STRIPPED,"DRILLED STRIPPED HOLE, TAPPED & INSERTED HELICOIL.",,,,"HOLE ,  HELICOIL","DRILLED, TAPPED & INSERTED",
100772,L/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,Ok,L/H ENGINE #3,INDUCTION TUBE GASKET,LEAKING,"REMOVED & REPLACED GASKET. RAN A/C, LEAK CHECK GOOD.",,,,"GASKET, A/C, LEAK","REMOVED & REPLACED, RAN, CHECKED",
100773,#2 INTAKE IS LEAKING.,Ok,#2,INTAKE,LEAKING,REMOVED & REPLACED #2 INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100774,#1 CYLINDER INTAKE GASKET IS LEAKING.,Ok,#1 CYLINDER,INTAKE GASKET,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
100775,#3 CYLINDER ROCKER GASKET IS LEAKING.,Ok,#3 CYLINDER,ROCKER GASKET,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
100776,R/H BAFFLE SPRING BROKEN.,Ok,R/H,BAFFLE SPRING,BROKEN,REMOVED & REPLACED BAFFLE SPRING WITH NEW.,,WITH NEW,,BAFFLE SPRING,REMOVED & REPLACED,
100777,AFT BAFFLE BRACKET RIVETS PULLING THROUGH.,Ok,AFT,BAFFLE BRACKET RIVET,PULLING,"REMOVED BAFFLE FROM A/C, REMOVED & REPLACED LOOSE RIVET",,,,"BAFFLE,RIVET","REMOVED,REMOVED & REPLACED",
100778,ENGINE TOP SPINE IS LEAKING.,Ok,ENGINE TOP,SPINE,LEAKING,LEAK CHECK GOOD.,,,,LEAK,CHECKED,
100779,ENGINE TOP SPINE IS LEAKING.,Ok,ENGINE TOP,SPINE,LEAKING,"REMOVED BOLT, CLEANED, REINSTALLED BOLT & TORQUED TO SP",,,,BOLT,"REMOVED, CLEANED, REINSTALLED & TORQUED",
100780,ALL ROCKER COVERS NEED TIGHTENING.,Ok,ALL,ROCKER COVER,NEED TIGHTENING,TIGHTENED ALL COVERS.,,,,COVER,TIGHTENED,
100781,#3 ROCKER COVER GASKET LEAKING.,Ok,#3,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
100782,L/H ENGINE #2 INTAKE LEAKING.,Ok,L/H ENGINE #2,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100783,R/H ENGINE #2 INTAKE LEAKING.,Ok,R/H ENGINE #2,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100784,CYLINDER #1 BAFFLE IS CRACKED.,Ok,CYLINDER #1,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
100785,R/H AFT ENGINE BAFFLE CRACKED.,Ok,R/H AFT ENGINE,BAFFLE,CRACKED,"REMOVED R/H AFT ENGINE BAFFLE, STOP DRILLED CRACK, FABRICA",,,,"BAFFLE, DRILLED CRACK","REMOVED , STOP , FABRICATED",
100786,OVERBOARD BATTERY & ENGINE OVERBOARD VENT TUBES CHAFED.,Ok,,BATTERY & ENGINE OVERBOARD VENT TUBES,CHAFING,REMOVED DAMAGED PORTION OF TUBES.,,,,TUBES,REMOVED,
100787,ALL ROCKER COVER SCREWS LOOSE.,Ok,ALL,ROCKER COVER SCREW,LOOSE,TIGHTENED SCREWS.,,,,SCREW,TIGHTENED,
100788,L/H ENGINE #3 ROCKER SHAFT PLUG WORN.,Ok,L/H ENGINE #3,ROCKER SHAFT PLUG,WORN,REPLACED PLUGS.,,,,PLUG,REPLACED,
100789,R/H ENGINE #3 INTAKE IS LEAKING.,Ok,R/H ENGINE #3,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100790,L/H ENGINE #3 ROCKER COVER GASKET LEAKING.,Ok,L/H ENGINE #3,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
100791,CYLINDER #2 INTAKE IS LEAKING.,Ok,CYLINDER #2,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET WITH NEW.,,WITH NEW,,INTAKE GASKET,REMOVED & REPLACED,
100792,CYLINDER #2 INTAKE VALVE PUSH ROD I/B SEAL IS LEAKING.,Ok,CYLINDER #2,INTAKE VALVE PUSH ROD I/B SEAL,LEAKING,LEAK CHECK GOOD.,,,,LEAK,CHECKED,
100793,L/H AFT BAFFLE CRACKED PAST STOP DRILL.,Ok,L/H AFT,BAFFLE PAST STOP DRILL,CRACKED,"REMOVED OLD PATCH, STOP DRILLED CRACK. FABRICATED PATCH",,,OLD,"PATCH, DRILLED CRACK, PATCH","REMOVED, STOP , FABRICATED",
100794,CYLINDER #2 INTAKE VALVE PUSH ROD I/B SEAL IS LEAKING.,Ok,CYLINDER #2,INTAKE VALVE PUSH ROD I/B SEAL,LEAKING,"ROTATED PUSH ROD TUBE TO RESEAT SEAL, TORQUED STUD NUT.",,,,"PUSH ROD TUBE, STUD NUT","ROTATED TO RESEAT, TORQUED",
100795,#2 INTAKE GASKET LEAKING.,Ok,#2,INTAKE GASKET,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
100796,#4 VALVE COVER GASKET LEAKING.,Ok,#4,VALVE COVER GASKET,LEAKING,REMOVED & REPLACED GASKET WITH NEW.,,WITH NEW,,GASKET,REMOVED & REPLACED,
100797,ALL ROCKER COVERS ON BOTH ENGINE SCREWS LOOSE.,Ok,ALL ROCKER COVERS ON BOTH ENGINE,SCREW,LOOSE,TIGHTENED ALL SCREWS.,,,,SCREW,TIGHTENED,
100798,#2 ROCKER COVER LEAKING.,Ok,#2,ROCKER COVER,LEAKING,REMOVED & REPLACED GASKET WITH NEW.,,WITH NEW,,GASKET,REMOVED & REPLACED,
100799,#2 INTAKE GASKET LEAKING.,Ok,#2,INTAKE GASKET,LEAKING,REMOVED & REPLACED GASKET WITH NEW.,,WITH NEW,,GASKET,REMOVED & REPLACED,
100800,"#2, 3 & 4 INDUCTION TUBE GASKETS LEAKING.",Ok,"#2, 3 & 4",INDUCTION TUBE GASKET,LEAKING,INSTALLED NEW INDICATION TUBE GASKETS.,,,NEW,INDUCTION TUBE GASKET,INSTALLED,
100801,CYLINDER #2 & 3 ROCKER COVER GASKETS LEAKING.,Ok,CYLINDER #2 & 3,ROCKER COVER GASKET,LEAKING,REPLACED CYLINDER #2 & 3 ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REPLACED,
100802,L/H REAR ENGINE BAFFLE CRACKED.,Ok,L/H REAR ENGINE,BAFFLE,CRACKED,FABRICATED PATCH OF LIKE MATERIAL & RIVETED IAW,,,,,FABRICATED & RIVETED,
100803,ALL EXHAUST GAS TEMPERATURE WIRE PROBE STANDOFFS ARE BROKEN.,Ok,ALL,EXHAUST GAS TEMPERATURE WIRE PROBE STANDOFFS,BROKEN,REMOVED & REPLACED STANDOFFS.,,,,STANDOFFS,REMOVED & REPLACED,
100804,CYLINDER #4 INTAKE IS LEAKING.,Ok,CYLINDER #4,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
100805,CYLINDER #3 INTAKE GASKET LEAKING.,Ok,CYLINDER #3,INTAKE GASKET,LEAKING,REPLACED CYLINDER #3 INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
100806,FRONT ENGINE BAFFLE SCREWS CHAFING MUFFLER SHROUD.,Ok,FRONT ENGINE,BAFFLE SCREW,CHAFING MUFFLER SHROUD,INSTALLED PROPER LENGINETH SCREWS.,,,,SCREW,INSTALLED,
100807,LOWER OIL COOLER LINE NEED TO BE REPOSITIONED.,Ok,LOWER,OIL COOLER LINE,NEED REPOSITIONING,"LOOSENED LINE, REPOSITIONED LINE & RETIGHTENED. LEAK CH",,,,LINE,"LOOSENED, REPOSITIONED & RETIGHTENED",
100808,CYLINDER #2 INTAKE GASKET LEAKING.,Ok,CYLINDER #2,INTAKE GASKET,LEAKING,REPLACED CYLINDER #2 INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
100809,#3 ROCKER COVER IS LEAKING.,Ok,#3,ROCKER COVER,LEAKING,REMOVED & REPLACED #3 ROCKER GASKET.,,,,ROCKER GASKET,REMOVED & REPLACED,
100810,CYLINDER #4 ROCKER COVER GASKET LEAKING.,Ok,CYLINDER #4,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED COVER GASKET.,,,,COVER GASKET,REMOVED & REPLACED,
100811,REAR R/H ENGINE BAFFLE MOUNT BRACKET RIVETS SHEARED.,Ok,REAR R/H ENGINE,BAFFLE MOUNT BRACKET RIVET,SHEARED,"DRILLED OUT SHEARED RIVET, INSTALLED NEW, REPAIR DONE I",,,NEW,RIVET,"DRILLED & INSTALLED, REPAIR",
100812,SLIGHT POWER LOSS ON TAKE OFF,Ok,TAKE OFF,,POWER LOSS,"COMPLETED DIFFERENTIAL COMPRESSION TEST (#1-76, #2-75,",,,,COMPRESSION,TESTED,
100813,SLIGHT POWER LOSS ON TAKE OFF,DIFFICULT,,,,FOR BILLING PURPOSES ONLY,DIFFICULT,,,,,
100814,#2 INTAKE LEAKING.,Ok,#2,INTAKE,LEAKING,REMOVED & REPLACED #2 INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100815,R/H BAFFLE #3 CYLINDER NEED BAFFLE SCREW.,Ok,R/H BAFFLE #3 CYLINDER,BAFFLE,NEED SCREW,INSTALLED NEW FASTENER ON BAFFLE.,,,NEW,FASTENER,INSTALLED,
100816,#2 CYLINDER INTAKE GASKET LEAKING.,Ok,#2 CYLINDER,INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKET. CLEANED EXISTING LEAK,,,,"INTAKE GASKET, LEAK","REMOVED & REPLACED, CLEANED",
100817,#3 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,Ok,#3 & 4 CYLINDER,ROCKER COVER GASKET,LEAKING,"REMOVED & REPLACED ROCKER COVER GASKETS, CLEANED AREA O",,,,"ROCKER COVER GASKET, AREA","REMOVED & REPLACED, CLEANED",
100818,L/H REAR ENGINE BAFFLE CRACKED.,Ok,L/H REAR ENGINE,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
100819,#2 INDUCTION TUBE GASKET LEAKING.,Ok,#2,INDUCTION TUBE GASKET,LEAKING,INSTALLED NEW #2 INDUCTION TUBE GASKET.,,,NEW,INDUCTION TUBE GASKET,INSTALLED,
100820,#2 CYLINDER ROCKER COVER GASKET LEAKING.,Ok,#2 CYLINDER,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER COVER GASKET. CLEARED INITIAL,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100821,#2 INTAKE IS LEAKING.,Ok,#2,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100822,#1 ROCKER COVER IS LEAKING.,Ok,#1,ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100823,TOP & BOTTOM RUDDER COVERS ARE CRACKED.,Ok,TOP & BOTTOM,RUDDER COVERS,CRACKED,STOP DRILLED CRACKS & FILLED WITH 2 PART EPOXY.,,,WITH 2  PART EPOXY,"DRILLED CRACK,  PART EPOXY","STOP , FILLED",
100824,#4 INDUCTION TUBE GASKET LEAKING.,Ok,#4,INDUCTION TUBE GASKET,LEAKING,REMOVED & REPLACED CYLINDER #4 INTAKE TUBE GASKET.,,,,INTAKE TUBE GASKET,REMOVED & REPLACED,
100825,"FRONT BAFFLE BY INTAKE HEAT, AROUND MUFFLER SHROUD, IS CRACK",Ok,"FRONT BAFFLE BY INTAKE HEAT, AROUND MUFFLER SHROUD",BAFFLE,CRACKED,REMOVED MUFFLER TO GAIN ACCESS. BEGAN FABRICATING PATCH,,,,MUFFLER,REMOVED,
100826,CYLINDER #2 ROCKER COVER IS LEAKING.,Ok,CYLINDER #2,ROCKER COVER,LEAKING,REPLACED ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REPLACED,
100827,FORWARD BAFFLE CENTER SECTION IS WORN THROUGH.,Ok,FORWARD CENTER SECTION,BAFFLE,WORN,REMOVED WORN SECTION OF BAFFLE. FABRICATED NEW SECTION,,NEW,,"WORN SECTION, SECTION","REMOVED, FABRICATED",
100828,L/H ENGINE #2 INTAKE IS LEAKING.,Ok,L/H ENGINE #2,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100829,L/H ENGINE #3 INTAKE GASKET LEAKING.,Ok,L/H ENGINE #3,INTAKE GASKET,LEAKING,REMOVED & REPLACED L/H ENGINE #3 INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100830,"L/H ENGINE #2, 3 ROCKER COVERS ARE LEAKING.",Ok,"L/H ENGINE #2, 3",ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100831,"#3 ROCKER COVER, ROCKER SHAFT PLUGS ARE BROKEN.",Ok,#3,"ROCKER COVER, ROCKER SHAFT PLUGS",BROKEN,REMOVED & REPLACED ROCKER SHAFT PLUGS.,,,,ROCKER SHAFT PLUG,REMOVED & REPLACED,
100832,CYLINDER #2 INTAKE IS LEAKING.,Ok,CYLINDER #2,INTAKE,LEAKING,REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REPLACED,
100833,CYLINDER #2 & 4 ROCKER COVERS ARE LEAKING.,Ok,CYLINDER #2 & 4,ROCKER COVER,LEAKING,REPLACED ROCKER COVER GASKET.,,,,ROCKER COVER GASKET,REPLACED,
100834,#2 INTAKE IS LEAKING.,Ok,#2,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
100835,ENGINE IS DIRTY.,Ok,ENGINE,,DIRTY,WASHED ENGINE.,,,,ENGINE,WASHED,
100836,#1 & 3 INTAKES ARE LEAKING.,Ok,#1 & 3,INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100837,R/H BACK BAFFLE IS MISSING A SCREW.,Ok,R/H BACK,BAFFLE SCREW,MISSING,INSTALLED NEW BAFFLE SCREW.,,,NEW,BAFFLE SCREW,INSTALLED,
100838,R/H FRONT BAFFLE SEAL RIVET IS BROKEN.,Ok,R/H FRONT,BAFFLE SEAL RIVET,BROKEN,REMOVED RIVET & REPLACED WITH A SCREW.,,WITH A SCREW,,RIVET,REMOVED & REPLACED,
100839,CYLINDER #2 INTAKE PUSH ROD TUBE INNER SEAL IS WEEPING.,Ok,CYLINDER #2,INTAKE PUSH ROD TUBE INNER SEAL,WEEPING,LEAK CHECK GOOD.,,,,LEAK,CHECKED,
100840,CYLINDER #2 INTAKE PUSH ROD TUBE INNER SEAL IS WEEPING.,Ok,CYLINDER #2,INTAKE PUSH ROD TUBE INNER SEAL,WEEPING,ROTATED PUSH ROD TUBE TO RESEAT SEAL.,,,,"PUSH ROD TUBE, SEAL","ROTATED , RESEAT",
100841,FORWARD BAFFLE IS CRACKED UNDER HEAT SHROUD AIR INTAKE.,Ok,FORWARD,BAFFLE,CRACKED,"STOP DRILLED CRACKS, FABRICATED PATCH OUT OF LIKE MATER",,,,"DRILLED CRACK, PATCH","STOP , FABRICATED",
100842,R/H SIDE OF BAFFLE IS CRACKED.,Ok,R/H SIDE,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
100843,#4 ROCKER COVER IS LEAKING.,Ok,#4,ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER.,,,,ROCKER COVER,REMOVED & REPLACED,
100844,R/H ENGINE ROCKER COVER SCREWS LOOSE.,Ok,R/H ENGINE,ROCKER COVER SCREW,LOOSE,TIGHTENED SCREWS.,,,,SCREW,TIGHTENED,
100845,R/H ENGINE CYLINDER #3 INTAKE IS LEAKING.,Ok,R/H ENGINE CYLINDER #3,INTAKE,LEAKING,REMOVED & REPLACED R/H #3 INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100846,"#2, 3 ROCKER COVER GASKETS LEAKING.",Ok,"#2, 3",ROCKER COVER GASKET,LEAKING,"REMOVED & REPLACED #2, 3 ROCKER COVER GASKETS. REPLACED",,,,ROCKER COVER GASKET,"REMOVED & REPLACED, REPLACED",
100847,#2 INTAKE GASKET LEAKING.,Ok,#2,INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKET WITH NEW.,,WITH NEW,,INTAKE GASKET,REMOVED & REPLACED,
100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,Ok,,OIL COOLER HOSE,NEED REPOSITIONING,REPOSITIONED & TIGHTENED OIL HOSE.,,,,OIL HOSE,REPOSITIONED & TIGHTENED,
100849,#1 & 2 ROCKER COVERS MISSING 2 SCREWS.,Ok,#1 & 2,ROCKER COVER SCREW,MISSING,REPLACED SCREWS.,,,,SCREW,REPLACED,
100850,"#2, 3 & 4 ROCKER COVERS LEAK.",Ok,"#2, 3 & 4",ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100851,L/H BAFFLE O/B TIE ROD IS BROKEN.,Ok,L/H O/B,BAFFLE TIE ROD,BROKEN,REMOVED & REPLACED L/H BAFFLE TIE ROD.,,,,BAFFLE TIE ROD,REMOVED & REPLACED,
100852,L/H REAR BAFFLE MOUNT IS LOOSE.,Ok,L/H REAR,BAFFLE MOUNT,LOOSE,"SECURED HARDWARE, BAFFLE CHECKS GOOD FOR SECURITY.",,,,"HARDWARE, BAFFLE","SECURED, CHECKED",
100853,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM.,Ok,ENGINE,IDLES,RPM PROBLEM,TRIED MAKING SEVERAL IDLE MIXTURE ADJUSTMENTS. REPLACED,,,,IDLE MIXTURE,"TRIED MAKING, REPLACED",
100854,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM.,Ok,ENGINE,IDLES,RPM PROBLEM,REPLACED FUEL PUMP. PROBLEM PERSISTED,,,,FUEL PUMP,REPLACED,
100855,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM.,Ok,ENGINE,IDLES,RPM PROBLEM,RETIMED BOTH MAGS. BEGAN REPLACEMENT OF FUEL INJECTOR S,,,,"MAGS, FUEL INJECTOR","RETIMED, REPLACEMENT",
100856,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM.,Ok,ENGINE,IDLES,RPM PROBLEM,"STARTED ENGINE IN HANGAR, OPS CHECK GOOD AT & BELOW 100",,,,"ENGINE, OPS","STARTED , CHECKED",
100857,TOP CENTER BAFFEL SCREW IS HITTING MOUNT,Ok,TOP CENTER,BAFFEL SCREW,HITTING MOUNT,INSPECTED & DETERMINED SCRATCH WAS NEGLIGIBLE. BLENDED,,,,,"INSPECTED & DETERMINED, BLENDED",
100858,R/H ENGINE #2 & 3 INTAKE GASKETS ARE LEAKING.,Ok,R/H ENGINE #2 & 3,INTAKE GASKET,LEAKING,INSTALLED NEW GASKETS.,,,NEW,GASKET,INSTALLED,
100859,#2 & 3 ROCKER COVER GASKETS LEAKING.,Ok,#2 & 3,ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100860,#3 BAFFLE IS MISSING SCREW ON BRACKET.,Ok,#3 BAFFLE,BRACKET SCREW,MISSING,INSTALLED NEW SCREW.,,,NEW,SCREW,INSTALLED,
100861,"#2, 3 & 4 ROCKER COVERS ARE LEAKING.",Ok,"#2, 3 & 4",ROCKER COVER,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100862,#2 INTAKE GASKET LEAKS.,Ok,#2,INTAKE GASKET,LEAKING,REMOVED & REPLACED INTAKE GASKET.,,,,INTAKE GASKET,REMOVED & REPLACED,
100863,"#1, 3, 4 ROCKER COVER GASKETS LEAKING.",Ok,"#1, 3, 4",ROCKER COVER GASKET,LEAKING,REMOVED & REPLACED ROCKER COVER GASKETS.,,,,ROCKER COVER GASKET,REMOVED & REPLACED,
